edot(1/s)=100000.0, strain=1.0, temp(K)=700.0
theta0,p,s0,sInf,kappa,gamma,y0,yInf,y1,y2,stress,rank
0.10375644187021295,2.9552560237992025,0.04036690021757739,0.023685630565852094,0.2927066458626051,4.9456610673524886e-05,0.017946296201790213,0.00580796159202407,0.07322206557734957,0.6866014470408217,0.015800605386752983,1667.0
0.11153514841932986,2.7412147732318526,0.036487405170027555,0.018660755246776066,0.24429638667197348,5.2790902681934376e-05,0.022866027479239243,0.004103371351965023,0.06926215880630135,0.6626544316054055,0.014509969492464048,643.0
0.08719703380542944,3.3753993610679593,0.03702672163263891,0.020000267673695872,0.2595678145745511,5.271198310018186e-05,0.019681179131787047,0.0052320225346516695,0.06825048547031444,0.73475958984215,0.01430437130975331,492.0
0.0828496902257143,2.732462748289472,0.03721288860187813,0.021783914728378595,0.24135077772249783,5.742373857388014e-05,0.018398465867150545,0.003721558850798895,0.06499372099196533,0.669269496977505,0.01498321905948067,1080.0
0.07766384459276891,3.2241988293173494,0.03671186191982384,0.020263925570498522,0.2701396883782464,5.001964481580822e-05,0.0183850577021305,0.00413325296271889,0.06685338975347853,0.7426945551857793,0.013842873930692185,267.0
0.10291787876318631,2.922970112203084,0.038315525945716335,0.024408417532392875,0.2483281932992926,5.8839535027066084e-05,0.021124279508010924,0.004718573284264405,0.07688618925757883,0.6776211052767349,0.016255637389022512,1858.0
0.07417662179845606,2.281568857097503,0.035759293741294676,0.01958728949437103,0.2802906400116375,5.3621042989343375e-05,0.018755301014138373,0.004168148349119546,0.06793141974976002,0.709371757730217,0.01366892033510742,191.0
0.09237943401430111,2.8726714934739035,0.03641073217777704,0.018993786795516023,0.26260467728885384,5.068272554848665e-05,0.021168570986106354,0.00555077548931109,0.07481063825609882,0.698341581735864,0.014168710538673659,419.0
0.0869096382873882,2.8354194131924757,0.03786267028928651,0.019791608152448258,0.24939003870149656,5.657064339747268e-05,0.02159221229125662,0.005292428557537384,0.06674218004570569,0.6543035603488792,0.014799634848675039,905.0
0.07689386565796627,3.087001266037913,0.03268671009916076,0.022850639915440195,0.24052348749100128,5.31237178238309e-05,0.020070718518051367,0.003593757344558579,0.06965813605241575,0.7228643034528417,0.0141957644972347,435.0
0.07474185759083983,2.7696657283228077,0.033732499645609586,0.01905435555663336,0.19340335384869775,5.992374760537435e-05,0.018782651680356307,0.004342195134113043,0.06874611132976971,0.6436756121335105,0.014447692524717675,588.0
0.12610361690280508,3.2044680018622116,0.0392455710647045,0.022929612392058294,0.21768168138314417,5.600169795553842e-05,0.02083953160176539,0.004377432915657938,0.06622123585712368,0.6838607519462582,0.016746169062515293,1944.0
0.062150649410020575,2.6223221767719274,0.03633807916936436,0.01799333101115354,0.26813290718766175,5.543882799353056e-05,0.0245593829709596,0.004754407141596614,0.07151820261851134,0.6428416588243389,0.013432036863775868,125.0
0.067116008910085,2.705415648505092,0.03736265879804631,0.021535779315320136,0.23685048857459443,6.322511704701027e-05,0.016037609752263673,0.0038723752317982797,0.06273126598534375,0.6606038582041653,0.01438874897002568,553.0
0.09323489435334535,3.14220112870583,0.03711291289673957,0.021120006211958746,0.25250700612124216,5.639910943607875e-05,0.02003986486684052,0.006134248169730668,0.07285070167167464,0.7113119677890273,0.014991845906434815,1091.0
0.0870626117437524,2.6418389272260727,0.03529999659884066,0.022606563267953857,0.20836313763318728,4.567191803241388e-05,0.02171921479580452,0.0039318055495516655,0.06500054327794713,0.6521889819095918,0.01584219121205761,1689.0
0.06895249027493064,2.3691454333470086,0.03784670625166987,0.02668617758804193,0.21549187842746376,5.760606747977464e-05,0.020446626108362627,0.004538755086275515,0.06638480088813621,0.6280958612299807,0.01657045009663777,1923.0
0.07815415941211758,2.8626186458864518,0.03766409004452384,0.0187719184589719,0.27449013023662006,5.302617565630716e-05,0.021446756048179912,0.005364288082352403,0.06836958311672234,0.6682879076657529,0.013901443603373852,290.0
0.08929924789673982,2.423780356607653,0.03786064365033589,0.020710864722813426,0.24853818551714335,5.647634517933696e-05,0.023189930687103934,0.0044879149340650865,0.063893952455743,0.7085199613562168,0.015238237567991827,1281.0
0.08557545628098075,2.506464682989711,0.03128461827236385,0.020754691338372003,0.21929121184412814,5.4605600947082586e-05,0.0228934983804993,0.004381865692694442,0.07082747328195685,0.6677828401228962,0.014418086067571778,573.0
0.08836474415454713,2.836901885758429,0.03626706154098286,0.02177796087493028,0.26567789825588534,5.995119561371605e-05,0.017259727616402504,0.004787228726606017,0.06970075452088559,0.642890953489657,0.014570907622589125,698.0
0.12041487000346811,2.5181115463858212,0.038864590855286346,0.021626037072802338,0.26237510043441203,4.7941280051886473e-05,0.021997724108488995,0.00562618418231034,0.06466565698929844,0.6457836432435708,0.01581453055815121,1675.0
0.09027098714720164,2.9949737283892035,0.039432501945097884,0.01923775782997714,0.2616111190013374,5.363588011524916e-05,0.021924428134674826,0.005104199048689126,0.06613764075809062,0.6432592183509678,0.0146759781477244,793.0
0.07354665570178018,2.4798949803676864,0.03743895373285537,0.018415284287332852,0.2137798300912327,5.620882569974741e-05,0.021823667052835963,0.005148587021636555,0.06732900336327072,0.7090464432620417,0.01501173280305768,1109.0
0.08535537051206377,2.5914038089570903,0.035242179578220734,0.018063335913442096,0.2100920309053359,5.2521168257749965e-05,0.018026870513649977,0.004412725870972422,0.055174366330906256,0.6352907493101985,0.014464989901466736,602.0
0.0984063832017761,3.2308848743679834,0.03712585707971515,0.021509908025061367,0.24729365288103644,4.2365974347154274e-05,0.01835411278013644,0.005708351709215978,0.07066586347628602,0.6368763113807515,0.015222657721256925,1269.0
0.11142775172096774,2.6285120582624377,0.038018148270941424,0.018804197787332593,0.2572231493962386,5.138778905663834e-05,0.02073768816859606,0.005183503689662435,0.07059324958137934,0.7040071325233964,0.014610678455859859,747.0
0.07905905670348914,2.9289633835996756,0.03924007847487179,0.018422055152058456,0.27945060067202915,5.418635958082872e-05,0.01998030198255553,0.004165915821694021,0.06437104925751953,0.6331022303735092,0.013740149119326561,217.0
0.07886211635427781,2.883457298010095,0.039489236028097195,0.01887641142110618,0.2491219605085256,5.853485955373303e-05,0.015906323483646026,0.004433290575520397,0.06450617933543057,0.7369603111391215,0.014281754099068504,482.0
0.09259574533712821,2.9541103842082737,0.03787880228267534,0.022190586439149996,0.26784998472890953,4.499314633471506e-05,0.022538490984488742,0.0047801689262705815,0.06772583834329404,0.6443685466815848,0.015321095726620902,1335.0
0.09830816546571379,2.9061838495193637,0.03861084809118693,0.02137278608162608,0.2620818527384978,5.596026416607286e-05,0.020209964603699327,0.005262131219827963,0.06889234786500949,0.6928935089055516,0.015233267338085844,1276.0
0.09500266742530758,3.0688634632410796,0.03592180570320651,0.02048181167565094,0.20946902053157382,5.306643088032988e-05,0.0222120752288322,0.004063078720945273,0.06694085901871666,0.6564183200619603,0.015378541170494519,1363.0
0.07841677047590505,2.5952447356892163,0.03879367645080235,0.01628637521175281,0.21690103680080375,5.5584513022153e-05,0.017315740285134325,0.0032509460774797785,0.06605718846154109,0.6736245197492343,0.014300118951026538,490.0
0.08030762758621274,2.850299529033386,0.03433467780679456,0.021930586444093982,0.23267239599508382,5.0506094186478875e-05,0.020786140211448322,0.004105207209653492,0.07364725651118142,0.6846135210786258,0.014784785873041878,888.0
0.11254899011192356,2.953671131973728,0.03742165615815988,0.019617746053813695,0.24643027329745273,4.6565009990312795e-05,0.020531144925011062,0.005875769258437027,0.07235904697807832,0.6853542041425111,0.015035306905344081,1130.0
0.08732174735814187,3.2007277384051616,0.04050173091080314,0.02195682951994507,0.23020713024760833,5.284635698493998e-05,0.01827019114809979,0.004427913576253006,0.06897628916042148,0.7254934157957933,0.015748917371440924,1639.0
0.0692495987395402,2.8374987197519768,0.03778651204597141,0.01809472621474995,0.25324101069237076,6.156101037620276e-05,0.021118231766085384,0.00374759901831887,0.06713819030438542,0.6307301806561617,0.013719956545944868,212.0
0.07620211111674097,3.101061563280182,0.035898185846149386,0.026142502338492735,0.225665636595191,4.98506575081049e-05,0.01834081403363157,0.004941137893544723,0.0692746075152775,0.6708188039669636,0.015547073205648016,1500.0
0.11953816686770634,3.072354934413855,0.03538615687701441,0.020627236689422394,0.24074701858478495,5.240512154456735e-05,0.01859671626037914,0.005460047153008632,0.0747860209793125,0.6651397621098263,0.014936517703568778,1032.0
0.047721216435817046,3.1047564846115274,0.03795654452709515,0.02090472382591705,0.2126195598344133,4.742232407690593e-05,0.020585801338375998,0.0029409598267051387,0.06607209305104225,0.683306985317083,0.014141616581722884,400.0
0.053106466165260074,2.6936810487814187,0.03769638635303729,0.020572266554342328,0.2503124866338718,5.580049686180861e-05,0.01858544353568341,0.004818968994897363,0.0671471049305347,0.6793535663939811,0.013933716354093902,301.0
0.0938882409313888,3.003764038961536,0.03401076933534436,0.022432580907274048,0.26173119164020875,5.441133170175611e-05,0.020010968045206096,0.004296314151804591,0.0721551643912562,0.7265369538119519,0.014557262386895295,690.0
