edot(1/s)=100000.0, strain=1.0, temp(K)=700.0
theta0,p,s0,sInf,kappa,gamma,y0,yInf,y1,y2,stress,rank
0.15123044831425358,4.178258030127053,0.032082497868884806,0.020255229673792292,0.08044668119415264,3.51241586360345e-05,0.022022858706650394,0.007186613087558027,0.08103797905864209,0.35950982440646057,0.017044207304338067,1940.0
0.1425411732099057,1.2101956024677942,0.01709223030101247,0.012491363384770296,0.1317900326413312,2.2166720830178374e-05,0.015179663333637981,0.0074992638033207475,0.08818665589747783,0.8992807288828231,0.009176486751343351,308.0
0.023474733631407254,0.9785526691311117,0.044843250949596965,0.013478527360631617,0.18978240639884703,1.4181899492213698e-05,0.03540354064404301,0.006358426460040069,0.07786519434719308,0.4250165778724986,0.017480004175289634,1962.0
0.05840665766611964,3.8060741589806097,0.03850698895440932,0.008662072531627166,0.2176812053998537,2.9554352567807874e-05,0.027378770097809847,0.0035706832416524965,0.06141870081078106,0.5835764350226061,0.012662202919210315,1293.0
0.017021514662698013,4.995416292936067,0.04488208993493467,0.013391341292541223,0.11204661353913196,1.7447459059110377e-05,0.03136891816437021,0.0031347960204660273,0.06623216012261333,0.8945818636737954,0.017543382127408236,1966.0
0.05571077329453667,4.352208896036583,0.04576886509328776,0.014665317707405449,0.30517005296356287,3.916018698621282e-05,0.03366537830340489,0.009621998073380652,0.08325047324001658,0.6861028639065636,0.013279312130785037,1448.0
0.15326577599800958,4.7751017955048205,0.018748156763710576,0.011246559298561325,0.10730939239076064,7.527859460443006e-05,0.018397622453276086,0.005733852558152386,0.06304002000649252,0.6684285600220571,0.00962394314918976,394.0
0.07083767431670626,2.636423482445086,0.036935748605058855,0.005817516413183778,0.13427742263171732,2.411302094191398e-05,0.02553183153311897,0.0005773588132406394,0.047177606887741246,0.541102567465931,0.01510271608972626,1797.0
0.04863257271093281,3.792295085472369,0.02911896897965143,0.008889390969563588,0.34674628670913793,6.192350211243347e-05,0.026171474166546083,0.00882405234242334,0.05959248059969306,0.6755268893246635,0.007271548819045316,95.0
0.042644908107883045,3.5586114868559577,0.04183781067460417,0.01903933962127409,0.358331702082667,5.998172688615089e-05,0.032312123375767415,0.008894638020923846,0.0906769759444363,0.6437989079815519,0.012977710836207025,1376.0
0.0589642651294154,4.80156145976879,0.03273734183635825,0.010713117597202459,0.14878175632102983,8.830618460364355e-05,0.024850126763408895,0.003518725029938913,0.06098792558183862,0.47258941042958746,0.013183301913655328,1424.0
0.05206631327843507,2.8560388164440322,0.025175666360206416,0.011501438483114527,0.08091941048535406,6.810406730104632e-06,0.013361413651206161,0.002607908477828632,0.041287967359181936,0.49792936504346164,0.012465573253994888,1240.0
0.11622950113254513,4.649750658113552,0.03816109006733839,0.013645033926505373,0.11739697758720796,6.815746600376032e-05,0.028003407824819585,0.0018897906679720337,0.07327577168448184,0.48514455817688695,0.01712312036018716,1945.0
0.017572885205202546,0.2912834989775031,0.04394888996595528,0.009040818964698313,0.26718264960698784,5.682571977443071e-05,0.031857843220204636,0.008096318677572326,0.08060705754827256,0.7391944146963436,0.01135200642538914,870.0
0.024346940669609053,3.4900642895852845,0.03333117587845764,0.015414703972397466,0.11092786004298898,7.190927726558662e-05,0.028915947188146076,0.00833940331080498,0.08029812763011011,0.8440524202903317,0.015822226133189433,1864.0
0.07269078305690395,4.643491438070979,0.03454139809635923,0.026088149268651543,0.1593211721574164,8.452886625833473e-05,0.019298808759827295,0.0032024098621982206,0.0744952104751421,0.6817301938274438,0.014457247547109425,1706.0
0.030334025754483813,3.773850264232523,0.030717388590185864,0.029335563531394323,0.2554934635062136,3.205447197056916e-05,0.02255294798252959,0.009993719021779335,0.08373318735559845,0.6547186606393844,0.013649293434701077,1528.0
0.12586972097633153,2.8942840255601694,0.03600076916029187,0.024745977494891526,0.11455510226957642,2.3605073220257414e-05,0.021608219238039645,0.0051137301124439365,0.06583668134566686,0.4944378931785075,0.01869908836369582,1988.0
0.15933941424850237,3.709787751014617,0.01674744054005618,0.016361751320614196,0.1595456123556125,7.018396411045299e-05,0.014214536981739011,0.001804679022541804,0.07007352022596519,0.5073047999592131,0.009619738491337045,392.0
0.10724018298196053,2.890574372958609,0.03181328326106992,0.014242547055117214,0.15230893922407474,2.9645414042652718e-05,0.021973666336483216,0.008404194071444935,0.07668391054055379,0.742548456501593,0.014483136070187983,1717.0
0.011218180276042865,3.372818690111345,0.03562835053408293,0.022322926648731874,0.2651598429995676,5.014776624919838e-05,0.01931419733413874,0.008212986232844841,0.08024259733662203,0.804394441730409,0.010586616145354794,640.0
0.02440995363829999,3.3282907785004374,0.029921638053482864,0.010520608624852571,0.19977938916583599,6.38937173227622e-05,0.022786285370986845,0.0029974336326991026,0.07244868551027962,0.5033556893926351,0.01058880236725116,641.0
0.019398052636310045,3.1232876549397983,0.045966557266372825,0.01174840061159215,0.36205055221556875,3.987439080618127e-05,0.032734634953682465,0.008777290362107637,0.07906180236611678,0.843814677977746,0.010345413918184122,574.0
0.004956480668692225,0.4842713108978674,0.04660668104648888,0.010069609346238172,0.2245712965135725,1.3410643713131844e-05,0.028016403291697727,0.0008291038830257098,0.09482449629302633,0.6590448536237705,0.01037690591641885,584.0
0.007421677081261571,3.1763652785067866,0.039164200213095315,0.022194230645304843,0.10692515507233427,7.868810397396792e-05,0.025868860096193838,0.003925701409109152,0.05968663895073904,0.7262132326459484,0.013754565615642672,1559.0
0.014670383110555428,2.9243696676866855,0.03733013048547096,0.016017037980490458,0.28362239636717934,4.517643091802751e-05,0.026911907259443667,0.007975568926886336,0.0808078295634612,0.6885713894203427,0.011574493548540156,946.0
0.03998845882145931,3.902439085850573,0.04011179611308487,0.016966887018005812,0.3550141458039388,6.886899625458534e-05,0.0311429434219801,0.009959040879943749,0.08874049697144021,0.799562167723294,0.012025595587457314,1092.0
0.0005386957624811617,3.8215103385705658,0.043185759345526306,0.027619514704514035,0.0784844762874485,4.3233014581908303e-05,0.034852769505879615,0.00917385147614949,0.05436921544706643,0.4362394343369974,0.017395737099891485,1955.0
0.18675935020671208,3.5152336330756677,0.036386409738121864,0.01378523208853906,0.24756795085373828,2.4757275202420677e-05,0.022671696208904874,0.009751501335519388,0.08360709805173494,0.8371814456459084,0.013251245093801111,1440.0
