# Seo 2005 Figure 15
# Temperature: 1293 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 317.89
0.001028, 334.12
0.002673, 346.3
0.002879, 346.3
0.004935, 344.28
0.006786, 336.18
0.008637, 326.05
0.010076, 313.88
0.011722, 301.72
0.013572, 291.59
0.014189, 287.53
0.015835, 291.6
0.017891, 291.61
0.019536, 299.73
0.020359, 307.85
0.021593, 303.8
0.023443, 307.87
0.025089, 295.71
0.025294, 295.71
0.027351, 297.75
0.027968, 301.81
0.030024, 301.82
0.031258, 305.88
0.032081, 303.86
0.03352, 305.9
0.034754, 301.84
0.03681, 297.8
0.038867, 297.81
0.040101, 293.76
0.041335, 297.82
0.043391, 299.86
0.044008, 303.92
0.045036, 301.9
0.047093, 303.94
0.04771, 303.94
0.048121, 301.92
0.049149, 299.89
0.050383, 301.93
0.052234, 295.85
0.054085, 301.95
0.055318, 306.01
0.056964, 297.91
0.057581, 295.88
0.058814, 299.95
0.06046, 293.87
0.06231, 299.96
0.062722, 299.97
0.064573, 304.03
0.065395, 308.09
0.066218, 306.07
0.068274, 308.11
0.068685, 310.14
0.070536, 304.07
0.071564, 302.04
0.073621, 302.05
0.075472, 293.95
0.077117, 300.04
0.079173, 302.08
0.080613, 308.18
0.082258, 306.16
0.084314, 306.17
0.08452, 304.14
0.086577, 304.15
0.088633, 304.16
0.088839, 306.19
0.090278, 304.17
0.092129, 308.24
0.094185, 308.25
0.096242, 308.26
0.098298, 308.27
0.100149, 302.2
0.100355, 302.2
0.101589, 306.26
0.103439, 314.38
0.104056, 316.42
0.105907, 310.34
0.106524, 308.32
0.106935, 310.35
0.108992, 310.36
0.110637, 304.28
0.112694, 304.29
0.114133, 302.27
0.11619, 306.34
0.116395, 306.34
0.118452, 304.32
0.120508, 304.33
0.121742, 300.28
0.123798, 304.35
0.124415, 306.38
0.126472, 310.45
0.126677, 310.45
0.128734, 310.46
0.13079, 310.47
0.132024, 314.54
0.133464, 306.43
0.134698, 308.47
0.136754, 308.48
0.138194, 314.57
0.139016, 312.55
0.140044, 310.52
0.142101, 306.48
0.144157, 304.46
0.144774, 300.41
0.146831, 304.47
0.147448, 306.51
0.149093, 310.57
0.150944, 312.61
0.153, 308.56
0.154234, 304.51
0.155262, 306.55
0.157113, 302.5
0.158552, 300.48
0.159786, 304.54
0.160403, 306.58
0.160815, 304.55
0.16246, 310.64
0.163694, 306.59
0.165133, 308.63
0.166367, 306.61
0.16719, 304.58
0.16904, 298.51
0.169246, 298.51
0.171097, 304.6
0.172536, 308.67
0.174593, 308.68
0.176649, 308.69
0.177677, 304.64
0.179528, 310.74
0.180557, 308.71
0.182202, 310.75
0.183847, 306.7
0.185903, 308.74
0.186726, 308.75
0.187137, 306.72
0.18796, 304.7
0.189194, 306.73
0.190222, 308.76
0.191456, 304.71
0.193512, 306.75
0.194335, 308.79
0.195569, 306.76
0.197214, 304.75
0.198036, 302.72
0.198859, 300.7
0.199682, 302.73
0.201327, 306.8
0.203383, 306.81
0.204206, 308.84
0.204411, 306.81
0.205851, 308.85
0.206674, 310.88
0.208524, 306.83
0.209141, 304.81
0.210786, 306.85
0.211609, 308.88
0.212637, 306.86
0.214694, 306.87
0.214899, 304.84
0.215928, 300.79
0.216544, 298.76
0.216956, 300.79
0.218395, 308.92
0.219012, 310.95
0.221069, 310.96
0.223125, 310.97
0.223331, 308.94
0.223948, 306.92
0.225593, 308.95
0.226415, 310.99
0.228061, 308.97
0.228472, 306.94
0.229706, 304.92
0.230528, 302.9
0.232585, 302.91
0.232996, 304.94
0.23423, 306.97
0.236286, 304.95
0.236492, 302.93
0.237109, 298.87
0.238137, 294.82
0.239988, 296.86
0.241222, 300.92
0.241633, 302.95
