# Seo 2005 Figure 15
# Temperature: 693 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
0,4.54747e-13
0.000816,130.42
0.002285,272.11
0.003264,379.98
0.005223,549.04
0.006855,661.75
0.008334,747.94
0.008745,768.22
0.009157,788.51
0.009568,806.77
0.009979,827.06
0.01039,847.34
0.011007,865.6
0.011624,885.89
0.012447,904.15
0.013269,922.41
0.014092,940.67
0.015326,956.91
0.017177,967.06
0.018616,971.13
0.019028,969.1
0.020878,961
0.022318,946.8
0.023346,928.55
0.024169,910.3
0.024991,892.05
0.02602,873.8
0.026842,855.55
0.027665,837.29
0.028487,819.04
0.029721,804.85
0.031572,812.97
0.0326,829.21
0.033628,847.47
0.034451,865.73
0.035479,883.99
0.036713,898.2
0.036919,900.23
0.037741,902.26
0.039798,898.21
0.041443,888.08
0.043294,877.95
0.044939,867.81
0.045556,865.79
0.04679,863.77
0.047201,865.8
0.048846,875.95
0.05008,892.18
0.051314,908.42
0.052548,924.65
0.053782,936.83
0.055632,942.93
0.056661,946.99
0.0581,934.82
0.059745,920.63
0.060362,918.61
0.061391,916.59
0.063447,916.6
0.063653,914.57
0.065709,914.58
0.065915,912.55
0.067766,918.65
0.069616,926.77
0.07085,932.86
0.072907,932.88
0.073729,930.85
0.075374,928.83
0.076403,924.78
0.078048,926.82
0.080104,928.86
0.081544,936.98
0.083395,941.05
0.083806,943.08
0.085657,932.94
0.087507,928.9
0.089358,916.74
0.091415,916.75
0.092854,924.87
0.094911,924.88
0.095733,922.86
0.09779,920.84
0.099846,920.85
0.100463,918.82
0.10252,918.84
0.102725,916.81
0.104782,916.82
0.105193,914.79
0.107044,922.92
0.107661,924.95
0.109512,922.93
0.109923,924.96
0.110951,926.99
0.112802,920.92
0.113624,918.89
0.114447,920.93
0.115475,922.96
0.115887,920.94
0.117532,927.03
0.119383,933.13
0.119588,935.15
0.121028,933.13
0.122056,935.17
0.123701,925.03
0.124318,923.01
0.126169,929.1
0.127403,933.17
0.128225,935.2
0.129048,937.23
0.130899,945.36
0.131927,951.45
0.133983,949.43
0.134806,945.38
0.13604,947.41
0.138096,945.4
0.139124,945.4
0.140975,953.53
0.141181,955.56
0.142415,953.53
0.144266,959.63
0.145705,963.69
0.146116,961.67
0.147967,955.59
0.148995,951.54
0.150846,957.64
0.152903,961.7
0.154754,965.77
0.156193,963.75
0.15825,961.73
0.159689,957.68
0.160923,959.72
0.162774,953.64
0.163185,953.65
0.164008,955.68
0.164625,957.71
0.165036,955.68
0.167092,955.69
0.168943,963.82
0.169149,965.85
0.170794,957.74
0.171,955.72
0.17285,961.81
0.17429,969.93
0.176141,976.03
0.176552,978.06
0.178403,971.98
0.178814,971.99
0.180665,980.11
0.181282,984.17
0.183133,976.07
0.184161,974.04
0.186012,982.17
0.186423,984.2
0.187657,982.18
0.189302,988.27
0.190947,980.16
0.192181,976.11
0.194032,982.21
0.194649,984.24
0.196705,984.25
0.197117,982.23
0.199173,984.27
0.200407,990.36
0.202052,980.22
0.203286,976.17
0.204931,984.3
0.205754,990.39
0.207604,986.34
0.208427,982.29
0.210278,986.35
0.211717,1000.56
0.211923,1000.56
0.212334,998.54
0.213774,984.34
0.213979,982.32
0.214391,980.29
0.216036,990.44
0.217475,1004.65
0.217887,1006.68
0.219326,994.52
0.220149,984.38
0.220766,982.35
0.222411,992.5
0.223439,1004.68
0.224056,1006.71
0.225496,992.52
0.225907,988.47
0.226524,986.44
0.226935,988.47
0.227552,990.5
0.229197,1000.65
0.229814,1002.69
0.230637,998.63
0.232282,986.47
0.232488,986.47
0.234133,994.6
0.235778,1008.8
0.235983,1010.83
0.236806,1008.81
0.238451,998.68
0.238863,996.65
0.240508,1000.72
0.24133,1004.78
0.242975,1002.76
0.245032,1000.74
0.245443,1000.74
0.246471,998.72
0.246677,1000.75
0.247294,1002.78
0.247911,1004.81
0.248322,1006.84
0.248939,1008.87
0.249556,1006.85
0.250584,1004.83
0.251407,1000.77
0.252024,998.75
0.252435,996.72
0.253052,998.75
0.253669,1000.79
0.25408,1002.82
0.25552,1000.8
0.257165,998.78
0.258604,992.7
0.259633,986.62
0.261689,984.6
0.261895,982.57
0.263334,968.38
0.263951,962.3
