# Seo 2005 Figure 15
# Temperature: 493 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
0,4.54747e-13
0.000816,130.42
0.002122,270.49
0.003101,379.98
0.004897,549.04
0.006529,689.12
0.007508,782.51
0.009362,869.65
0.009774,889.94
0.010185,910.23
0.010596,928.48
0.011007,948.77
0.011213,969.06
0.011624,989.34
0.012036,1009.63
0.012447,1029.92
0.012858,1048.18
0.013475,1068.47
0.013886,1088.75
0.014503,1107.01
0.015326,1127.3
0.016149,1143.53
0.017588,1159.77
0.019028,1173.98
0.020673,1184.13
0.021084,1186.16
0.02314,1184.14
0.02458,1169.95
0.025608,1151.7
0.026636,1133.45
0.02787,1119.26
0.029104,1103.03
0.030132,1084.78
0.031161,1068.56
0.0326,1052.34
0.034245,1040.18
0.035274,1040.18
0.036919,1052.36
0.038564,1064.54
0.039592,1082.81
0.04062,1099.04
0.04206,1113.25
0.043294,1129.48
0.043705,1133.54
0.045761,1133.55
0.045967,1131.52
0.047612,1123.42
0.048846,1105.17
0.05008,1088.95
0.051314,1074.75
0.052136,1072.73
0.053165,1070.71
0.055016,1068.69
0.057072,1068.7
0.058717,1080.88
0.060362,1091.03
0.062213,1101.18
0.063858,1111.33
0.064064,1111.34
0.065709,1109.32
0.06756,1107.3
0.069411,1105.28
0.071467,1105.29
0.072701,1111.38
0.074346,1101.25
0.076197,1107.34
0.077637,1119.52
0.078253,1121.55
0.079487,1119.53
0.081338,1123.6
0.082572,1141.86
0.0836,1149.98
0.085245,1139.85
0.085657,1137.82
0.087713,1137.83
0.087919,1135.81
0.08977,1141.9
0.090798,1145.96
0.09162,1139.88
0.093677,1141.92
0.095528,1152.07
0.097378,1156.14
0.099024,1170.35
0.099229,1172.38
0.101286,1172.39
0.101491,1170.36
0.103342,1168.34
0.105193,1166.33
0.106838,1164.31
0.108689,1166.34
0.110128,1180.55
0.11054,1184.61
0.112596,1182.59
0.114036,1180.57
0.115887,1184.64
0.116915,1192.76
0.11856,1180.6
0.118766,1180.6
0.120616,1174.52
0.121439,1166.41
0.122879,1170.48
0.124112,1168.46
0.126169,1166.44
0.12802,1164.42
0.129665,1162.4
0.131516,1166.47
0.132133,1168.5
0.133983,1158.37
0.134189,1158.37
0.135012,1156.34
0.136862,1154.32
0.138919,1154.34
0.140564,1166.52
0.14077,1166.52
0.142209,1170.58
0.142826,1172.61
0.143237,1170.59
0.145088,1168.57
0.147145,1170.61
0.147762,1174.67
0.149612,1164.54
0.150435,1162.51
0.152491,1166.58
0.154548,1166.59
0.154959,1164.56
0.15681,1172.69
0.158044,1178.78
0.158866,1176.76
0.160512,1174.74
0.162362,1176.78
0.164008,1190.98
0.164625,1193.02
0.166064,1190.99
0.167915,1188.98
0.169766,1186.96
0.171411,1197.11
0.17285,1207.26
0.174496,1193.07
0.174701,1191.04
0.176552,1199.16
0.176758,1201.19
0.178608,1193.09
0.179225,1191.07
0.181282,1193.1
0.181693,1195.14
0.18375,1195.15
0.183955,1193.12
0.186012,1193.13
0.18704,1197.19
0.188891,1189.09
0.189508,1187.06
0.191153,1197.21
0.192798,1187.08
0.193415,1187.08
0.19506,1199.26
0.195883,1203.33
0.197322,1207.39
0.199173,1199.29
0.19979,1197.26
0.201229,1195.24
0.202875,1193.22
0.204725,1201.34
0.206576,1209.47
0.206782,1211.5
0.208633,1209.48
0.210483,1213.55
0.212129,1225.73
0.212334,1227.76
0.213363,1225.73
0.214391,1223.71
0.216242,1229.81
0.217475,1241.98
0.219532,1241.99
0.220149,1239.97
0.221177,1237.95
0.222822,1235.93
0.224879,1237.97
0.225701,1240
0.227346,1237.98
0.229197,1229.87
0.229403,1229.88
0.230842,1242.05
0.231048,1244.08
0.232693,1240.04
0.234133,1244.1
0.235572,1229.91
0.237012,1236
0.238657,1225.87
0.239274,1223.84
0.241125,1231.97
0.241742,1234
0.243798,1231.98
0.244209,1231.98
0.245443,1229.96
0.246677,1227.94
0.248322,1225.92
0.249967,1223.9
0.252024,1223.91
0.253669,1236.09
0.254286,1240.15
0.255931,1234.08
0.256548,1232.05
0.257371,1234.08
0.258193,1236.12
0.259016,1238.15
0.259838,1240.18
0.261689,1242.22
0.262306,1244.25
0.262512,1242.22
0.263951,1230.06
0.264363,1228.03
0.265596,1230.07
0.266008,1232.1
0.266625,1234.13
0.26683,1232.11
0.267653,1234.14
0.269092,1244.29
0.269915,1246.32
0.270738,1248.35
0.272383,1242.28
0.274234,1248.37
0.274645,1250.4
0.275467,1248.38
0.277113,1236.22
0.277318,1234.19
0.278141,1232.17
0.278963,1234.2
0.280403,1246.38
0.281225,1250.44
0.282871,1248.42
0.283693,1246.4
0.285544,1244.38
0.287189,1242.36
0.288834,1240.34
0.290274,1238.32
0.291919,1236.3
0.293564,1234.28
