# Seo 2005 Figure 17
# Temperature: 298 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 1393.62
0.00144, 1412.56
0.002881, 1422.03
0.004527, 1407.82
0.005761, 1395.99
0.006584, 1393.62
0.00679, 1395.99
0.008025, 1379.42
0.008767, 1360.33
0.010727, 1345.3
0.011544, 1328.39
0.013177, 1328.39
0.014609, 1339.17
0.015432, 1343.91
0.017078, 1353.38
0.018107, 1367.58
0.01893, 1365.21
0.02037, 1381.78
0.020987, 1384.15
0.022428, 1367.58
0.023868, 1358.11
0.024485, 1355.74
0.025103, 1358.11
0.026241, 1352.82
0.027711, 1330.27
0.029012, 1317.87
0.030041, 1306.03
0.030864, 1303.66
0.032716, 1296.56
0.033539, 1291.83
0.035185, 1306.03
0.035596, 1308.4
0.038065, 1336.81
0.039506, 1339.17
0.040329, 1341.54
0.041152, 1343.91
0.044042, 1354.7
0.046655, 1367.85
0.048353, 1374.68
0.049176, 1381.78
0.050822, 1374.68
0.052057, 1384.15
0.053497, 1381.78
0.055143, 1395.99
0.055349, 1398.36
0.056789, 1400.72
0.058435, 1412.56
0.059258, 1405.46
0.060699, 1412.56
0.062345, 1407.82
0.062756, 1410.19
0.064402, 1400.72
0.065431, 1391.25
0.06646, 1400.72
0.068106, 1393.62
0.069958, 1403.09
0.071604, 1412.56
0.072427, 1422.03
0.073661, 1417.29
0.075513, 1424.4
0.075719, 1424.4
0.07613, 1422.03
0.077571, 1419.66
0.079628, 1419.66
0.081069, 1431.5
0.082303, 1424.4
0.083949, 1431.5
0.084978, 1426.76
0.086624, 1438.6
0.08683, 1440.97
0.087859, 1436.23
0.089505, 1448.07
0.08971, 1448.07
0.090945, 1443.33
0.092179, 1448.07
0.094237, 1452.8
0.094649, 1455.17
0.096089, 1448.07
0.097735, 1464.64
0.098558, 1467.01
0.100204, 1476.48
0.10185, 1462.27
0.102056, 1459.91
0.103908, 1452.8
0.104731, 1440.97
0.105759, 1443.33
0.107406, 1431.5
0.107817, 1431.5
0.108229, 1433.87
0.11008, 1426.76
0.111109, 1429.13
0.112549, 1424.4
0.11399, 1438.6
0.114196, 1440.97
0.116253, 1440.97
0.116459, 1438.6
0.118516, 1438.6
0.119545, 1443.33
0.120368, 1436.23
0.121809, 1438.6
0.123249, 1433.87
0.124689, 1445.7
0.125718, 1443.33
0.127158, 1457.54
0.127981, 1467.01
0.128804, 1462.27
0.130656, 1457.54
0.131479, 1452.8
0.133125, 1459.91
0.133948, 1455.17
0.1358, 1459.91
0.137652, 1464.64
0.138475, 1474.11
0.140121, 1469.37
0.140944, 1474.11
0.14259, 1467.01
0.144442, 1471.74
0.144853, 1469.37
0.146499, 1467.01
0.148557, 1467.01
0.14938, 1471.74
0.150615, 1467.01
0.152261, 1478.84
0.153495, 1474.11
0.154318, 1476.48
0.15617, 1469.37
0.158022, 1464.64
0.158228, 1462.27
0.159874, 1474.11
0.160079, 1476.48
0.161725, 1467.01
0.163577, 1474.11
0.165429, 1481.21
0.166458, 1485.95
0.166869, 1483.58
0.167898, 1481.21
0.16975, 1485.95
0.171396, 1500.15
0.173248, 1504.88
0.174277, 1511.99
0.1751, 1509.62
0.176334, 1514.35
0.178186, 1519.09
0.179832, 1533.29
0.181272, 1547.49
0.181684, 1549.86
0.182507, 1545.13
0.183536, 1547.49
0.185388, 1540.39
0.186828, 1549.86
0.187857, 1538.03
0.189297, 1540.39
0.191355, 1535.66
0.193001, 1521.45
0.193206, 1521.45
0.193824, 1528.56
0.195058, 1523.82
0.196293, 1528.56
0.197116, 1523.82
0.198762, 1535.66
0.199173, 1538.03
0.200408, 1526.19
0.201848, 1528.56
0.2037, 1533.29
0.203906, 1535.66
0.20514, 1533.29
0.206375, 1535.66
0.207609, 1528.56
0.209461, 1533.29
0.211107, 1540.39
0.211725, 1542.76
0.21193, 1540.39
0.212548, 1538.03
0.213576, 1540.39
0.214194, 1535.66
0.215017, 1533.29
0.216251, 1542.76
0.217897, 1540.39
0.219955, 1538.03
0.220161, 1538.03
0.220778, 1535.66
0.221601, 1530.92
0.222218, 1528.56
0.223658, 1545.13
0.223864, 1545.13
0.224276, 1540.39
0.225922, 1547.49
0.226951, 1538.03
0.227568, 1535.66
0.228391, 1542.76
0.22942, 1538.03
0.230037, 1540.39
0.231066, 1549.86
0.232094, 1547.49
0.232506, 1549.86
0.234152, 1545.13
0.235798, 1554.6
0.23621, 1556.96
0.238267, 1559.33
0.238473, 1559.33
0.23909, 1556.96
0.239913, 1552.23
0.240325, 1549.86
0.241559, 1547.49
0.243205, 1549.86
0.243617, 1552.23
0.244234, 1549.86
0.244851, 1547.49
0.24588, 1554.6
0.246703, 1549.86
0.247321, 1547.49
0.247526, 1549.86
0.248144, 1554.6
0.248967, 1552.23
0.249378, 1549.86
0.24979, 1552.23
0.250201, 1554.6
0.251641, 1547.49
0.253082, 1549.86
0.254934, 1547.49
0.255551, 1542.76
0.255962, 1540.39
0.257814, 1530.92
0.25802, 1528.56
0.258431, 1526.19
