# Seo 2005 Figure 15
# Temperature: 298 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
0,4.54747e-13
0.000816,132.03
0.002122,273.71
0.003101,383.2
0.004897,547.43
0.006366,690.73
0.007508,784.12
0.008324,854.96
0.009157,914.28
0.009362,934.56
0.009774,954.85
0.009979,975.14
0.010185,995.42
0.010596,1015.71
0.010802,1033.97
0.011213,1054.25
0.011419,1074.54
0.01183,1094.83
0.012036,1115.11
0.012447,1135.4
0.012858,1155.69
0.013269,1173.95
0.013681,1194.23
0.013886,1214.52
0.014298,1234.81
0.014709,1255.09
0.015326,1273.35
0.015943,1293.64
0.016354,1313.93
0.016765,1332.19
0.017382,1352.48
0.017794,1372.76
0.018616,1391.02
0.01985,1407.26
0.02129,1421.47
0.021495,1421.47
0.02314,1409.3
0.02458,1395.11
0.025197,1393.09
0.025608,1395.12
0.026842,1378.9
0.027459,1360.64
0.028076,1350.51
0.029721,1342.4
0.030544,1328.2
0.031366,1326.18
0.031983,1324.16
0.032395,1326.19
0.033628,1340.39
0.034245,1344.45
0.035068,1342.43
0.036302,1358.66
0.036713,1366.78
0.037536,1364.76
0.03877,1378.96
0.039386,1383.02
0.040826,1368.83
0.042471,1358.7
0.043294,1356.67
0.044939,1350.6
0.045967,1332.34
0.047407,1320.18
0.047612,1318.15
0.048846,1303.96
0.049874,1301.94
0.05152,1293.83
0.052342,1291.81
0.053782,1306.02
0.055221,1316.17
0.056455,1334.43
0.056866,1336.46
0.058923,1340.53
0.060774,1348.65
0.062213,1362.86
0.062419,1364.89
0.063447,1362.87
0.065092,1368.96
0.066943,1373.03
0.068177,1381.15
0.069411,1375.07
0.071056,1385.22
0.07229,1381.17
0.073729,1395.38
0.074757,1399.44
0.076608,1407.56
0.077225,1411.62
0.078048,1405.54
0.079693,1413.67
0.080516,1409.61
0.082366,1407.59
0.083806,1391.37
0.084217,1391.38
0.085245,1399.5
0.086274,1393.42
0.088124,1401.54
0.088947,1405.6
0.090592,1415.75
0.091209,1421.84
0.092443,1417.79
0.094088,1421.86
0.095939,1419.84
0.097584,1417.82
0.099229,1427.97
0.099435,1430
0.10108,1423.92
0.10252,1432.04
0.103753,1425.97
0.105193,1438.14
0.106633,1434.09
0.107044,1436.13
0.108483,1448.3
0.109306,1444.25
0.110951,1448.32
0.113008,1450.36
0.113624,1454.42
0.114447,1448.34
0.116092,1460.52
0.116503,1464.58
0.118354,1472.7
0.118766,1476.76
0.120411,1464.6
0.121028,1458.51
0.122879,1450.41
0.123701,1440.27
0.124935,1444.34
0.125963,1432.17
0.127197,1434.21
0.128431,1426.1
0.130076,1430.16
0.13131,1424.08
0.132749,1438.29
0.132955,1440.32
0.135012,1440.33
0.135423,1438.31
0.137479,1440.35
0.137891,1442.38
0.139124,1434.27
0.140564,1438.33
0.141798,1434.28
0.143443,1446.46
0.14406,1446.47
0.144471,1444.44
0.145911,1456.62
0.146528,1466.77
0.147762,1460.69
0.148173,1462.72
0.150024,1454.61
0.150229,1452.59
0.15208,1458.68
0.152903,1454.63
0.154342,1458.69
0.156193,1462.76
0.157633,1472.91
0.158661,1468.86
0.159689,1472.92
0.160717,1466.84
0.161334,1464.82
0.162774,1470.91
0.164008,1468.89
0.165036,1466.86
0.166475,1464.84
0.167915,1470.94
0.169149,1464.86
0.170588,1477.04
0.172028,1472.99
0.173262,1477.05
0.174907,1468.95
0.175729,1470.98
0.177169,1460.84
0.178608,1475.05
0.17902,1477.08
0.180665,1464.92
0.180871,1464.92
0.182104,1475.07
0.182516,1473.04
0.184161,1483.19
0.184366,1485.22
0.185806,1483.2
0.187246,1481.18
0.188891,1491.33
0.189713,1499.45
0.191564,1503.52
0.193004,1511.64
0.194854,1515.71
0.196911,1517.75
0.198145,1531.95
0.199584,1546.16
0.200407,1548.19
0.201435,1544.14
0.202463,1548.21
0.203697,1540.1
0.205137,1550.25
0.206576,1538.08
0.207193,1536.06
0.208016,1540.12
0.209867,1538.1
0.211306,1523.91
0.211923,1521.89
0.212951,1530
0.213774,1523.92
0.214802,1527.99
0.21583,1523.93
0.216447,1521.91
0.217681,1536.12
0.218092,1538.15
0.219326,1525.98
0.220149,1528.01
0.220971,1530.05
0.222617,1536.14
0.22385,1532.09
0.224262,1534.12
0.225084,1536.16
0.225496,1534.13
0.226318,1528.05
0.227141,1530.08
0.227963,1534.14
0.228375,1532.12
0.228992,1534.15
0.23002,1542.27
0.230637,1540.24
0.231254,1538.22
0.231665,1536.19
0.232282,1540.25
0.232899,1536.2
0.23331,1534.17
0.234955,1542.29
0.235367,1544.32
0.236189,1542.3
0.237834,1540.28
0.238657,1538.26
0.240508,1530.15
0.240713,1530.15
0.242153,1544.36
0.242359,1544.36
0.24277,1542.34
0.243181,1540.31
0.244415,1546.4
0.24606,1536.27
0.247088,1542.36
0.247911,1540.33
0.249556,1548.46
0.249762,1550.49
0.251818,1550.5
0.252846,1546.45
0.253669,1548.48
0.254492,1554.57
0.255109,1556.6
0.256137,1558.64
0.256754,1560.67
0.257576,1558.64
0.258604,1552.56
0.259221,1550.54
0.260867,1548.52
0.261689,1550.55
0.2621,1552.58
0.262717,1550.56
0.263334,1548.53
0.264568,1554.62
0.265391,1550.57
0.267036,1556.67
0.267447,1554.64
0.267859,1552.61
0.269092,1554.65
0.269915,1550.6
0.270532,1546.54
0.270943,1548.57
0.271766,1552.63
0.272588,1550.61
0.273617,1548.59
0.274645,1540.48
0.275262,1542.51
0.276701,1530.35
0.277113,1526.29
