# Seo 2005 Figure 15
# Temperature: 693 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 940.67
0.001234, 956.91
0.003085, 967.06
0.004524, 971.13
0.004936, 969.1
0.006786, 961.0
0.008226, 946.8
0.009254, 928.55
0.010077, 910.3
0.010899, 892.05
0.011928, 873.8
0.01275, 855.55
0.013573, 837.29
0.014395, 819.04
0.015629, 804.85
0.01748, 812.97
0.018508, 829.21
0.019536, 847.47
0.020359, 865.73
0.021387, 883.99
0.022621, 898.2
0.022827, 900.23
0.023649, 902.26
0.025706, 898.21
0.027351, 888.08
0.029202, 877.95
0.030847, 867.81
0.031464, 865.79
0.032698, 863.77
0.033109, 865.8
0.034754, 875.95
0.035988, 892.18
0.037222, 908.42
0.038456, 924.65
0.03969, 936.83
0.04154, 942.93
0.042569, 946.99
0.044008, 934.82
0.045653, 920.63
0.04627, 918.61
0.047299, 916.59
0.049355, 916.6
0.049561, 914.57
0.051617, 914.58
0.051823, 912.55
0.053674, 918.65
0.055524, 926.77
0.056758, 932.86
0.058815, 932.88
0.059637, 930.85
0.061282, 928.83
0.062311, 924.78
0.063956, 926.82
0.066012, 928.86
0.067452, 936.98
0.069303, 941.05
0.069714, 943.08
0.071565, 932.94
0.073415, 928.9
0.075266, 916.74
0.077323, 916.75
0.078762, 924.87
0.080819, 924.88
0.081641, 922.86
0.083698, 920.84
0.085754, 920.85
0.086371, 918.82
0.088428, 918.84
0.088633, 916.81
0.09069, 916.82
0.091101, 914.79
0.092952, 922.92
0.093569, 924.95
0.09542, 922.93
0.095831, 924.96
0.096859, 926.99
0.09871, 920.92
0.099532, 918.89
0.100355, 920.93
0.101383, 922.96
0.101795, 920.94
0.10344, 927.03
0.105291, 933.13
0.105496, 935.15
0.106936, 933.13
0.107964, 935.17
0.109609, 925.03
0.110226, 923.01
0.112077, 929.1
0.113311, 933.17
0.114133, 935.2
0.114956, 937.23
0.116807, 945.36
0.117835, 951.45
0.119891, 949.43
0.120714, 945.38
0.121948, 947.41
0.124004, 945.4
0.125032, 945.4
0.126883, 953.53
0.127089, 955.56
0.128323, 953.53
0.130174, 959.63
0.131613, 963.69
0.132024, 961.67
0.133875, 955.59
0.134903, 951.54
0.136754, 957.64
0.138811, 961.7
0.140662, 965.77
0.142101, 963.75
0.144158, 961.73
0.145597, 957.68
0.146831, 959.72
0.148682, 953.64
0.149093, 953.65
0.149916, 955.68
0.150533, 957.71
0.150944, 955.68
0.153, 955.69
0.154851, 963.82
0.155057, 965.85
0.156702, 957.74
0.156908, 955.72
0.158758, 961.81
0.160198, 969.93
0.162049, 976.03
0.16246, 978.06
0.164311, 971.98
0.164722, 971.99
0.166573, 980.11
0.16719, 984.17
0.169041, 976.07
0.170069, 974.04
0.17192, 982.17
0.172331, 984.2
0.173565, 982.18
0.17521, 988.27
0.176855, 980.16
0.178089, 976.11
0.17994, 982.21
0.180557, 984.24
0.182613, 984.25
0.183025, 982.23
0.185081, 984.27
0.186315, 990.36
0.18796, 980.22
0.189194, 976.17
0.190839, 984.3
0.191662, 990.39
0.193512, 986.34
0.194335, 982.29
0.196186, 986.35
0.197625, 1000.56
0.197831, 1000.56
0.198242, 998.54
0.199682, 984.34
0.199887, 982.32
0.200299, 980.29
0.201944, 990.44
0.203383, 1004.65
0.203795, 1006.68
0.205234, 994.52
0.206057, 984.38
0.206674, 982.35
0.208319, 992.5
0.209347, 1004.68
0.209964, 1006.71
0.211404, 992.52
0.211815, 988.47
0.212432, 986.44
0.212843, 988.47
0.21346, 990.5
0.215105, 1000.65
0.215722, 1002.69
0.216545, 998.63
0.21819, 986.47
0.218396, 986.47
0.220041, 994.6
0.221686, 1008.8
0.221891, 1010.83
0.222714, 1008.81
0.224359, 998.68
0.224771, 996.65
0.226416, 1000.72
0.227238, 1004.78
0.228883, 1002.76
0.23094, 1000.74
0.231351, 1000.74
0.232379, 998.72
0.232585, 1000.75
0.233202, 1002.78
0.233819, 1004.81
0.23423, 1006.84
0.234847, 1008.87
0.235464, 1006.85
0.236492, 1004.83
0.237315, 1000.77
0.237932, 998.75
0.238343, 996.72
0.23896, 998.75
0.239577, 1000.79
0.239988, 1002.82
0.241428, 1000.8
0.243073, 998.78
0.244512, 992.7
0.245541, 986.62
0.247597, 984.6
