# Seo 2005 Figure 15
# Temperature: 893 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 770.26
0.001028, 786.49
0.002262, 802.73
0.003907, 814.91
0.004318, 816.94
0.006169, 808.83
0.007814, 796.67
0.009254, 782.48
0.010282, 766.26
0.01131, 748.01
0.012544, 731.79
0.013984, 715.57
0.015218, 701.37
0.016451, 685.15
0.018302, 679.08
0.020153, 687.2
0.021387, 703.43
0.022621, 719.67
0.023855, 737.93
0.025294, 750.11
0.025911, 754.17
0.027762, 752.15
0.029201, 739.99
0.030847, 729.86
0.031875, 723.78
0.033109, 721.75
0.035165, 721.76
0.035988, 719.74
0.037839, 727.86
0.039689, 738.02
0.041129, 744.11
0.04298, 748.18
0.044214, 754.27
0.046064, 746.16
0.04771, 736.03
0.049355, 723.87
0.04956, 723.87
0.051411, 721.85
0.052645, 723.89
0.054701, 727.95
0.05573, 732.02
0.057581, 738.11
0.05902, 744.21
0.060254, 742.18
0.06231, 742.19
0.063133, 740.17
0.065189, 740.18
0.065395, 738.15
0.067452, 738.17
0.068274, 736.14
0.070331, 736.15
0.070742, 734.13
0.071153, 736.16
0.071976, 738.19
0.073827, 744.29
0.075472, 756.46
0.075883, 756.47
0.077939, 756.48
0.079379, 760.54
0.08123, 754.47
0.082052, 752.44
0.084109, 752.45
0.085548, 754.49
0.086371, 752.47
0.088427, 756.53
0.089661, 748.43
0.090484, 746.4
0.091923, 752.5
0.093774, 756.56
0.095419, 752.52
0.09727, 754.55
0.098504, 752.53
0.10056, 752.54
0.101177, 750.52
0.103234, 748.5
0.103645, 750.53
0.104879, 754.59
0.106113, 752.57
0.107552, 754.61
0.108375, 752.58
0.110431, 754.62
0.111665, 756.66
0.113516, 764.78
0.113722, 764.78
0.115778, 764.8
0.117218, 762.77
0.119274, 762.79
0.119891, 760.76
0.121948, 760.77
0.12277, 758.75
0.124827, 758.76
0.126677, 762.83
0.127706, 766.89
0.129556, 772.98
0.13079, 781.1
0.132847, 777.06
0.134698, 768.95
0.135726, 764.9
0.136548, 766.94
0.137988, 771.0
0.140044, 771.01
0.14025, 773.04
0.141278, 775.07
0.143335, 777.11
0.144157, 779.15
0.146008, 771.04
0.147448, 764.97
0.149093, 773.09
0.149915, 775.12
0.151149, 777.16
0.151972, 779.19
0.153823, 785.28
0.155056, 789.35
0.157113, 783.27
0.157936, 783.28
0.158758, 789.37
0.160198, 787.35
0.161637, 789.38
0.163694, 789.39
0.165133, 797.52
0.166573, 793.47
0.168423, 795.51
0.170274, 789.43
0.171302, 787.41
0.173359, 789.45
0.17521, 797.57
0.176649, 801.63
0.177472, 799.61
0.179323, 791.51
0.180145, 787.45
0.181379, 785.43
0.183436, 785.44
0.184052, 783.42
0.186109, 783.43
0.187548, 785.47
0.189399, 789.53
0.190222, 791.57
0.190633, 789.54
0.19269, 789.55
0.193512, 787.53
0.195569, 787.54
0.197419, 797.69
0.198859, 805.81
0.200915, 805.82
0.202766, 811.92
0.204617, 807.87
0.205028, 805.84
0.206057, 803.82
0.206879, 805.85
0.20873, 813.98
0.210169, 820.07
0.211609, 818.05
0.212432, 820.08
0.21346, 822.12
0.215311, 818.07
0.215722, 816.04
0.216544, 814.02
0.218601, 814.03
0.219835, 820.12
0.220452, 822.15
0.22148, 816.07
0.222097, 812.02
0.222508, 809.99
0.224359, 814.06
0.224565, 814.06
0.225798, 824.21
0.227444, 814.08
0.228266, 805.97
0.229089, 803.94
0.229911, 805.98
0.231351, 812.07
0.231968, 814.1
0.232996, 812.08
0.234436, 810.06
0.235464, 803.98
0.236903, 808.04
0.237932, 812.11
0.238549, 814.14
0.239782, 812.12
0.240399, 810.09
0.241016, 808.07
0.241428, 806.04
0.243484, 806.05
0.24369, 808.08
0.244718, 814.17
0.245335, 816.2
0.247186, 810.13
0.247803, 806.07
0.248625, 802.02
0.249242, 800.0
0.25027, 802.03
0.250887, 806.09
0.251915, 814.21
0.253972, 814.22
0.254178, 812.19
0.255206, 806.11
0.256234, 804.09
0.256851, 806.12
0.257674, 808.16
0.25829, 812.22
0.259113, 814.25
0.259936, 812.22
0.260758, 808.17
0.261786, 802.09
0.262403, 800.07
0.263226, 798.04
0.26446, 800.08
0.265077, 802.11
0.265899, 806.17
0.267956, 804.15
0.268161, 802.13
0.268573, 800.1
