# Seo 2005 Figure 17
# Temperature: 298 K
# Strain rate: 700 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
6.93889e-18,-2.27374e-13
0.000163,41.34
0.00049,75.16
0.000726,96.35
0.000931,120.02
0.001137,143.7
0.001549,167.37
0.001754,191.04
0.00196,214.71
0.002166,238.39
0.002577,259.69
0.002783,283.37
0.002989,307.04
0.003195,330.71
0.003606,354.38
0.003812,378.06
0.004018,401.73
0.004223,425.4
0.004635,449.07
0.004841,472.75
0.005046,496.42
0.005252,520.09
0.005664,543.77
0.005869,565.07
0.006075,588.74
0.006281,612.42
0.006692,636.09
0.006898,659.76
0.007104,683.44
0.00731,707.11
0.007721,730.78
0.007927,754.45
0.008339,778.13
0.008544,801.8
0.009779,860.98
0.01019,884.66
0.010602,908.33
0.011013,929.63
0.011425,953.31
0.011836,976.98
0.012248,1000.65
0.012659,1024.32
0.013071,1045.63
0.013277,1069.3
0.013688,1092.98
0.014305,1116.65
0.014923,1137.95
0.01554,1161.63
0.016157,1182.93
0.016775,1206.61
0.017392,1230.28
0.018009,1251.58
0.018832,1272.89
0.019655,1294.2
0.021301,1308.4
0.022947,1320.24
0.023153,1320.24
0.024593,1310.77
0.026034,1303.66
0.027268,1320.24
0.027926,1341.54
0.028743,1365.97
0.029886,1352.82
0.031519,1350.94
0.032009,1334.03
0.033441,1320.24
0.035087,1306.03
0.036733,1320.24
0.038173,1334.44
0.039408,1353.38
0.039614,1355.74
0.04126,1343.91
0.042083,1334.44
0.043317,1332.07
0.04491,1330.27
0.046543,1332.15
0.047844,1336.81
0.049284,1348.64
0.04949,1351.01
0.050725,1348.64
0.052576,1346.28
0.054428,1343.91
0.055852,1343.42
0.056342,1354.7
0.057485,1369.73
0.059281,1364.09
0.061012,1360.48
0.062247,1355.74
0.063687,1353.38
0.064922,1360.48
0.066568,1362.85
0.067185,1355.74
0.067597,1353.38
0.06842,1351.01
0.06986,1348.64
0.070066,1351.01
0.070477,1348.64
0.072123,1346.28
0.073564,1341.54
0.074387,1336.81
0.07521,1341.54
0.077062,1332.07
0.077473,1329.7
0.079325,1334.44
0.079942,1336.81
0.080765,1334.44
0.082617,1341.54
0.083234,1343.91
0.08488,1329.7
0.086115,1327.34
0.087555,1341.54
0.089201,1355.74
0.089407,1355.74
0.09023,1351.01
0.091876,1362.85
0.092493,1365.21
0.093728,1369.95
0.094139,1367.58
0.095374,1360.48
0.096197,1365.21
0.09702,1358.11
0.098255,1351.01
0.099078,1355.74
0.099283,1353.38
0.100724,1360.48
0.101135,1358.11
0.102987,1355.74
0.104633,1365.21
0.105045,1369.95
0.107102,1374.68
0.108954,1381.78
0.109365,1388.89
0.109983,1386.52
0.111011,1393.62
0.112246,1374.68
0.112863,1367.58
0.114715,1374.68
0.116155,1386.52
0.117801,1374.68
0.118007,1372.32
0.11883,1374.68
0.119242,1369.95
0.121094,1379.42
0.121917,1374.68
0.123151,1369.95
0.123974,1372.32
0.124797,1369.95
0.12562,1374.68
0.126238,1377.05
0.126855,1379.42
0.128089,1388.89
0.129735,1379.42
0.130147,1377.05
0.131176,1386.52
0.131587,1384.15
0.13241,1391.25
0.132616,1388.89
0.134056,1386.52
0.135908,1384.15
0.136731,1391.25
0.13776,1384.15
0.1392,1395.99
0.139612,1398.36
0.140023,1393.62
0.141258,1384.15
0.141669,1379.42
0.142492,1386.52
0.143315,1379.42
0.143727,1374.68
0.144961,1367.58
