# Seo 2005 Figure 15
# Temperature: 298 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 1391.02
0.001234, 1407.26
0.002674, 1421.47
0.002879, 1421.47
0.004524, 1409.3
0.005964, 1395.11
0.006581, 1393.09
0.006992, 1395.12
0.008226, 1378.9
0.008843, 1360.64
0.00946, 1350.51
0.011105, 1342.4
0.011928, 1328.2
0.01275, 1326.18
0.013367, 1324.16
0.013779, 1326.19
0.015012, 1340.39
0.015629, 1344.45
0.016452, 1342.43
0.017686, 1358.66
0.018097, 1366.78
0.01892, 1364.76
0.020154, 1378.96
0.02077, 1383.02
0.02221, 1368.83
0.023855, 1358.7
0.024678, 1356.67
0.026323, 1350.6
0.027351, 1332.34
0.028791, 1320.18
0.028996, 1318.15
0.03023, 1303.96
0.031258, 1301.94
0.032904, 1293.83
0.033726, 1291.81
0.035166, 1306.02
0.036605, 1316.17
0.037839, 1334.43
0.03825, 1336.46
0.040307, 1340.53
0.042158, 1348.65
0.043597, 1362.86
0.043803, 1364.89
0.044831, 1362.87
0.046476, 1368.96
0.048327, 1373.03
0.049561, 1381.15
0.050795, 1375.07
0.05244, 1385.22
0.053674, 1381.17
0.055113, 1395.38
0.056141, 1399.44
0.057992, 1407.56
0.058609, 1411.62
0.059432, 1405.54
0.061077, 1413.67
0.0619, 1409.61
0.06375, 1407.59
0.06519, 1391.37
0.065601, 1391.38
0.066629, 1399.5
0.067658, 1393.42
0.069508, 1401.54
0.070331, 1405.6
0.071976, 1415.75
0.072593, 1421.84
0.073827, 1417.79
0.075472, 1421.86
0.077323, 1419.84
0.078968, 1417.82
0.080613, 1427.97
0.080819, 1430.0
0.082464, 1423.92
0.083904, 1432.04
0.085137, 1425.97
0.086577, 1438.14
0.088017, 1434.09
0.088428, 1436.13
0.089867, 1448.3
0.09069, 1444.25
0.092335, 1448.32
0.094392, 1450.36
0.095008, 1454.42
0.095831, 1448.34
0.097476, 1460.52
0.097887, 1464.58
0.099738, 1472.7
0.10015, 1476.76
0.101795, 1464.6
0.102412, 1458.51
0.104263, 1450.41
0.105085, 1440.27
0.106319, 1444.34
0.107347, 1432.17
0.108581, 1434.21
0.109815, 1426.1
0.11146, 1430.16
0.112694, 1424.08
0.114133, 1438.29
0.114339, 1440.32
0.116396, 1440.33
0.116807, 1438.31
0.118863, 1440.35
0.119275, 1442.38
0.120508, 1434.27
0.121948, 1438.33
0.123182, 1434.28
0.124827, 1446.46
0.125444, 1446.47
0.125855, 1444.44
0.127295, 1456.62
0.127912, 1466.77
0.129146, 1460.69
0.129557, 1462.72
0.131408, 1454.61
0.131613, 1452.59
0.133464, 1458.68
0.134287, 1454.63
0.135726, 1458.69
0.137577, 1462.76
0.139017, 1472.91
0.140045, 1468.86
0.141073, 1472.92
0.142101, 1466.84
0.142718, 1464.82
0.144158, 1470.91
0.145392, 1468.89
0.14642, 1466.86
0.147859, 1464.84
0.149299, 1470.94
0.150533, 1464.86
0.151972, 1477.04
0.153412, 1472.99
0.154646, 1477.05
0.156291, 1468.95
0.157113, 1470.98
0.158553, 1460.84
0.159992, 1475.05
0.160404, 1477.08
0.162049, 1464.92
0.162255, 1464.92
0.163488, 1475.07
0.1639, 1473.04
0.165545, 1483.19
0.16575, 1485.22
0.16719, 1483.2
0.16863, 1481.18
0.170275, 1491.33
0.171097, 1499.45
0.172948, 1503.52
0.174388, 1511.64
0.176238, 1515.71
0.178295, 1517.75
0.179529, 1531.95
0.180968, 1546.16
0.181791, 1548.19
0.182819, 1544.14
0.183847, 1548.21
0.185081, 1540.1
0.186521, 1550.25
0.18796, 1538.08
0.188577, 1536.06
0.1894, 1540.12
0.191251, 1538.1
0.19269, 1523.91
0.193307, 1521.89
0.194335, 1530.0
0.195158, 1523.92
0.196186, 1527.99
0.197214, 1523.93
0.197831, 1521.91
0.199065, 1536.12
0.199476, 1538.15
0.20071, 1525.98
0.201533, 1528.01
0.202355, 1530.05
0.204001, 1536.14
0.205234, 1532.09
0.205646, 1534.12
0.206468, 1536.16
0.20688, 1534.13
0.207702, 1528.05
0.208525, 1530.08
0.209347, 1534.14
0.209759, 1532.12
0.210376, 1534.15
0.211404, 1542.27
0.212021, 1540.24
0.212638, 1538.22
0.213049, 1536.19
0.213666, 1540.25
0.214283, 1536.2
0.214694, 1534.17
0.216339, 1542.29
0.216751, 1544.32
0.217573, 1542.3
0.219218, 1540.28
0.220041, 1538.26
0.221892, 1530.15
0.222097, 1530.15
0.223537, 1544.36
0.223743, 1544.36
0.224154, 1542.34
0.224565, 1540.31
0.225799, 1546.4
0.227444, 1536.27
0.228472, 1542.36
0.229295, 1540.33
0.23094, 1548.46
0.231146, 1550.49
0.233202, 1550.5
0.23423, 1546.45
0.235053, 1548.48
0.235876, 1554.57
0.236493, 1556.6
0.237521, 1558.64
0.238138, 1560.67
0.23896, 1558.64
0.239988, 1552.56
0.240605, 1550.54
0.242251, 1548.52
0.243073, 1550.55
0.243484, 1552.58
0.244101, 1550.56
0.244718, 1548.53
0.245952, 1554.62
0.246775, 1550.57
0.24842, 1556.67
0.248831, 1554.64
0.249243, 1552.61
0.250476, 1554.65
0.251299, 1550.6
0.251916, 1546.54
0.252327, 1548.57
0.25315, 1552.63
0.253972, 1550.61
0.255001, 1548.59
0.256029, 1540.48
0.256646, 1542.51
0.258085, 1530.35
0.258497, 1526.29
