# Seo 2005 Figure 15
# Temperature: 493 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
Plastic strain, stress (MPa)
0.0, 1143.53
0.001439, 1159.77
0.002879, 1173.98
0.004524, 1184.13
0.004935, 1186.16
0.006991, 1184.14
0.008431, 1169.95
0.009459, 1151.7
0.010487, 1133.45
0.011721, 1119.26
0.012955, 1103.03
0.013983, 1084.78
0.015012, 1068.56
0.016451, 1052.34
0.018096, 1040.18
0.019125, 1040.18
0.02077, 1052.36
0.022415, 1064.54
0.023443, 1082.81
0.024471, 1099.04
0.025911, 1113.25
0.027145, 1129.48
0.027556, 1133.54
0.029612, 1133.55
0.029818, 1131.52
0.031463, 1123.42
0.032697, 1105.17
0.033931, 1088.95
0.035165, 1074.75
0.035987, 1072.73
0.037016, 1070.71
0.038867, 1068.69
0.040923, 1068.7
0.042568, 1080.88
0.044213, 1091.03
0.046064, 1101.18
0.047709, 1111.33
0.047915, 1111.34
0.04956, 1109.32
0.051411, 1107.3
0.053262, 1105.28
0.055318, 1105.29
0.056552, 1111.38
0.058197, 1101.25
0.060048, 1107.34
0.061488, 1119.52
0.062104, 1121.55
0.063338, 1119.53
0.065189, 1123.6
0.066423, 1141.86
0.067451, 1149.98
0.069096, 1139.85
0.069508, 1137.82
0.071564, 1137.83
0.07177, 1135.81
0.073621, 1141.9
0.074649, 1145.96
0.075471, 1139.88
0.077528, 1141.92
0.079379, 1152.07
0.081229, 1156.14
0.082875, 1170.35
0.08308, 1172.38
0.085137, 1172.39
0.085342, 1170.36
0.087193, 1168.34
0.089044, 1166.33
0.090689, 1164.31
0.09254, 1166.34
0.093979, 1180.55
0.094391, 1184.61
0.096447, 1182.59
0.097887, 1180.57
0.099738, 1184.64
0.100766, 1192.76
0.102411, 1180.6
0.102617, 1180.6
0.104467, 1174.52
0.10529, 1166.41
0.10673, 1170.48
0.107963, 1168.46
0.11002, 1166.44
0.111871, 1164.42
0.113516, 1162.4
0.115367, 1166.47
0.115984, 1168.5
0.117834, 1158.37
0.11804, 1158.37
0.118863, 1156.34
0.120713, 1154.32
0.12277, 1154.34
0.124415, 1166.52
0.124621, 1166.52
0.12606, 1170.58
0.126677, 1172.61
0.127088, 1170.59
0.128939, 1168.57
0.130996, 1170.61
0.131613, 1174.67
0.133463, 1164.54
0.134286, 1162.51
0.136342, 1166.58
0.138399, 1166.59
0.13881, 1164.56
0.140661, 1172.69
0.141895, 1178.78
0.142717, 1176.76
0.144363, 1174.74
0.146213, 1176.78
0.147859, 1190.98
0.148476, 1193.02
0.149915, 1190.99
0.151766, 1188.98
0.153617, 1186.96
0.155262, 1197.11
0.156701, 1207.26
0.158347, 1193.07
0.158552, 1191.04
0.160403, 1199.16
0.160609, 1201.19
0.162459, 1193.09
0.163076, 1191.07
0.165133, 1193.1
0.165544, 1195.14
0.167601, 1195.15
0.167806, 1193.12
0.169863, 1193.13
0.170891, 1197.19
0.172742, 1189.09
0.173359, 1187.06
0.175004, 1197.21
0.176649, 1187.08
0.177266, 1187.08
0.178911, 1199.26
0.179734, 1203.33
0.181173, 1207.39
0.183024, 1199.29
0.183641, 1197.26
0.18508, 1195.24
0.186726, 1193.22
0.188576, 1201.34
0.190427, 1209.47
0.190633, 1211.5
0.192484, 1209.48
0.194334, 1213.55
0.19598, 1225.73
0.196185, 1227.76
0.197214, 1225.73
0.198242, 1223.71
0.200093, 1229.81
0.201326, 1241.98
0.203383, 1241.99
0.204, 1239.97
0.205028, 1237.95
0.206673, 1235.93
0.20873, 1237.97
0.209552, 1240.0
0.211197, 1237.98
0.213048, 1229.87
0.213254, 1229.88
0.214693, 1242.05
0.214899, 1244.08
0.216544, 1240.04
0.217984, 1244.1
0.219423, 1229.91
0.220863, 1236.0
0.222508, 1225.87
0.223125, 1223.84
0.224976, 1231.97
0.225593, 1234.0
0.227649, 1231.98
0.22806, 1231.98
0.229294, 1229.96
0.230528, 1227.94
0.232173, 1225.92
0.233818, 1223.9
0.235875, 1223.91
0.23752, 1236.09
0.238137, 1240.15
0.239782, 1234.08
0.240399, 1232.05
0.241222, 1234.08
0.242044, 1236.12
0.242867, 1238.15
0.243689, 1240.18
0.24554, 1242.22
0.246157, 1244.25
0.246363, 1242.22
0.247802, 1230.06
0.248214, 1228.03
0.249447, 1230.07
0.249859, 1232.1
0.250476, 1234.13
0.250681, 1232.11
0.251504, 1234.14
0.252943, 1244.29
0.253766, 1246.32
0.254589, 1248.35
0.256234, 1242.28
0.258085, 1248.37
0.258496, 1250.4
0.259318, 1248.38
0.260964, 1236.22
0.261169, 1234.19
0.261992, 1232.17
0.262814, 1234.2
0.264254, 1246.38
0.265076, 1250.44
0.266722, 1248.42
0.267544, 1246.4
0.269395, 1244.38
0.27104, 1242.36
0.272685, 1240.34
0.274125, 1238.32
0.27577, 1236.3
0.277415, 1234.28
