# Seo 2005 Figure 17
# Temperature: 298 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
6.93889e-18,-2.27374e-13
0.000653,103.34
0.001306,155.95
0.00245,251.77
0.00294,328.81
0.003919,426.51
0.004736,486.64
0.005389,556.16
0.006042,646.35
0.007022,719.62
0.007839,813.57
0.008002,839.87
0.008492,871.82
0.008982,905.64
0.009573,934.37
0.009985,958.04
0.01019,981.71
0.010602,1005.39
0.010808,1026.69
0.011219,1050.37
0.011631,1074.04
0.011836,1097.71
0.012248,1121.38
0.012659,1145.06
0.013277,1166.36
0.013688,1190.03
0.0141,1213.71
0.014511,1237.38
0.014923,1258.69
0.01554,1282.36
0.016157,1303.66
0.016775,1327.34
0.017392,1351.01
0.018009,1372.32
0.018832,1393.62
0.020272,1412.56
0.021713,1422.03
0.023359,1407.82
0.024593,1395.99
0.025416,1393.62
0.025622,1395.99
0.026857,1379.42
0.027599,1360.33
0.029559,1345.3
0.030376,1328.39
0.032009,1328.39
0.033441,1339.17
0.034264,1343.91
0.03591,1353.38
0.036939,1367.58
0.037762,1365.21
0.039202,1381.78
0.039819,1384.15
0.04126,1367.58
0.0427,1358.11
0.043317,1355.74
0.043935,1358.11
0.045073,1352.82
0.046543,1330.27
0.047844,1317.87
0.048873,1306.03
0.049696,1303.66
0.051548,1296.56
0.052371,1291.83
0.054017,1306.03
0.054428,1308.4
0.056897,1336.81
0.058338,1339.17
0.059161,1341.54
0.059984,1343.91
0.062874,1354.7
0.065487,1367.85
0.067185,1374.68
0.068008,1381.78
0.069654,1374.68
0.070889,1384.15
0.072329,1381.78
0.073975,1395.99
0.074181,1398.36
0.075621,1400.72
0.077267,1412.56
0.07809,1405.46
0.079531,1412.56
0.081177,1407.82
0.081588,1410.19
0.083234,1400.72
0.084263,1391.25
0.085292,1400.72
0.086938,1393.62
0.08879,1403.09
0.090436,1412.56
0.091259,1422.03
0.092493,1417.29
0.094345,1424.4
0.094551,1424.4
0.094962,1422.03
0.096403,1419.66
0.09846,1419.66
0.099901,1431.5
0.101135,1424.4
0.102781,1431.5
0.10381,1426.76
0.105456,1438.6
0.105662,1440.97
0.106691,1436.23
0.108337,1448.07
0.108542,1448.07
0.109777,1443.33
0.111011,1448.07
0.113069,1452.8
0.113481,1455.17
0.114921,1448.07
0.116567,1464.64
0.11739,1467.01
0.119036,1476.48
0.120682,1462.27
0.120888,1459.91
0.12274,1452.8
0.123563,1440.97
0.124591,1443.33
0.126238,1431.5
0.126649,1431.5
0.127061,1433.87
0.128912,1426.76
0.129941,1429.13
0.131381,1424.4
0.132822,1438.6
0.133028,1440.97
0.135085,1440.97
0.135291,1438.6
0.137348,1438.6
0.138377,1443.33
0.1392,1436.23
0.140641,1438.6
0.142081,1433.87
0.143521,1445.7
0.14455,1443.33
0.14599,1457.54
0.146813,1467.01
0.147636,1462.27
0.149488,1457.54
0.150311,1452.8
0.151957,1459.91
0.15278,1455.17
0.154632,1459.91
0.156484,1464.64
0.157307,1474.11
0.158953,1469.37
0.159776,1474.11
0.161422,1467.01
0.163274,1471.74
0.163685,1469.37
0.165331,1467.01
0.167389,1467.01
0.168212,1471.74
0.169447,1467.01
0.171093,1478.84
0.172327,1474.11
0.17315,1476.48
0.175002,1469.37
0.176854,1464.64
0.17706,1462.27
0.178706,1474.11
0.178911,1476.48
0.180557,1467.01
0.182409,1474.11
0.184261,1481.21
0.18529,1485.95
0.185701,1483.58
0.18673,1481.21
0.188582,1485.95
0.190228,1500.15
0.19208,1504.88
0.193109,1511.99
0.193932,1509.62
0.195166,1514.35
0.197018,1519.09
0.198664,1533.29
0.200104,1547.49
0.200516,1549.86
0.201339,1545.13
0.202368,1547.49
0.20422,1540.39
0.20566,1549.86
0.206689,1538.03
0.208129,1540.39
0.210187,1535.66
0.211833,1521.45
0.212038,1521.45
0.212656,1528.56
0.21389,1523.82
0.215125,1528.56
0.215948,1523.82
0.217594,1535.66
0.218005,1538.03
0.21924,1526.19
0.22068,1528.56
0.222532,1533.29
0.222738,1535.66
0.223972,1533.29
0.225207,1535.66
0.226441,1528.56
0.228293,1533.29
0.229939,1540.39
0.230557,1542.76
0.230762,1540.39
0.23138,1538.03
0.232408,1540.39
0.233026,1535.66
0.233849,1533.29
0.235083,1542.76
0.236729,1540.39
0.238787,1538.03
0.238993,1538.03
0.23961,1535.66
0.240433,1530.92
0.24105,1528.56
0.24249,1545.13
0.242696,1545.13
0.243108,1540.39
0.244754,1547.49
0.245783,1538.03
0.2464,1535.66
0.247223,1542.76
0.248252,1538.03
0.248869,1540.39
0.249898,1549.86
0.250926,1547.49
0.251338,1549.86
0.252984,1545.13
0.25463,1554.6
0.255042,1556.96
0.257099,1559.33
0.257305,1559.33
0.257922,1556.96
0.258745,1552.23
0.259157,1549.86
0.260391,1547.49
0.262037,1549.86
0.262449,1552.23
0.263066,1549.86
0.263683,1547.49
0.264712,1554.6
0.265535,1549.86
0.266153,1547.49
0.266358,1549.86
0.266976,1554.6
0.267799,1552.23
0.26821,1549.86
0.268622,1552.23
0.269033,1554.6
0.270473,1547.49
0.271914,1549.86
0.273766,1547.49
0.274383,1542.76
0.274794,1540.39
0.276646,1530.92
0.276852,1528.56
0.277263,1526.19
