# Seo 2005 Figure 15
# Temperature: 1093 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %), min, max
# Ti, Bal.
#  Y,    , 0
#  N,    , 0.05
#  C,    , 0.08
#  H,    , 0.015
# Fe,    , 0.3
#  O,    , 0.2
# Al, 5.5, 6.75
#  V, 3.5, 4.5
# Mn,    , 0
# Si,    , 0
# ----------
True strain, stress (MPa)
0,4.54747e-13
0.001632,202.87
0.002775,299.48
0.003591,352.61
0.004632,405.1
0.005044,425.39
0.005455,445.67
0.005661,465.96
0.006072,484.22
0.006689,504.51
0.007306,524.8
0.007717,543.05
0.008334,563.34
0.009157,581.6
0.009979,599.86
0.011213,616.1
0.012858,626.25
0.014709,634.37
0.01512,636.41
0.016971,628.3
0.018411,616.14
0.01985,601.95
0.021495,589.78
0.023346,579.65
0.025197,571.55
0.027048,561.41
0.027253,561.42
0.02931,563.46
0.030955,573.61
0.033011,573.62
0.03404,577.68
0.03589,581.75
0.036302,583.78
0.038358,583.79
0.039798,581.77
0.041854,581.78
0.04206,579.75
0.044116,577.73
0.044733,575.71
0.046584,577.75
0.048641,577.76
0.049669,575.74
0.051725,575.75
0.053165,573.73
0.055221,573.74
0.057072,581.86
0.058306,585.92
0.059128,583.9
0.060979,585.94
0.062007,587.97
0.063653,581.9
0.065298,579.88
0.067354,579.89
0.069205,588.01
0.070028,592.07
0.07085,590.05
0.072907,590.06
0.074757,598.18
0.075169,600.21
0.07702,592.11
0.07887,584.01
0.080104,577.93
0.081338,584.02
0.083395,584.03
0.085245,592.15
0.085862,594.19
0.087919,596.23
0.08977,604.35
0.090181,606.38
0.090592,604.35
0.092649,604.37
0.094499,596.26
0.095528,590.18
0.096556,588.16
0.098407,592.23
0.099641,598.32
0.101697,598.33
0.103548,604.42
0.104782,608.49
0.106838,608.5
0.108072,606.48
0.110128,606.49
0.111568,604.47
0.113008,606.5
0.114858,614.63
0.115064,614.63
0.11712,614.64
0.119177,614.65
0.120205,620.74
0.121439,612.63
0.123495,608.59
0.124318,604.54
0.126374,606.57
0.127403,608.61
0.129459,610.65
0.13131,610.66
0.131721,608.63
0.133366,604.58
0.135423,608.65
0.136451,610.69
0.138096,606.64
0.139947,612.73
0.140153,612.73
0.142209,612.75
0.144266,616.81
0.144677,618.84
0.146528,610.74
0.147145,608.71
0.148995,600.61
0.149612,596.56
0.151463,606.71
0.152697,614.83
0.15352,616.86
0.155576,616.87
0.155987,614.85
0.158044,614.86
0.159483,612.84
0.16154,612.85
0.163185,610.83
0.165241,610.84
0.167092,618.96
0.167709,621
0.168121,618.97
0.170177,618.98
0.171616,616.96
0.173673,616.97
0.175318,614.95
0.177375,614.96
0.179431,617
0.180459,623.09
0.181487,625.13
0.183338,629.19
0.184161,631.23
0.186012,625.15
0.187862,619.08
0.189919,621.12
0.191358,627.21
0.192798,629.24
0.194854,633.31
0.195677,635.35
0.197528,629.27
0.199379,635.37
0.199584,635.37
0.201641,635.38
0.202258,633.35
0.203903,631.33
0.205959,631.34
0.207604,643.52
0.208633,645.56
0.210689,639.48
0.212334,629.35
0.212951,627.32
0.213979,625.3
0.214391,627.33
0.216242,635.46
0.216447,635.46
0.217887,631.41
0.219532,633.45
0.221588,633.46
0.222,631.43
0.224056,631.44
0.22529,629.42
0.227141,625.37
0.227552,623.35
0.229608,623.36
0.230431,625.39
0.232282,633.51
0.232899,635.55
0.23475,629.47
0.2366,621.37
0.23804,617.32
0.240096,621.38
0.241742,621.39
0.242153,619.37
0.244209,619.38
0.24606,623.45
0.246266,623.45
0.247088,627.51
0.249145,627.52
0.249556,625.49
0.250584,619.41
0.251201,617.39
0.252846,621.45
0.253875,625.52
0.254903,627.55
0.25552,625.52
0.256342,623.5
0.256959,625.53
0.257988,627.57
0.25881,629.6
0.260455,639.75
0.262306,633.67
0.26354,623.54
0.264363,619.49
0.265185,617.46
0.266008,621.52
0.267653,633.7
0.268064,635.73
0.268681,637.77
0.269298,639.8
0.269504,637.77
0.271149,625.61
0.271971,617.5
0.272588,615.47
0.274439,621.57
0.275879,635.78
0.276084,637.81
0.277524,633.76
0.277935,631.73
0.278552,629.7
0.279169,625.65
0.279992,621.6
0.280403,619.57
0.28102,621.6
0.281842,625.67
0.282665,631.76
0.283282,635.82
0.283693,637.85
0.284927,635.82
0.286572,625.69
0.287395,617.58
0.287806,615.56
0.288423,613.53
0.289863,615.57
0.290685,619.63
0.291713,623.69
0.292536,627.75
0.294181,619.65
0.295209,609.51
