# Nemat-Nasser2001 Figure 1c RS-HIP Ti64
# Temperature: 700 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.01
#  H, 0.002
# Fe, 0.19
#  O, 0.2
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
True strain, stress (MPa)
0,2.27374e-13
0.004487,200.91
0.005084,236.36
0.006282,281.95
0.006876,330.91
0.007472,373.12
0.00837,411.95
0.00987,452.47
0.011973,491.29
0.014076,533.49
0.017385,568.93
0.022503,602.66
0.027622,629.64
0.032441,649.87
0.037864,663.35
0.043286,676.82
0.048709,690.29
0.054132,700.38
0.059555,713.86
0.064979,720.57
0.070402,730.67
0.075826,737.39
0.080646,747.49
0.085467,754.21
0.091494,760.92
0.097521,767.63
0.102944,774.35
0.108971,781.07
0.114395,787.78
0.120422,791.12
0.125845,801.21
0.131872,807.93
0.137296,811.27
0.142721,814.61
0.147542,817.95
0.152966,824.67
0.158993,831.38
0.163815,831.35
0.169238,841.45
0.174663,844.79
0.18069,848.12
0.186114,851.46
0.192141,858.18
0.198168,861.51
0.203592,864.85
0.209016,871.57
0.215044,871.53
0.221071,874.87
0.227098,878.2
0.232523,881.54
0.237947,888.26
0.243371,891.6
0.248796,891.57
0.254823,894.9
0.26085,898.24
0.266275,901.58
0.272302,904.92
0.277726,908.26
0.283754,908.21
0.288576,908.18
0.294,914.9
0.300028,914.86
0.305452,918.2
0.310876,921.54
0.316904,921.5
0.322329,924.84
0.328356,924.8
0.333781,928.14
0.339205,931.48
0.345233,931.44
0.350657,934.78
0.356685,934.74
0.362109,938.08
0.368137,938.04
0.372959,941.38
0.378384,941.35
