# Nemat-Nasser2001 Figure 1a Commercial Ti64
# Temperature: 998 K
# Strain rate: 3700 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.001
#  N, 0.01
#  C, 0.01
#  H, 0.0006
# Fe, 0.21
#  O, 0.19
# Al, 6.21
#  V, 3.61
# Mn, 0
# Si, 0
# ----------
True strain, stress (MPa)
3.1e-05,0.000557101
0.004294,207.79
0.005278,276.36
0.00659,342.86
0.008557,434.29
0.009213,486.23
0.01118,544.42
0.011836,577.66
0.013476,619.22
0.016427,646.23
0.01905,633.77
0.021346,612.99
0.023969,588.05
0.027576,569.35
0.032167,583.9
0.036178,611.42
0.039381,629.61
0.042999,624.78
0.047251,610.91
0.050673,615.87
0.054465,631.69
0.058347,633.69
0.066873,629.23
0.074547,633.69
0.082221,633.69
0.089894,633.69
0.098421,629.23
0.106947,633.69
0.114621,638.14
0.123147,642.59
0.131673,647.05
0.1402,647.05
0.148726,651.5
0.1564,655.95
0.164926,655.95
0.173453,660.41
0.181126,669.31
0.1888,664.86
0.197326,669.31
0.205853,673.77
0.213527,669.31
0.222053,673.77
0.230579,678.22
0.239106,678.22
0.247632,678.22
0.256158,678.22
0.264685,678.22
0.272359,687.13
0.280885,687.13
0.289411,687.13
0.297938,687.13
0.306464,687.13
0.31499,682.68
0.323517,682.68
0.332043,687.13
0.340569,687.13
0.349096,687.13
0.35677,687.13
0.364443,687.13
0.37297,691.58
0.380643,687.13
0.38917,687.13
0.397696,687.13
0.406222,687.13
0.414749,687.13
0.423275,687.13
0.431802,687.13
0.440328,687.13
0.448854,687.13
0.457381,687.13
0.465907,687.13
0.474433,687.13
0.482107,691.58
0.490633,691.58
0.49916,691.58
0.507686,691.58
0.516213,691.58
0.524739,691.58
0.533265,691.58
0.541792,691.58
0.549465,687.13
0.557992,687.13
0.566518,687.13
0.575044,687.13
0.582718,682.68
0.591245,678.22
0.599771,673.77
0.606592,655.95
