# Nemat-Nasser2001 Figure 1c RS-HIP Ti64
# Temperature: 1000 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.01
#  H, 0.002
# Fe, 0.19
#  O, 0.2
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
True strain, stress (MPa)
0,2.27374e-13
0.001494,77.66
0.003295,121.55
0.005397,167.13
0.0081,224.52
0.010202,268.41
0.012608,298.79
0.015618,325.79
0.020436,346.02
0.02586,356.11
0.031886,362.82
0.037915,359.41
0.043943,355.99
0.049368,352.57
0.054794,349.16
0.060822,349.12
0.066247,345.71
0.071673,338.92
0.077099,335.5
0.083126,338.84
0.089155,332.04
0.09458,328.63
0.099402,328.6
0.105431,325.18
0.110856,325.14
0.116281,321.73
0.122308,325.07
0.127734,321.65
0.133159,321.61
0.139187,318.2
0.144613,314.78
0.15064,314.74
0.156066,311.33
0.162094,311.29
0.167519,307.87
0.173548,304.46
0.179575,307.79
0.185,307.76
0.191028,304.34
0.196453,304.3
0.201878,304.26
0.207303,304.23
0.212125,304.2
0.217551,300.78
0.223578,300.74
0.229004,297.33
0.234429,297.29
0.239251,297.26
0.245278,300.59
0.250704,297.18
0.256731,297.14
0.262759,297.1
0.268185,293.69
0.27361,293.65
0.279637,296.99
0.285062,293.57
0.290487,293.54
0.296516,286.74
0.301941,286.7
0.307365,293.42
0.31279,293.38
0.318818,293.34
0.324846,289.93
0.330271,289.89
0.336299,289.85
0.342326,289.81
0.348354,289.77
0.353779,289.73
0.359204,289.69
0.364629,289.66
0.370055,286.24
0.375479,289.58
0.380905,282.79
0.386329,286.13
0.391754,289.47
0.397179,286.06
0.403207,289.4
0.408029,285.99
0.414057,285.95
0.418879,285.91
0.424907,285.87
0.430332,282.46
0.435758,279.05
0.441182,282.39
