# Nemat-Nasser2001 Figure 1c RS-HIP Ti64
# Temperature: 800 K
# Strain rate: 1e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, <0.005
#  N, 0.008
#  C, 0.01
#  H, 0.002
# Fe, 0.19
#  O, 0.2
# Al, 6.33
#  V, 4.13
# Mn, 0
# Si, 0
# ----------
True strain, stress (MPa)
0,2.27374e-13
0.00299,140.13
0.005392,199.21
0.005688,229.61
0.006282,283.63
0.007479,334.28
0.008978,378.18
0.009877,408.56
0.011676,465.96
0.013778,511.54
0.016486,540.23
0.020699,575.66
0.025518,597.58
0.027626,609.38
0.033048,626.23
0.038471,636.33
0.043894,649.8
0.049317,659.89
0.05474,669.99
0.060766,680.08
0.065587,686.8
0.071614,693.51
0.077038,700.23
0.083064,706.94
0.088488,713.66
0.094515,720.37
0.099939,723.72
0.105363,730.43
0.110787,733.77
0.116814,740.49
0.122238,743.83
0.128265,747.16
0.13369,750.5
0.139114,753.84
0.144539,757.19
0.150566,760.52
0.15599,767.24
0.162017,770.58
0.167442,770.54
0.172866,777.26
0.178893,780.59
0.184318,780.56
0.190345,783.89
0.195769,787.23
0.201797,790.57
0.207221,790.53
0.212645,797.25
0.218071,793.84
0.223495,797.18
0.229522,803.89
0.23555,803.85
0.240974,807.19
0.247002,807.15
0.252426,810.49
0.258454,810.45
0.263878,813.79
0.269906,813.75
0.275331,813.71
0.281359,813.67
0.287386,817.01
0.292811,816.97
0.298235,820.31
0.304263,820.27
0.309687,823.61
0.315112,823.58
0.321139,826.91
0.326564,826.87
0.332592,826.83
0.338017,826.8
0.343442,826.76
0.34947,826.72
0.354895,826.68
0.360319,830.02
0.365744,833.36
0.371168,833.33
0.376593,836.67
0.382621,836.63
0.388648,836.59
0.394073,839.93
0.4001,839.89
0.405525,843.23
0.41095,839.81
0.416375,843.15
0.422403,843.11
0.427826,849.83
0.433252,846.42
0.439279,849.75
0.445307,849.71
0.450732,849.68
0.456759,849.64
0.462184,852.98
0.468212,852.94
