# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1301.14
0.002101, 1337.14
0.004027, 1359.96
0.005546, 1347.67
0.006949, 1329.24
0.008703, 1301.14
0.010223, 1272.17
0.012619, 1258.12
0.014839, 1257.24
0.016824, 1264.27
0.018167, 1280.07
0.019569, 1283.58
0.020445, 1287.97
0.021263, 1283.58
0.023072, 1302.02
0.025641, 1318.7
0.027567, 1343.28
0.030662, 1373.13
0.033347, 1392.45
0.034983, 1383.67
0.037145, 1373.13
0.039249, 1354.7
0.040885, 1350.31
0.043222, 1338.89
0.046785, 1345.04
0.048245, 1344.16
0.051341, 1348.55
0.053384, 1360.84
0.056713, 1366.99
0.058875, 1362.6
0.063314, 1359.96
0.065767, 1359.09
0.067812, 1360.84
0.07009, 1357.33
0.072952, 1357.33
0.075814, 1359.09
0.077684, 1352.94
0.08078, 1346.8
0.0837, 1353.82
0.085862, 1341.53
0.087965, 1330.99
0.090944, 1333.63
0.092521, 1341.53
0.09509, 1352.94
0.096784, 1360.84
0.099119, 1375.77
0.101223, 1364.35
0.10356, 1351.19
0.105545, 1360.84
0.108057, 1359.09
0.109926, 1364.35
0.112437, 1369.62
0.114948, 1384.55
0.116234, 1380.16
0.11822, 1371.38
0.121783, 1372.26
0.124995, 1380.16
0.127507, 1372.26
0.12996, 1381.91
0.132705, 1381.04
0.135626, 1378.4
0.140008, 1359.09
0.142344, 1366.11
0.144623, 1358.21
0.147426, 1372.26
0.149236, 1384.55
0.151104, 1394.21
0.153207, 1400.35
0.1542, 1397.72
0.157004, 1381.91
0.1594, 1368.74
0.164306, 1375.77
0.168394, 1399.47
0.171198, 1395.96
0.1733, 1404.74
0.175519, 1410.01
0.178381, 1414.4
0.181068, 1417.91
0.183113, 1411.76
