# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 22000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1421.42
0.002978, 1453.03
0.005021, 1471.47
0.00613, 1483.76
0.008933, 1487.27
0.012263, 1494.29
0.015125, 1489.03
0.018688, 1487.27
0.021375, 1489.9
0.024003, 1492.54
0.026807, 1492.54
0.029786, 1493.42
0.033467, 1474.98
0.037557, 1460.05
0.039601, 1459.17
0.042113, 1460.05
0.044507, 1471.47
0.046609, 1482.0
0.04877, 1491.66
0.051397, 1503.95
0.054552, 1496.93
0.057006, 1489.9
0.059284, 1494.29
0.061386, 1496.93
0.063781, 1498.68
0.066001, 1499.56
0.068512, 1501.32
0.070848, 1510.97
0.073242, 1520.63
0.075578, 1532.05
0.077564, 1539.07
0.078965, 1543.46
0.081243, 1544.34
0.083521, 1540.83
0.086733, 1553.99
0.089595, 1564.53
0.091989, 1573.31
0.095085, 1575.07
0.097772, 1576.82
0.100108, 1577.7
0.10262, 1578.58
0.105073, 1580.33
0.108052, 1578.58
0.112024, 1575.94
0.114244, 1571.55
0.118158, 1555.75
0.122832, 1547.85
0.124642, 1553.99
0.127503, 1569.8
0.129956, 1578.58
0.132234, 1589.11
0.133752, 1590.87
0.136205, 1590.87
0.138775, 1592.63
0.141404, 1593.5
0.143857, 1597.89
0.145667, 1601.4
0.147887, 1611.06
0.149755, 1618.09
0.152558, 1631.26
0.155362, 1625.99
0.157816, 1619.84
0.160562, 1607.55
0.163191, 1596.14
0.165295, 1586.48
0.167339, 1580.33
0.170026, 1589.99
0.171603, 1592.63
