# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1293.24
0.001576, 1316.94
0.00321, 1327.48
0.00689, 1330.99
0.011154, 1328.36
0.013607, 1342.41
0.016409, 1360.84
0.018919, 1392.45
0.020612, 1412.64
0.022365, 1409.13
0.023591, 1411.76
0.025168, 1416.15
0.026337, 1402.11
0.028558, 1382.79
0.030954, 1365.23
0.033057, 1356.45
0.03405, 1359.09
0.036678, 1367.87
0.03802, 1380.16
0.039305, 1394.21
0.040648, 1388.94
0.042051, 1381.91
0.043627, 1391.57
0.045204, 1399.47
0.04643, 1403.86
0.048008, 1396.84
0.049585, 1391.57
0.051513, 1388.06
0.05344, 1388.94
0.055368, 1389.82
0.057646, 1389.82
0.058931, 1386.3
0.061151, 1381.91
0.063371, 1384.55
0.065064, 1388.94
0.067167, 1395.96
0.069561, 1400.35
0.07184, 1397.72
0.073884, 1395.96
0.075577, 1405.62
0.077446, 1408.25
0.079316, 1403.86
0.080192, 1395.96
0.081069, 1389.82
0.084515, 1396.84
0.087493, 1403.86
0.092867, 1400.35
0.09573, 1399.47
0.098533, 1402.99
0.100752, 1410.01
0.10303, 1410.89
0.105717, 1413.52
0.108111, 1421.42
0.110331, 1424.06
0.11296, 1423.18
0.116114, 1426.69
0.118508, 1424.93
0.121196, 1422.3
0.123941, 1423.18
0.126277, 1422.3
0.129723, 1432.84
0.131533, 1438.1
0.133052, 1440.74
0.134396, 1438.1
0.136324, 1431.08
0.138251, 1435.47
0.14047, 1446.01
0.142514, 1457.42
0.144208, 1455.66
0.146953, 1454.78
0.148121, 1460.05
0.149581, 1467.08
0.150925, 1452.15
0.152152, 1446.88
0.153787, 1450.4
0.155715, 1450.4
0.157409, 1451.27
0.159044, 1453.91
0.160738, 1461.81
0.163191, 1465.32
0.165878, 1459.17
0.168682, 1454.78
0.170726, 1453.03
0.172362, 1458.3
0.174288, 1473.22
0.176216, 1480.25
