# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 22000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1325.72
0.002392, 1371.38
0.004551, 1409.13
0.006829, 1409.13
0.009925, 1404.74
0.01232, 1394.21
0.015709, 1385.43
0.018396, 1386.3
0.022017, 1390.69
0.025403, 1412.64
0.027914, 1431.96
0.030834, 1449.52
0.034395, 1470.59
0.0372, 1460.05
0.040647, 1448.64
0.044269, 1428.45
0.046781, 1424.06
0.04906, 1419.67
0.050987, 1424.93
0.053556, 1432.84
0.056944, 1434.59
0.06004, 1432.84
0.063837, 1430.2
0.066932, 1444.25
0.069618, 1457.42
0.072714, 1464.44
0.075692, 1465.32
0.077912, 1470.59
0.080248, 1476.73
0.082817, 1484.64
0.08603, 1487.27
0.09006, 1494.29
0.092746, 1500.44
0.095142, 1489.03
0.097654, 1478.49
0.100399, 1485.51
0.103319, 1492.54
0.106415, 1503.07
0.110036, 1510.1
0.113598, 1519.75
0.116927, 1531.17
0.120373, 1542.58
0.124227, 1558.38
0.127731, 1570.68
0.130475, 1585.6
0.133161, 1602.28
0.136608, 1592.63
0.140756, 1582.09
0.144494, 1578.58
0.147356, 1579.46
0.149575, 1589.11
0.151794, 1600.53
0.153313, 1603.16
0.156642, 1603.16
0.160089, 1599.65
0.163477, 1594.38
0.167391, 1581.21
0.172882, 1580.33
0.175218, 1585.6
0.178079, 1599.65
0.180007, 1597.01
0.182987, 1588.24
0.185907, 1589.11
