# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1301.14
0.001692, 1335.38
0.003443, 1359.09
0.005369, 1374.89
0.008057, 1359.96
0.010569, 1354.7
0.014074, 1354.7
0.016643, 1365.23
0.018861, 1394.21
0.021372, 1403.86
0.022247, 1419.67
0.023765, 1432.84
0.025752, 1425.81
0.027212, 1431.08
0.027855, 1418.79
0.029083, 1396.84
0.030193, 1394.21
0.03142, 1387.18
0.03218, 1376.65
0.033524, 1360.84
0.03551, 1360.84
0.036795, 1372.26
0.039248, 1374.89
0.042108, 1402.11
0.044211, 1406.5
0.046197, 1401.23
0.049001, 1393.33
0.051747, 1386.3
0.054084, 1382.79
0.056187, 1382.79
0.057296, 1383.67
0.060392, 1386.3
0.062845, 1397.72
0.064305, 1391.57
0.066233, 1382.79
0.069154, 1380.16
0.071315, 1384.55
0.074468, 1397.72
0.076046, 1391.57
0.078149, 1379.28
0.079667, 1391.57
0.081477, 1409.13
0.082704, 1397.72
0.084516, 1388.94
0.085917, 1395.08
0.087961, 1404.74
0.089421, 1417.03
0.091523, 1417.91
0.092867, 1412.64
0.096314, 1398.6
0.099118, 1395.08
0.100812, 1393.33
0.102915, 1398.6
0.10455, 1399.47
0.105192, 1409.13
0.106476, 1427.57
0.108579, 1419.67
0.110975, 1407.37
0.112961, 1412.64
0.115881, 1417.91
0.117341, 1420.54
0.119852, 1424.93
0.122423, 1418.79
0.124934, 1420.54
0.127563, 1419.67
0.129841, 1419.67
0.131943, 1428.45
0.134688, 1430.2
0.136908, 1431.08
0.139244, 1435.47
0.141931, 1435.47
0.144502, 1431.08
0.146488, 1427.57
0.148181, 1431.96
0.150284, 1436.35
0.151336, 1431.96
0.152971, 1428.45
0.155425, 1427.57
0.156884, 1439.86
0.158694, 1457.42
0.160388, 1459.17
0.16103, 1455.66
0.163426, 1439.86
0.164946, 1427.57
0.166056, 1417.03
0.168334, 1419.67
0.170203, 1424.93
0.171896, 1431.96
0.173414, 1444.25
0.174173, 1452.15
0.175107, 1462.69
0.176159, 1459.17
0.17797, 1455.66
0.17943, 1453.91
