# Casem2018 Figure 2b
# Temperature: 295 K
# Strain rate: 10000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1194.03
0.003033, 1253.73
0.005719, 1282.7
0.006828, 1284.46
0.009223, 1284.46
0.011502, 1277.44
0.013195, 1293.24
0.015355, 1309.04
0.017809, 1297.63
0.020145, 1309.04
0.022424, 1291.48
0.024177, 1273.05
0.026924, 1241.44
0.02932, 1236.17
0.034282, 1281.83
0.037202, 1292.36
0.039654, 1309.92
0.042575, 1303.78
0.045552, 1330.99
0.04824, 1319.58
0.050751, 1321.33
0.053206, 1304.65
0.055542, 1309.92
0.057002, 1307.29
0.060449, 1298.51
0.062668, 1311.68
0.063778, 1302.02
0.064889, 1291.48
0.066055, 1320.46
0.06728, 1352.06
0.071954, 1325.72
0.076393, 1339.77
0.080014, 1347.67
0.083868, 1363.48
0.085854, 1369.62
0.090528, 1347.67
0.093798, 1358.21
0.095316, 1368.74
0.096719, 1358.21
0.100457, 1354.7
0.104722, 1352.94
0.107233, 1363.48
0.1084, 1372.26
0.109334, 1382.79
0.111379, 1385.43
0.114591, 1385.43
0.117161, 1396.84
0.120198, 1397.72
0.122768, 1389.82
0.125396, 1400.35
0.129719, 1394.21
0.134742, 1396.84
0.13667, 1401.23
0.13924, 1393.33
0.141342, 1402.99
0.143562, 1400.35
0.146015, 1403.86
0.148702, 1400.35
0.15133, 1411.76
0.152907, 1411.76
0.156646, 1400.35
0.157931, 1404.74
0.160034, 1410.89
0.16202, 1410.01
0.165092, 1401.83
0.166669, 1386.5
0.17075, 1379.53
0.174458, 1389.29
