# Casem2018 Figure 2a
# Temperature: 295 K
# Strain rate: 68000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.025
#  H, 0.0
# Fe, 0.151
#  O, 0.176
# Al, 6.28
#  V, 4.16
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1350.0
0.001973, 1384.14
0.005524, 1363.97
0.007695, 1329.83
0.01026, 1283.28
0.013811, 1256.9
0.017757, 1266.21
0.020913, 1294.14
0.022689, 1340.69
0.025451, 1354.66
0.027424, 1314.31
0.031173, 1291.03
0.034724, 1317.41
0.036302, 1343.79
0.039656, 1370.17
0.044391, 1374.83
0.048732, 1368.62
0.050508, 1336.03
0.052283, 1318.97
0.055637, 1339.14
0.057807, 1371.72
0.061951, 1387.24
0.066291, 1376.38
0.069448, 1359.31
0.073591, 1359.31
0.074972, 1373.28
0.07951, 1377.93
0.083653, 1373.28
0.088191, 1362.41
0.092926, 1370.17
0.097464, 1390.34
0.100818, 1385.69
0.105158, 1382.59
0.109499, 1367.07
0.113444, 1385.69
0.116996, 1399.66
0.121731, 1391.9
0.126466, 1387.24
0.131201, 1385.69
0.135344, 1398.1
0.137514, 1408.97
0.139685, 1404.31
0.143828, 1388.79
0.148563, 1399.66
0.153298, 1396.55
0.157836, 1407.41
0.162373, 1396.55
0.167108, 1405.86
0.171844, 1410.52
0.176579, 1410.52
0.181314, 1404.31
0.185851, 1412.07
0.188811, 1412.07
0.190784, 1418.28
0.195124, 1415.17
0.197689, 1412.07
0.199662, 1415.17
0.20203, 1410.52
0.204003, 1416.72
0.206173, 1426.03
0.208146, 1424.48
0.210316, 1426.03
0.212881, 1424.48
0.215051, 1415.17
0.216629, 1432.24
0.219983, 1405.86
0.223535, 1429.14
0.227875, 1430.69
0.232413, 1427.59
0.237148, 1429.14
0.241883, 1426.03
0.246618, 1429.14
0.251353, 1427.59
0.256285, 1424.48
0.261021, 1429.14
0.265756, 1432.24
0.270688, 1432.24
0.27562, 1430.69
0.280355, 1432.24
0.285288, 1429.14
0.290023, 1421.38
0.293969, 1404.31
