# Follansbee1989 Figure 14
# Temperature: 295 K
# Strain rate: 2500 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.001
#  C, 0.065
#  H, 0
# Fe, 0.13
#  O, 0.18
# Al, 6.4
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0.0, 1303.83
0.009918, 1315.78
0.017357, 1326.26
0.024049, 1330.69
0.030493, 1333.6
0.037681, 1338.02
0.045363, 1340.92
0.052798, 1343.81
0.061474, 1351.24
0.0699, 1354.12
0.078326, 1357.0
0.084522, 1359.92
0.091957, 1364.33
