# Lee1998 Figure 3
# Temperature: 573 K
# Strain rate: 1700 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0,931.63
0.01,1036.08
0.02,1068.28
0.03,1087.52
0.04,1105.68
0.05,1120.36
0.06,1133.01
0.07,1142.28
0.08,1152.35
0.09,1162.25
0.1,1169.83
0.11,1177.83
0.12,1185.13
0.13,1192.42
0.14,1199.82
0.15,1205.17
0.16,1210.32
0.17,1216.19
0.18,1221.86
0.19,1227.05
0.2,1232.08
