# Lee1998 Figure 3
# Temperature: 573 K
# Strain rate: 2000 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# Mn, 0
# Si, 0
# ----------
Plastic strain, stress (MPa)
0,956.72
0.01,1052.38
0.02,1080.36
0.03,1102.03
0.04,1119.23
0.05,1134.86
0.06,1145.27
0.07,1154.28
0.08,1163.53
0.09,1172.79
0.1,1181.89
0.11,1188.12
0.12,1196.14
0.13,1203.07
0.14,1209.02
0.15,1214.98
0.16,1220.48
0.17,1225.88
0.18,1231.25
0.19,1236.69
0.2,1241.71
0.21,1245.42
0.22,1249.6
0.23,1254.3
0.24,1258.3
