# Lee1998 Figure 3
# Temperature: 773 K
# Strain rate: 1400 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# ----------
# True strain, True stress (MPa)
0.01,877.9
0.02,906.25
0.03,928.52
0.04,944.06
0.05,957.46
0.06,968.47
0.07,978.24
0.08,987.55
0.09,997.15
0.1,1005.02
0.11,1010.3
0.12,1017.51
0.13,1024.71
0.14,1030.97
0.15,1036.5
0.16,1042.18
