# Lee1998 Figure 3
# Temperature: 973 K
# Strain rate: 800 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# ----------
# True strain, True stress (MPa)
0.01,721.02
0.02,747.73
0.03,765.18
0.04,779.85
0.05,791.17
0.06,800.13
0.07,809.09
0.08,816.98
0.09,826.37
