# Lee1998 Figure 3
# Temperature: 298 K
# Strain rate: 800 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# ----------
# True strain, True stress (MPa)
0,1077.86
0.01,1203.81
0.02,1247.77
0.03,1279.14
0.04,1307.23
0.05,1329.19
0.06,1348.73
0.07,1367.23
0.08,1382.95
0.09,1397.06
0.1,1411.11
0.11,1424.41
0.12,1436.03
