# Lee1998 Figure 3
# Temperature: 973 K
# Strain rate: 1700 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0.0
#  N, 0.008
#  C, 0.014
#  H, 0.0057
# Fe, 0.2
#  O, 0.15
# Al, 6.1
#  V, 4.0
# ----------
# True strain, True stress (MPa)
0,675.91
0.01,734.93
0.02,758.5
0.03,776.04
0.04,787.26
0.05,800.01
0.06,806.41
0.07,814.49
0.08,822.68
0.09,829.91
0.1,834.74
0.11,840.14
0.12,846.41
0.13,850.79
0.14,854.96
0.15,859.08
0.16,863.13
0.17,866.89
0.18,870.44
0.19,873.93
