# Babu2013 Figure 4
# Temperature: 1073 K
# Strain rate: 1.0e0 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
-1.38778e-17,-2.27374e-13
0.008709,268.669
0.019491,303.461
0.029443,321.548
0.039396,332.675
0.050178,341.713
0.06096,346.575
0.070083,351.438
0.080865,354.212
0.090818,357.682
0.116943,356.264
0.141825,354.151
0.167121,351.342
0.192832,345.748
0.218543,341.546
0.243424,337.345
0.269135,328.967
0.294431,327.549
0.320557,323.347
0.345853,317.754
0.370735,313.552
0.396031,309.351
0.422156,304.453
0.446623,299.556
0.471919,296.05
