# Babu2013 Figure 4
# Temperature: 973 K
# Strain rate: 1.0e-2 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, -
#  N, -
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
# True strain, stress (MPa)
-1.38778e-17,-2.27374e-13
0.005806,249.182
0.016173,356.364
0.026955,396.029
0.036908,421.077
0.04686,437.772
0.056813,445.419
0.080865,448.876
0.104917,443.283
0.129799,430.729
0.154265,416.088
0.178318,399.359
0.202784,384.021
0.227666,364.507
0.251303,351.954
0.276185,339.401
0.300652,327.543
0.324289,317.775
0.349171,310.094
0.373223,302.413
0.39769,295.428
0.422571,287.747
0.446623,283.547
0.47109,277.258
