length(mm),radius(mm)
0.0, 4.35404521595
0.0253156146179, 4.35191033104
0.0506312292359, 4.34975013052
0.0759468438538, 4.34761524561
0.101262458472, 4.34548036071
0.12657807309, 4.3433454758
0.151893687708, 4.34118527528
0.177209302326, 4.33905039037
0.202524916944, 4.33691550547
0.227840531561, 4.33480593618
0.253156146179, 4.33267105127
0.278471760797, 4.33053616636
0.303787375415, 4.32842659707
0.329102990033, 4.32631702778
0.354418604651, 4.32420745849
0.379734219269, 4.3220978892
0.405302990033, 4.31998874249
0.430618604651, 4.31790448881
0.455934219269, 4.31582023513
0.481249833887, 4.31373598146
0.506565448505, 4.31165172778
0.531881063123, 4.30959278972
0.557196677741, 4.30753385165
0.582512292359, 4.30547491359
0.607827906977, 4.30341597553
0.633143521595, 4.30138235308
0.658459136213, 4.29934873063
0.683774750831, 4.2973404238
0.709090365449, 4.29530680135
0.734405980066, 4.29329849452
0.759721594684, 4.2913155033
0.785037209302, 4.28930719647
0.81035282392, 4.28734952087
0.835668438538, 4.28536652965
0.860984053156, 4.28340885404
0.886299667774, 4.28145117844
0.911615282392, 4.27949350284
0.93693089701, 4.27756114285
0.962246511628, 4.27565409847
0.987562126246, 4.27372173848
1.01287774086, 4.27181469411
1.03819335548, 4.26993296535
1.0635089701, 4.26802592097
1.08882458472, 4.26614419221
1.11414019934, 4.26428777907
1.13945581395, 4.26243136592
1.16502458472, 4.26057537536
1.19034019934, 4.25874427783
1.21565581395, 4.2569131803
1.24097142857, 4.25508208276
1.26628704319, 4.25327630085
1.29160265781, 4.25147051893
1.31691827243, 4.24969005263
1.34223388704, 4.24790958633
1.36754950166, 4.24612912003
1.39286511628, 4.24437396934
1.4181807309, 4.24261881865
1.44349634551, 4.24088898358
1.46881196013, 4.23915914851
1.49412757475, 4.23742931344
1.51944318937, 4.23572479398
1.54475880399, 4.23402027452
1.5700744186, 4.23231575506
1.59539003322, 4.23063655122
1.62070564784, 4.22895734738
1.64602126246, 4.22727814354
1.67133687708, 4.22562425531
1.69665249169, 4.22397036708
1.72196810631, 4.22234179447
1.74728372093, 4.22068790624
1.77259933555, 4.21908464924
1.79791495017, 4.21745607662
1.82323056478, 4.21585281962
1.8485461794, 4.21424956263
1.87386179402, 4.21267162124
1.89917740864, 4.21109367986
1.92449302326, 4.20951573847
1.95006179402, 4.20793821967
1.97537740864, 4.2063855939
2.00069302326, 4.20483296813
2.02600863787, 4.20330565797
2.05132425249, 4.20177834782
2.07663986711, 4.20025103766
2.10195548173, 4.19872372751
2.12727109635, 4.19722173296
2.15258671096, 4.19571973842
2.17790232558, 4.1942430595
2.2032179402, 4.19274106496
2.22853355482, 4.19126438603
2.25384916944, 4.18978770711
2.27916478405, 4.18833634379
2.30448039867, 4.18688498048
2.32979601329, 4.18543361717
2.35511162791, 4.18398225386
2.38042724252, 4.18255620616
2.40574285714, 4.18113015847
2.43105847176, 4.17970411077
2.45637408638, 4.17827806307
2.481689701, 4.17687733099
2.50700531561, 4.17547659891
2.53232093023, 4.17407586683
2.55763654485, 4.17270045036
2.58295215947, 4.17129971828
2.60826777409, 4.16992430181
2.6335833887, 4.16857420096
2.65889900332, 4.16719878449
2.68421461794, 4.16584868363
2.7097833887, 4.16449900536
2.73509900332, 4.16314890451
2.76041461794, 4.16179880366
2.78573023256, 4.16047401842
2.81104584718, 4.15914923318
2.83636146179, 4.15782444794
2.86167707641, 4.15652497832
2.88699269103, 4.15520019308
2.91230830565, 4.15390072345
2.93762392027, 4.15260125383
2.96293953488, 4.15130178421
2.9882551495, 4.1500276302
3.01357076412, 4.14872816057
3.03888637874, 4.14745400656
3.06420199336, 4.14617985256
3.08951760797, 4.14493101416
3.11483322259, 4.14365686015
3.14014883721, 4.14240802176
3.16546445183, 4.14115918336
3.19078006645, 4.13991034497
3.21609568106, 4.13866150657
3.24141129568, 4.13743798379
3.2667269103, 4.1361891454
3.29204252492, 4.13496562262
3.31735813953, 4.13374209984
3.34267375415, 4.13251857706
3.36798936877, 4.13132036989
3.39330498339, 4.13009684711
3.41862059801, 4.12889863995
3.44393621262, 4.12770043278
3.46925182724, 4.12650222562
3.49482059801, 4.12532975665
3.52013621262, 4.12413154948
3.54545182724, 4.12295865793
3.57076744186, 4.12178576638
3.59608305648, 4.12061287483
3.6213986711, 4.11943998328
3.64671428571, 4.11826709173
3.67202990033, 4.11709420018
3.69734551495, 4.11594662424
3.72266112957, 4.11479904831
3.74797674419, 4.11365147237
3.7732923588, 4.11250389643
3.79860797342, 4.1113563205
3.82392358804, 4.11023406018
3.84923920266, 4.10908648424
3.87455481728, 4.10796422392
3.89987043189, 4.1068419636
3.92518604651, 4.10571970328
3.95050166113, 4.10459744295
3.97581727575, 4.10347518263
4.00113289037, 4.10237823793
4.02644850498, 4.10128129322
4.0517641196, 4.1001590329
4.07707973422, 4.09906208819
4.10239534884, 4.09796514348
4.12771096346, 4.09686819878
4.15302657807, 4.09579656969
4.17834219269, 4.09469962498
4.20365780731, 4.09362799589
4.22897342193, 4.09253105118
4.25454219269, 4.09145984467
4.27985780731, 4.09038821558
4.30517342193, 4.08931658648
4.33048903654, 4.08824495739
4.35580465116, 4.08719864391
4.38112026578, 4.08612701482
4.4064358804, 4.08508070134
4.43175149502, 4.08403438787
4.45706710963, 4.08296275877
4.48238272425, 4.0819164453
4.50769833887, 4.08087013182
4.53301395349, 4.07984913396
4.55832956811, 4.07880282048
4.58364518272, 4.077756507
4.60896079734, 4.07673550914
4.63427641196, 4.07568919566
4.65959202658, 4.0746681978
4.6849076412, 4.07364719993
4.71022325581, 4.07262620207
4.73553887043, 4.07160520421
4.76085448505, 4.07058420635
4.78617009967, 4.06956320848
4.81148571429, 4.06856752623
4.8368013289, 4.06754652837
4.86211694352, 4.06655084612
4.88743255814, 4.06552984826
4.91274817276, 4.06453416601
4.93806378738, 4.06353848376
4.96337940199, 4.06254280151
4.98869501661, 4.06154711927
5.01401063123, 4.06055143702
5.03957940199, 4.05955617735
5.06489501661, 4.0585604951
5.09021063123, 4.05759012847
5.11552624585, 4.05659444622
5.14084186047, 4.05562407959
5.16615747508, 4.05462839734
5.1914730897, 4.0536580307
5.21678870432, 4.05268766407
5.24210431894, 4.05171729744
5.26741993355, 4.05072161519
5.29273554817, 4.04975124855
5.31805116279, 4.04878088192
5.34336677741, 4.0478358309
5.36868239203, 4.04686546427
5.39399800664, 4.04589509763
5.41931362126, 4.04495004661
5.44462923588, 4.04397967998
5.4699448505, 4.04300931335
5.49526046512, 4.04206426233
5.52057607973, 4.04111921131
5.54589169435, 4.04014884467
5.57120730897, 4.03920379366
5.59652292359, 4.03825874264
5.62183853821, 4.03731369162
5.64715415282, 4.0363686406
5.67246976744, 4.03542358958
5.69778538206, 4.03447853856
5.72310099668, 4.03353348754
5.7484166113, 4.03261375214
5.77373222591, 4.03166870112
5.79930099668, 4.03072407268
