length(mm),radius(mm)
2.56928776589, 4.38746636337
2.60100736794, 4.38503466312
2.63272696999, 4.38292015888
2.66444657204, 4.38112285067
2.69616617408, 4.37900834644
2.72788577613, 4.37752823424
2.75960537818, 4.37573092603
2.79132498023, 4.37393361782
2.82304458228, 4.37245350562
2.85476418432, 4.37065619741
2.88648378637, 4.36917608521
2.91820338842, 4.367378777
2.94992299047, 4.36558146879
2.98164259252, 4.36378416057
3.01336219456, 4.36198685236
3.04508179661, 4.35955515211
3.07680139866, 4.35712345185
3.10852100071, 4.35405735955
3.14024060276, 4.34972248318
3.1719602048, 4.34285003864
3.20367980685, 4.33566039807
3.2353994089, 4.33100832568
3.26711901095, 4.32762503736
3.298838613, 4.32519333711
3.33055821504, 4.32339602889
3.36227781709, 4.32159872068
3.39399741914, 4.32011860848
3.42571702119, 4.31863849629
3.45743662324, 4.3171583841
3.48915622528, 4.31599546793
3.52087582733, 4.31451535573
3.55259542938, 4.31335243956
3.58431503143, 4.31218952339
3.61603463348, 4.31134380323
3.64775423552, 4.31018088706
3.67947383757, 4.30901797089
3.71119343962, 4.30817225074
3.74291304167, 4.30700933456
3.77463264372, 4.30616361441
3.80635224576, 4.30500069824
3.83807184781, 4.30415497809
3.86979144986, 4.30299206191
3.90151105191, 4.30214634176
3.93323065396, 4.30098342559
3.964950256, 4.30013770544
3.99666985805, 4.29897478926
4.0283894601, 4.29812906911
4.06010906215, 4.29696615294
4.0918286642, 4.29580323677
4.12354826624, 4.29495751661
4.15526786829, 4.29379460044
4.18698747034, 4.29294888029
4.21870707239, 4.29178596412
4.25042667444, 4.29094024396
4.28214627649, 4.29009452381
4.31386587853, 4.28893160764
4.34558548058, 4.28840308351
4.37730508263, 4.28755736335
4.40902468468, 4.2867116432
4.44074428673, 4.28586592305
4.47246388877, 4.28533739892
4.50418349082, 4.28480887479
4.53590309287, 4.28396315463
4.56762269492, 4.2834346305
4.59934229697, 4.28290610637
4.63106189901, 4.28237758224
4.66278150106, 4.28184905811
4.69450110311, 4.28132053397
4.72622070516, 4.28079200984
4.75794030721, 4.28026348571
4.78965990925, 4.27973496158
4.8213795113, 4.27920643745
4.85309911335, 4.27899510934
4.8848187154, 4.2784665852
4.91653831745, 4.27793806107
4.94825791949, 4.27740953694
4.97997752154, 4.27719820883
5.01169712359, 4.2766696847
5.04341672564, 4.27614116057
5.07513632769, 4.27561263643
5.10685592973, 4.2750841123
5.13857553178, 4.27487278419
5.17029513383, 4.27434426006
5.20201473588, 4.27381573593
5.23373433793, 4.27328721179
5.26545393997, 4.27275868766
5.29717354202, 4.27223016353
5.32889314407, 4.2717016394
5.36061274612, 4.27149031129
5.39233234817, 4.27096178716
5.42405195021, 4.27043326302
5.45577155226, 4.26990473889
5.48749115431, 4.26905901874
5.51921075636, 4.26853049461
5.55093035841, 4.26800197048
5.58264996045, 4.26747344634
5.6143695625, 4.26694492221
5.64608916455, 4.26609920206
5.6778087666, 4.26557067793
5.70952836865, 4.26472495778
5.74124797069, 4.26419643364
5.77296757274, 4.26335071349
5.80468717479, 4.26250499334
5.83640677684, 4.26165927319
5.86812637889, 4.26081355304
5.89984598093, 4.25996783288
5.93156558298, 4.25880491671
5.96328518503, 4.25795919656
5.99500478708, 4.25679628039
6.02672438913, 4.25563336421
6.05844399118, 4.25447044804
6.09016359322, 4.25330753187
6.12188319527, 4.25182741967
6.15360279732, 4.25034730748
6.18532239937, 4.24886719529
6.21704200142, 4.24738708309
6.24876160346, 4.24558977488
6.28048120551, 4.24379246667
6.31220080756, 4.24199515845
6.34392040961, 4.24019785024
6.37564001166, 4.23840054203
6.4073596137, 4.23628603779
6.43907921575, 4.23417153356
6.4707988178, 4.23237422534
6.50251841985, 4.23025972111
6.5342380219, 4.22814521687
6.56595762394, 4.22634790866
6.59767722599, 4.22455060045
6.62939682804, 4.22275329223
6.66111643009, 4.22095598402
6.69283603214, 4.21915867581
6.72455563418, 4.21767856361
6.75627523623, 4.21619845142
6.78799483828, 4.21471833923
6.81971444033, 4.21323822703
6.85143404238, 4.21175811484
6.88315364442, 4.21027800265
6.91487324647, 4.20911508647
6.94659284852, 4.20763497428
6.97831245057, 4.20647205811
7.01003205262, 4.20530914194
7.04175165466, 4.20414622576
7.07347125671, 4.20298330959
7.10519085876, 4.20182039342
7.13691046081, 4.20065747724
7.16863006286, 4.19981175709
7.2003496649, 4.19864884092
7.23206926695, 4.19748592475
7.263788869, 4.19664020459
7.29550847105, 4.19547728842
7.3272280731, 4.19431437225
7.35894767514, 4.19315145608
7.39066727719, 4.19230573592
7.42238687924, 4.19114281975
7.45410648129, 4.18997990358
7.48582608334, 4.18881698741
7.51754568538, 4.18765407123
7.54926528743, 4.18649115506
7.58098488948, 4.18532823889
7.61270449153, 4.18384812669
7.64442409358, 4.18268521052
7.67614369563, 4.18120509833
7.70786329767, 4.17972498613
7.73958289972, 4.17792767792
7.77130250177, 4.17613036971
7.80302210382, 4.17433306149
7.83474170587, 4.17221855726
7.86646130791, 4.17010405302
7.89818090996, 4.16735515675
7.92990051201, 4.16460626047
7.96162011406, 4.1618573642
7.99333971611, 4.1587912719
8.02505931815, 4.15572517961
8.0567789202, 4.15297628333
8.08849852225, 4.15022738706
8.1202181243, 4.1477956868
8.15193772635, 4.14631557461
8.18365732839, 4.14483546242
8.21537693044, 4.14367254624
8.24709653249, 4.14282682609
8.27881613454, 4.14166390992
8.31053573659, 4.14081818977
8.34225533863, 4.13933807757
8.37397494068, 4.1381751614
8.40569454273, 4.13669504921
8.43741414478, 4.13553213303
8.46913374683, 4.13373482482
8.50085334887, 4.13225471263
8.53257295092, 4.13045740441
8.56429255297, 4.1286600962
8.59601215502, 4.12686278799
8.62773175707, 4.12506547977
8.65945135911, 4.12295097554
8.69117096116, 4.12115366732
8.72289056321, 4.11903916309
8.75461016526, 4.11692465886
8.78632976731, 4.11512735064
8.81804936935, 4.11301284641
8.8497689714, 4.11089834217
8.88148857345, 4.10878383794
8.9132081755, 4.10666933371
8.94492777755, 4.10455482947
8.97664737959, 4.10244032524
9.00836698164, 4.100325821
9.04008658369, 4.09821131677
9.07180618574, 4.09609681253
9.10352578779, 4.0939823083
9.13524538983, 4.09186780407
9.16696499188, 4.08975329983
9.19868459393, 4.0876387956
9.23040419598, 4.08552429136
9.26212379803, 4.08340978713
9.29384340007, 4.08161247892
9.32556300212, 4.07949797468
9.35728260417, 4.07738347045
9.38900220622, 4.07558616223
9.42072180827, 4.073471658
9.45244141032, 4.07167434978
9.48416101236, 4.06955984555
9.51588061441, 4.06776253734
9.54760021646, 4.06596522912
9.57931981851, 4.06448511693
9.61103942056, 4.06268780872
9.6427590226, 4.06120769652
9.67447862465, 4.05972758433
9.7061982267, 4.05824747214
9.73791782875, 4.05708455596
9.7696374308, 4.05592163979
9.80135703284, 4.05475872362
9.83307663489, 4.05391300347
9.86479623694, 4.05306728331
9.89651583899, 4.05222156316
9.92823544104, 4.05137584301
9.95995504308, 4.05084731888
9.99167464513, 4.05000159872
10.0233942472, 4.04947307459
10.0551138492, 4.04862735444
10.0868334513, 4.04746443827
10.1185530533, 4.04661871812
10.1502726554, 4.04545580194
10.1819922574, 4.04397568975
10.2137118595, 4.04249557756
10.2454314615, 4.04133266138
10.2771510636, 4.03953535317
10.3088706656, 4.03805524098
10.3405902677, 4.03657512878
10.3723098697, 4.03477782057
10.4040294718, 4.03298051236
10.4357490738, 4.03150040016
10.4674686759, 4.02970309195
10.4991882779, 4.02790578374
10.5309078799, 4.02610847552
10.562627482, 4.02462836333
10.594347084, 4.02283105511
10.6260666861, 4.0210337469
10.6577862881, 4.01923643869
10.6895058902, 4.01775632649
10.7212254922, 4.01595901828
10.7529450943, 4.01447890609
10.7846646963, 4.01299879389
10.8163842984, 4.0115186817
10.8481039004, 4.00972137349
10.8798235025, 4.00824126129
10.9115431045, 4.0067611491
10.9432627066, 4.00559823293
10.9749823086, 4.00411812073
11.0067019107, 4.00263800854
11.0384215127, 4.00115789635
11.0701411148, 3.99999498017
11.1018607168, 3.99851486798
11.1335803189, 3.99735195181
11.1652999209, 3.99587183962
11.197019523, 3.99470892344
11.228739125, 3.99322881125
11.2604587271, 3.99206589508
11.2921783291, 3.99058578288
11.3238979311, 3.98942286671
11.3556175332, 3.98794275452
11.3873371352, 3.98677983834
11.4190567373, 3.98561692217
11.4507763393, 3.98413680998
11.4824959414, 3.98297389381
11.5142155434, 3.98181097763
11.5459351455, 3.98033086544
11.5776547475, 3.97916794927
11.6093743496, 3.97800503309
11.6410939516, 3.9765249209
11.6728135537, 3.97536200473
11.7045331557, 3.97388189254
11.7362527578, 3.97271897636
11.7679723598, 3.97155606019
11.7996919619, 3.970075948
11.8314115639, 3.96891303182
11.863131166, 3.96743291963
11.894850768, 3.96627000346
11.9265703701, 3.96478989126
11.9582899721, 3.96362697509
11.9900095742, 3.9621468629
12.0217291762, 3.96098394673
12.0534487783, 3.95950383453
12.0851683803, 3.95834091836
12.1168879824, 3.95686080617
12.1486075844, 3.95538069397
12.1803271864, 3.9542177778
12.2120467885, 3.95273766561
12.2437663905, 3.95157474943
12.2754859926, 3.95009463724
12.3072055946, 3.94861452505
12.3389251967, 3.94745160887
12.3706447987, 3.94597149668
12.4023644008, 3.94480858051
12.4340840028, 3.94364566434
12.4658036049, 3.94216555214
12.4975232069, 3.94100263597
12.529242809, 3.9398397198
12.560962411, 3.93867680362
12.5926820131, 3.93751388745
12.6244016151, 3.93635097128
12.6561212172, 3.93518805511
12.6878408192, 3.93434233495
12.7195604213, 3.93317941878
12.7512800233, 3.93201650261
12.7829996254, 3.93117078246
12.8147192274, 3.93000786628
12.8464388295, 3.92916214613
12.8781584315, 3.92799922996
12.9098780336, 3.92715350981
12.9415976356, 3.92630778965
12.9733172376, 3.92514487348
13.0050368397, 3.92429915333
13.0367564417, 3.92345343318
13.0684760438, 3.92260771302
13.1001956458, 3.92176199287
13.1319152479, 3.92091627272
13.1636348499, 3.92007055257
13.195354452, 3.91922483241
13.227074054, 3.91837911226
13.2587936561, 3.91753339211
13.2905132581, 3.91668767196
13.3222328602, 3.91615914783
13.3539524622, 3.91531342767
13.3856720643, 3.91446770752
13.4173916663, 3.91393918339
13.4491112684, 3.91309346324
13.4808308704, 3.91256493911
13.5125504725, 3.91171921895
13.5442700745, 3.91119069482
13.5759896766, 3.91066217069
13.6077092786, 3.91013364656
13.6394288807, 3.90928792641
13.6711484827, 3.90875940227
13.7028680848, 3.90823087814
13.7345876868, 3.90770235401
13.7663072888, 3.90717382988
13.7980268909, 3.90664530575
13.8297464929, 3.90579958559
13.861466095, 3.90527106146
13.893185697, 3.90474253733
13.9249052991, 3.90389681718
13.9566249011, 3.90336829305
13.9883445032, 3.90252257289
14.0200641052, 3.90167685274
14.0517837073, 3.90083113259
14.0835033093, 3.89998541244
14.1152229114, 3.89913969229
14.1469425134, 3.89797677611
14.1786621155, 3.89681385994
14.2103817175, 3.89565094377
14.2421013196, 3.89417083157
14.2738209216, 3.89269071938
14.3055405237, 3.89089341117
14.3372601257, 3.88909610295
14.3689797278, 3.88729879474
14.4006993298, 3.8851842905
14.4324189319, 3.88338698229
14.4641385339, 3.88127247806
14.495858136, 3.87915797382
14.527577738, 3.87736066561
14.55929734, 3.8755633574
14.5910169421, 3.87376604918
14.6227365441, 3.87196874097
14.6544561462, 3.87017143275
14.6861757482, 3.86837412454
14.7178953503, 3.86689401235
14.7496149523, 3.86541390015
14.7813345544, 3.86425098398
14.8130541564, 3.86308806781
14.8447737585, 3.86160795561
14.8764933605, 3.86076223546
14.9082129626, 3.85959931929
14.9399325646, 3.85875359914
14.9716521667, 3.85759068296
15.0033717687, 3.85674496281
15.0350913708, 3.85589924266
15.0668109728, 3.85537071853
15.0985305749, 3.85452499838
15.1302501769, 3.85367927822
15.161969779, 3.85283355807
15.193689381, 3.85230503394
15.2254089831, 3.85145931379
15.2571285851, 3.85093078966
15.2888481872, 3.85040226552
15.3205677892, 3.84955654537
15.3522873913, 3.84902802124
15.3840069933, 3.84849949711
15.4157265953, 3.84765377696
15.4474461974, 3.84712525282
15.4791657994, 3.84659672869
15.5108854015, 3.84575100854
15.5426050035, 3.84522248441
15.5743246056, 3.84469396028
15.6060442076, 3.84384824012
15.6377638097, 3.84331971599
15.6694834117, 3.84279119186
15.7012030138, 3.84194547171
15.7329226158, 3.84141694758
15.7646422179, 3.84057122742
15.7963618199, 3.83972550727
15.828081422, 3.83887978712
15.859801024, 3.83803406697
15.8915206261, 3.83718834681
15.9232402281, 3.83634262666
15.9549598302, 3.83549690651
15.9866794322, 3.83433399034
16.0183990343, 3.83348827018
16.0501186363, 3.83232535401
16.0818382384, 3.83116243784
16.1135578404, 3.82999952167
16.1452774425, 3.82915380151
16.1769970445, 3.82799088534
16.2087166465, 3.82682796917
16.2404362486, 3.825665053
16.2721558506, 3.82481933284
16.3038754527, 3.82365641667
16.3355950547, 3.82281069652
16.3673146568, 3.82164778035
16.3990342588, 3.82080206019
16.4307538609, 3.81995634004
16.4624734629, 3.81911061989
16.494193065, 3.81826489974
16.525912667, 3.8177363756
16.5576322691, 3.81689065545
16.5893518711, 3.81636213132
16.6210714732, 3.81583360719
16.6527910752, 3.81498788704
16.6845106773, 3.8144593629
16.7162302793, 3.81393083877
16.7479498814, 3.81340231464
16.7796694834, 3.81287379051
16.8113890855, 3.8126624624
16.8431086875, 3.81213393827
16.8748282896, 3.81160541413
16.9065478916, 3.81139408602
16.9382674937, 3.81086556189
16.9699870957, 3.81065423378
17.0017066977, 3.81012570965
17.0334262998, 3.80991438154
17.0651459018, 3.80970305343
17.0968655039, 3.80917452929
17.1285851059, 3.80896320118
17.160304708, 3.80875187307
17.19202431, 3.80854054496
17.2237439121, 3.80832921685
17.2554635141, 3.80780069272
17.2871831162, 3.80758936461
17.3189027182, 3.80737803649
17.3506223203, 3.80716670838
17.3823419223, 3.80695538027
17.4140615244, 3.80674405216
17.4457811264, 3.80653272405
17.4775007285, 3.80632139594
17.5092203305, 3.80611006783
17.5409399326, 3.80589873971
17.5726595346, 3.8056874116
17.6043791367, 3.80579327951
17.6360987387, 3.8055819514
17.6678183408, 3.80537062329
17.6995379428, 3.80515929518
17.7312575449, 3.80494796707
17.7629771469, 3.80473663896
17.7946967489, 3.80452531084
17.826416351, 3.80463117875
17.858135953, 3.80441985064
17.8898555551, 3.80420852253
17.9215751571, 3.80399719442
17.9532947592, 3.80410306233
17.9850143612, 3.80389173422
18.0167339633, 3.80368040611
18.0484535653, 3.80346907799
18.0801731674, 3.8035749459
18.1118927694, 3.80336361779
18.1436123715, 3.80315228968
18.1753319735, 3.80325815759
18.2070515756, 3.80304682948
18.2387711776, 3.80283550137
18.2704907797, 3.80294136928
18.3022103817, 3.80273004117
18.3339299838, 3.80251871305
18.3656495858, 3.80262458096
18.3973691879, 3.80241325285
18.4290887899, 3.80220192474
18.460808392, 3.80230779265
18.492527994, 3.80209646454
18.5242475961, 3.80188513643
18.5559671981, 3.80199100434
18.5876868001, 3.80177967623
18.6194064022, 3.80188554413
18.6511260042, 3.80167421602
18.6828456063, 3.80146288791
18.7145652083, 3.80156875582
18.7462848104, 3.80135742771
18.7780044124, 3.80146329562
18.8097240145, 3.80125196751
18.8414436165, 3.80135783542
18.8731632186, 3.8011465073
18.9048828206, 3.80093517919
18.9366024227, 3.8010410471
18.9683220247, 3.80082971899
19.0000416268, 3.8009355869
19.0317612288, 3.80072425879
19.0634808309, 3.8008301267
19.0952004329, 3.80061879859
19.126920035, 3.8007246665
19.158639637, 3.80051333838
19.1903592391, 3.80030201027
19.2220788411, 3.80040787818
19.2537984432, 3.80019655007
19.2855180452, 3.80030241798
19.3172376473, 3.80009108987
19.3489572493, 3.80019695778
19.3806768514, 3.79998562967
19.4123964534, 3.80009149758
19.4441160554, 3.79988016946
19.4758356575, 3.79998603737
19.5075552595, 3.79977470926
19.5392748616, 3.79988057717
19.5709944636, 3.79966924906
19.6027140657, 3.79977511697
19.6344336677, 3.79956378886
19.6661532698, 3.79966965677
19.6978728718, 3.79945832866
19.7295924739, 3.79956419657
19.7613120759, 3.79935286845
19.793031678, 3.79945873636
19.82475128, 3.79956460427
19.8564708821, 3.79935327616
19.8881904841, 3.79945914407
19.9199100862, 3.79924781596
19.9516296882, 3.79935368387
19.9833492903, 3.79914235576
20.0150688923, 3.79924822367
20.0467884944, 3.79903689555
20.0785080964, 3.79914276346
20.1102276985, 3.79893143535
20.1419473005, 3.79903730326
20.1736669026, 3.79914317117
20.2053865046, 3.79893184306
20.2371061066, 3.79903771097
20.2688257087, 3.79882638286
20.3005453107, 3.79893225077
20.3322649128, 3.79872092265
20.3639845148, 3.79882679056
20.3957041169, 3.79893265847
20.4274237189, 3.79872133036
20.459143321, 3.79882719827
20.490862923, 3.79861587016
20.5225825251, 3.79872173807
20.5543021271, 3.79882760598
20.5860217292, 3.79861627787
20.6177413312, 3.79872214578
20.6494609333, 3.79851081766
20.6811805353, 3.79861668557
20.7129001374, 3.79872255348
20.7446197394, 3.79851122537
20.7763393415, 3.79861709328
20.8080589435, 3.79840576517
20.8397785456, 3.79851163308
20.8714981476, 3.79861750099
20.9032177497, 3.79840617288
20.9349373517, 3.79851204079
20.9666569538, 3.79861790869
20.9983765558, 3.79840658058
21.0300961578, 3.79851244849
21.0618157599, 3.7986183164
21.0935353619, 3.79840698829
21.125254964, 3.7985128562
21.156974566, 3.79830152809
21.1886941681, 3.798407396
21.2204137701, 3.79851326391
21.2521333722, 3.79830193579
21.2838529742, 3.7984078037
21.3155725763, 3.79851367161
21.3472921783, 3.7983023435
21.3790117804, 3.79840821141
21.4107313824, 3.79851407932
21.4424509845, 3.79830275121
21.4741705865, 3.79840861912
21.5058901886, 3.79851448703
21.5376097906, 3.79830315892
21.5693293927, 3.79840902682
21.6010489947, 3.79851489473
21.6327685968, 3.79862076264
21.6644881988, 3.79840943453
21.6962078009, 3.79851530244
21.7279274029, 3.79862117035
21.759647005, 3.79840984224
21.791366607, 3.79851571015
21.823086209, 3.79862157806
21.8548058111, 3.79841024995
21.8865254131, 3.79851611785
21.9182450152, 3.79862198576
21.9499646172, 3.79872785367
21.9816842193, 3.79851652556
22.0134038213, 3.79862239347
22.0451234234, 3.79872826138
22.0768430254, 3.79883412929
22.1085626275, 3.79862280118
22.1402822295, 3.79872866909
22.1720018316, 3.798834537
22.2037214336, 3.79894040491
22.2354410357, 3.79872907679
22.2671606377, 3.7988349447
22.2988802398, 3.79894081261
22.3305998418, 3.79904668052
22.3623194439, 3.79883535241
22.3940390459, 3.79894122032
22.425758648, 3.79904708823
22.45747825, 3.79915295614
22.4891978521, 3.79894162803
22.5209174541, 3.79904749594
22.5526370562, 3.79915336384
22.5843566582, 3.79925923175
22.6160762603, 3.79904790364
22.6477958623, 3.79915377155
22.6795154643, 3.79925963946
22.7112350664, 3.79936550737
22.7429546684, 3.79947137528
22.7746742705, 3.79926004717
22.8063938725, 3.79936591508
22.8381134746, 3.79947178299
22.8698330766, 3.7995776509
22.9015526787, 3.7996835188
22.9332722807, 3.79947219069
22.9649918828, 3.7995780586
22.9967114848, 3.79968392651
23.0284310869, 3.79978979442
23.0601506889, 3.79989566233
23.091870291, 3.80000153024
23.123589893, 3.79979020213
23.1553094951, 3.79989607004
23.1870290971, 3.80000193795
23.2187486992, 3.80010780585
23.2504683012, 3.80021367376
23.2821879033, 3.80031954167
23.3139075053, 3.80042540958
23.3456271074, 3.80021408147
23.3773467094, 3.80031994938
23.4090663115, 3.80042581729
23.4407859135, 3.8005316852
23.4725055155, 3.80063755311
23.5042251176, 3.80074342102
23.5359447196, 3.80084928893
23.5676643217, 3.80063796081
23.5993839237, 3.80074382872
23.6311035258, 3.80084969663
23.6628231278, 3.80095556454
23.6945427299, 3.80106143245
23.7262623319, 3.80116730036
23.757981934, 3.80127316827
23.789701536, 3.80106184016
23.8214211381, 3.80116770807
23.8531407401, 3.80127357598
23.8848603422, 3.80137944389
23.9165799442, 3.80148531179
23.9482995463, 3.8015911797
23.9800191483, 3.80169704761
24.0117387504, 3.80180291552
24.0434583524, 3.80190878343
24.0751779545, 3.80169745532
24.1068975565, 3.80180332323
24.1386171586, 3.80190919114
24.1703367606, 3.80201505905
24.2020563627, 3.80212092696
24.2337759647, 3.80222679487
24.2654955667, 3.80233266277
24.2972151688, 3.80243853068
24.3289347708, 3.80254439859
24.3606543729, 3.8026502665
24.3923739749, 3.80243893839
24.424093577, 3.8025448063
24.455813179, 3.80265067421
24.4875327811, 3.80275654212
24.5192523831, 3.80286241003
24.5509719852, 3.80296827794
24.5826915872, 3.80307414585
24.6144111893, 3.80318001376
24.6461307913, 3.80328588166
24.6778503934, 3.80339174957
24.7095699954, 3.80349761748
24.7412895975, 3.80328628937
24.7730091995, 3.80339215728
24.8047288016, 3.80349802519
24.8364484036, 3.8036038931
24.8681680057, 3.80370976101
24.8998876077, 3.80381562892
24.9316072098, 3.80392149683
24.9633268118, 3.80402736474
24.9950464139, 3.80413323264
25.0267660159, 3.80423910055
25.0584856179, 3.80434496846
25.09020522, 3.80445083637
25.121924822, 3.80423950826
25.1536444241, 3.80434537617
25.1853640261, 3.80445124408
25.2170836282, 3.80455711199
25.2488032302, 3.8046629799
25.2805228323, 3.80476884781
25.3122424343, 3.80487471572
25.3439620364, 3.80498058362
25.3756816384, 3.80508645153
25.4074012405, 3.80519231944
25.4391208425, 3.80529818735
25.4708404446, 3.80540405526
25.5025600466, 3.80519272715
25.5342796487, 3.80529859506
25.5659992507, 3.80540446297
25.5977188528, 3.80551033088
25.6294384548, 3.80561619879
25.6611580569, 3.8057220667
25.6928776589, 3.8058279346
25.724597261, 3.80593380251
25.756316863, 3.80603967042
25.7880364651, 3.80614553833
25.8197560671, 3.80625140624
25.8514756692, 3.80604007813
25.8831952712, 3.80614594604
25.9149148732, 3.80625181395
25.9466344753, 3.80635768186
25.9783540773, 3.80646354977
26.0100736794, 3.80656941768
26.0417932814, 3.80667528558
26.0735128835, 3.80678115349
26.1052324855, 3.8068870214
26.1369520876, 3.80699288931
26.1686716896, 3.8067815612
26.2003912917, 3.80688742911
26.2321108937, 3.80699329702
26.2638304958, 3.80709916493
26.2955500978, 3.80720503284
26.3272696999, 3.80731090075
26.3589893019, 3.80741676866
26.390708904, 3.80752263656
26.422428506, 3.80762850447
26.4541481081, 3.80741717636
26.4858677101, 3.80752304427
26.5175873122, 3.80762891218
26.5493069142, 3.80773478009
26.5810265163, 3.807840648
26.6127461183, 3.80794651591
26.6444657204, 3.80805238382
26.6761853224, 3.80784105571
26.7079049244, 3.80794692362
26.7396245265, 3.80805279152
26.7713441285, 3.80815865943
26.8030637306, 3.80826452734
26.8347833326, 3.80837039525
26.8665029347, 3.80847626316
26.8982225367, 3.80826493505
26.9299421388, 3.80837080296
26.9616617408, 3.80847667087
26.9933813429, 3.80858253878
27.0251009449, 3.80868840669
27.056820547, 3.80847707858
27.088540149, 3.80858294648
27.1202597511, 3.80868881439
27.1519793531, 3.8087946823
27.1836989552, 3.80890055021
27.2154185572, 3.8086892221
27.2471381593, 3.80879509001
27.2788577613, 3.80890095792
27.3105773634, 3.80900682583
27.3422969654, 3.80911269374
27.3740165675, 3.80890136563
27.4057361695, 3.80900723353
27.4374557716, 3.80911310144
27.4691753736, 3.80921896935
27.5008949756, 3.80900764124
27.5326145777, 3.80911350915
27.5643341797, 3.80921937706
27.5960537818, 3.80932524497
27.6277733838, 3.80911391686
27.6594929859, 3.80921978477
27.6912125879, 3.80932565268
27.72293219, 3.80911432456
27.754651792, 3.80922019247
27.7863713941, 3.80932606038
27.8180909961, 3.80943192829
27.8498105982, 3.80922060018
27.8815302002, 3.80932646809
27.9132498023, 3.809432336
27.9449694043, 3.80922100789
27.9766890064, 3.8093268758
28.0084086084, 3.80943274371
28.0401282105, 3.80922141559
28.0718478125, 3.8093272835
28.1035674146, 3.80943315141
28.1352870166, 3.8092218233
28.1670066187, 3.80932769121
28.1987262207, 3.80943355912
28.2304458228, 3.80922223101
28.2621654248, 3.80932809892
28.2938850268, 3.80911677081
28.3256046289, 3.80922263872
28.3573242309, 3.80932850663
28.389043833, 3.80911717851
28.420763435, 3.80922304642
28.4524830371, 3.80901171831
28.4842026391, 3.80911758622
28.5159222412, 3.80922345413
28.5476418432, 3.80901212602
28.5793614453, 3.80911799393
28.6110810473, 3.80890666582
28.6428006494, 3.80901253373
28.6745202514, 3.80880120561
28.7062398535, 3.80890707352
28.7379594555, 3.80901294143
28.7696790576, 3.80880161332
28.8013986596, 3.80890748123
28.8331182617, 3.80869615312
28.8648378637, 3.80880202103
28.8965574658, 3.80859069292
28.9282770678, 3.80869656083
28.9599966699, 3.80848523271
28.9917162719, 3.80859110062
29.023435874, 3.80837977251
29.055155476, 3.80848564042
29.0868750781, 3.80827431231
29.1185946801, 3.80838018022
29.1503142821, 3.80816885211
29.1820338842, 3.80827472002
29.2137534862, 3.80806339191
29.2454730883, 3.80816925981
29.2771926903, 3.8079579317
29.3089122924, 3.80806379961
29.3406318944, 3.8078524715
29.3723514965, 3.80795833941
29.4040710985, 3.8077470113
29.4357907006, 3.80785287921
29.4675103026, 3.8076415511
29.4992299047, 3.80774741901
29.5309495067, 3.80753609089
29.5626691088, 3.8076419588
29.5943887108, 3.80743063069
29.6261083129, 3.80721930258
29.6578279149, 3.80732517049
