# Babu2013 Figure 5
# Temperature: 1223 K
# Strain rate: 1.0e-1 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 59.594
0.000812, 64.463
0.010726, 73.749
0.021079, 76.183
0.053833, 72.397
0.087408, 71.225
0.120567, 70.143
0.153316, 67.889
0.186059, 67.348
0.220463, 65.905
0.252382, 64.192
0.285959, 62.119
0.318701, 61.848
0.352691, 60.225
0.383777, 59.594
0.41735, 58.873
0.451336, 58.422
