# Babu2013 Figure 5
# Temperature: 1323 K
# Strain rate: 1.0e-1 s^-1
# -----------
# Chemistry (weight %)
# Ti, Bal.
#  Y, 0
#  N, 0
#  C, 0.01
#  H, 0.0082
# Fe, 0.21
#  O, 0.162
# Al, 6.19
#  V, 3.98
# Mn, <0.01
# Si, <0.01
# ----------
Plastic strain, stress (MPa)
0.0, 32.908
0.00996, 28.941
0.020728, 31.285
0.05512, 33.268
0.091175, 33.719
0.125574, 33.719
0.160803, 33.449
0.196031, 33.358
0.230016, 33.358
0.265662, 32.367
0.299649, 31.736
0.334464, 31.104
0.370523, 30.563
0.404924, 30.113
0.439738, 29.752
0.474547, 31.195
