foot,top,int
5.263999999999999,35.9452,147.8607454577
4.6996,36.7691,149.72154145705
5.482,35.7477,147.18332315155
5.7173,33.5311,142.4120504925
4.7844999999999995,36.010099999999994,148.04295236435
6.3326,30.448869999999996,135.20251850544997
5.0776,35.0887,146.092112029
5.3329,35.2127,146.16018343865
6.8071,29.96075,133.81093632249
5.3655,33.9728,143.5424674201
4.6826,36.2052,148.63012807595
4.9755,34.6102,144.980050891
5.5598,34.4983,144.57807409545
5.0001,35.470499999999994,146.939280597
4.8808,34.898199999999996,145.808008557
5.5845,31.211820000000003,137.39652430585502
6.4796,32.76544,140.237806891215
4.8088999999999995,36.421499999999995,148.977112208
7.5673,27.06071,126.4404937089
5.674,34.0613,143.5505218085
5.209099999999999,34.5612,144.892964055
5.4436,33.471,142.4425408031
5.3295,35.0933,145.96695392499998
4.5575,36.4653,149.02485749000002
5.0694,34.6767,145.21740853149998
5.5691999999999995,32.19025,139.52412187362
4.4639,36.999300000000005,150.32368300220003
6.6698,30.02374,133.9490877953
5.7019,32.36598,139.91751795966
4.7632,33.959500000000006,143.75113511150002
5.9978,31.40798,137.51910294469
5.7341,33.882200000000005,143.12793600260002
4.9321,35.9208,147.85238070115
5.2022,34.453500000000005,144.67552813325
5.546100000000001,32.109410000000004,139.44788224141
5.6401,32.18014,139.44928559853
4.896,36.1911,148.50388783449998
6.5100999999999996,29.69501,133.37650470786
4.6814,36.7286,149.649973408
5.9451,31.50836,137.78870381518502
5.4274000000000004,34.4298,144.4095996455
5.5485,32.65424,140.56902814873
5.1125,32.69628,140.89337904286998
5.7572,33.775499999999994,142.88965747209997
5.324,33.4911,142.46288876405
5.6445,33.35936,142.10588053635001
5.5723,35.4287,146.484892849
5.0259,35.69029999999999,147.39708597999999
5.0456,35.665299999999995,147.31277655334998
4.5831,36.628699999999995,149.3419578223
5.3037,31.19856,137.5932398903
5.553599999999999,34.4191,144.410321961
5.090599999999999,33.4423,142.5329654525
4.9063,36.803,149.77300055575
4.7612,36.1043,148.15076693955
5.3547,32.40222,140.134270033845
5.4133,31.42109,138.08947148705
4.8308,35.3511,146.57938721615
5.3308,34.3083,144.2485347795
6.0628,34.5022,144.2613069555
6.0676,30.25513,135.07352923273
4.5332,36.8292,149.89300835335
6.436,32.60548,139.88379665558
