axial-direction, radial-direction
0.023777135,6.2767363
1.4309679,5.6615877
2.775873,5.4526863
4.1515307,5.3839183
6.2535377,5.385882
8.201049,5.331659
10.334047,5.2635984
12.513462,5.1535497
14.909307,5.001672
17.104145,4.9196587
19.468903,4.9218674
21.911005,4.8681064
25.46587,4.871427
25.455893,0.051797736
