axial-direction, radial-direction
0.11739847,6.649864
1.0724006,6.3202767
2.3111951,5.965694
3.0853195,5.814143
3.7560856,5.764327
4.813825,5.6896906
6.2583165,5.717622
8.064119,5.644256
9.483037,5.5447555
10.953412,5.5217752
12.398081,5.4477963
14.023539,5.246736
15.829386,5.1478925
17.377235,5.0740886
18.847656,5.025631
20.653503,4.9267874
24.290592,4.9584427
24.299154,0.041272346
