axial-direction, radial-direction
-0.006797565,7.1188407
1.5142406,6.679436
3.0095942,6.1472583
4.530455,5.893361
5.973908,5.732158
7.5204315,5.594223
8.963752,5.57215
10.510253,5.457403
12.005208,5.3426166
13.500096,5.297395
14.969278,5.1825886
16.515823,5.0214653
17.98494,4.976224
19.505623,4.907834
20.948942,4.8857613
23.500465,4.910922
23.530844,0.08775338
