axial-direction, radial-direction
-0.006806257,7.9521275
1.457108,7.3683186
2.9997838,6.3590474
4.4897165,5.90824
5.9796495,5.4574327
7.4694915,5.113009
9.011348,5.061184
10.474807,5.0092897
11.990553,4.930846
13.506231,4.93219
14.9958,4.9069147
16.485346,4.9082355
17.94876,4.9095325
19.490547,4.937495
20.980093,4.938816
22.495794,4.9135637
23.959185,4.941457
24.978394,4.8891687
25.034801,0.048789755
