axial-direction, radial-direction
0.33096927,8.922306
1.9621749,7.794486
3.9243498,6.265664
6.07565,5.263158
7.990544,4.9874687
9.952719,4.9874687
11.938535,4.937343
14.042553,5.0125313
16.028368,4.887218
17.943262,4.8621554
19.952719,4.887218
21.962175,4.8621554
24.373522,4.887218
24.397163,0
