axial-direction, radial-direction
0.10955958,8.536334
1.2354989,7.6278296
2.883946,6.7760177
4.5845895,5.951975
6.2066994,5.1829643
7.3045263,5.075498
8.637611,4.941057
10.205681,4.8901396
12.008805,4.8951206
13.707468,4.8721886
16.05923,4.9339347
18.51573,4.913096
20.998291,4.919954
24.604607,4.9022913
24.642757,0.040450174
