axial-direction, radial-direction
0.071678005,6.708963
1.0547258,6.3806763
2.21883,6.0272264
2.9948254,5.8759813
3.7448916,5.8006644
4.753534,5.7761993
6.2535996,5.701515
8.089828,5.677748
9.460561,5.6282716
10.934809,5.5029325
12.331427,5.4281616
14.0385,5.227069
15.77128,5.2032146
17.349022,5.02733
18.849087,4.952646
20.685337,4.9035625
24.254278,4.9318905
24.258581,0.045788117
