axial-direction, radial-direction
-0.058399934,7.202324
1.5156037,6.687424
2.9606304,6.1724234
4.5086613,5.845187
5.9791064,5.7290344
7.5010977,5.6598434
8.997338,5.543711
10.493512,5.49796
11.989775,5.3583674
13.485993,5.2656956
15.033847,5.126143
16.47843,5.080352
18.026283,4.940799
19.470888,4.871547
21.07022,4.8493376
23.572325,4.8982153
23.576939,0.01843755
