# theta,p,s0,sInf,kappa,gamma,y0,yInf
4.433369614915735890e-02,1.084148777944529130e+00,2.874197033440526600e-02,2.452926540889333734e-02,2.691232075305386995e-01,4.863618527630388138e-05,2.604996854921502042e-02,4.423642010184737801e-03
3.954210920983964456e-02,1.790839976239180453e+00,3.782919502536949419e-02,2.676307482409547023e-02,2.726376138335048771e-01,5.068601203400163898e-05,2.485529255997713516e-02,6.091516155394287660e-03
3.623251609914497628e-02,1.573410048467583255e+00,3.599610178258918353e-02,2.557795184092857138e-02,2.556893616822178972e-01,5.044491217085890700e-05,2.421866687887311645e-02,6.183544457168043892e-03
4.280608281335504528e-02,1.716841305877571777e+00,3.390641756490188341e-02,2.859788456337112456e-02,2.446409856112930492e-01,4.470141965693021627e-05,2.392591808474779647e-02,4.857404186579109863e-03
4.580332631279839667e-02,1.758461439307397844e+00,3.627670533332599118e-02,2.912324510420127854e-02,2.704770555092406714e-01,5.637832280778847638e-05,2.611039829311165641e-02,4.320053657526494971e-03
4.321480829130312784e-02,1.213444111579616402e+00,3.492734898292955414e-02,3.172244321756467061e-02,3.091019448595113128e-01,3.530891342689904100e-05,2.747985631315693483e-02,4.723760265416825262e-03
4.250936224131422747e-02,2.076419962075244374e+00,3.445445289603264044e-02,3.245455340150212725e-02,2.903444795780260046e-01,3.971763924715297290e-05,2.665305304037156667e-02,4.868637828397084748e-03
3.961494648540337532e-02,1.943500761800466714e+00,3.663208777898217805e-02,2.694734217824436978e-02,2.519395304514537304e-01,4.861288483892370414e-05,2.363777326895671882e-02,6.059226233258126378e-03
3.809016052885560305e-02,1.874734163471688531e+00,3.474685123808711473e-02,2.280582928304385540e-02,2.191652109300027684e-01,5.706744978690746125e-05,2.335587466275115820e-02,4.701087622804606993e-03
3.800526544822193514e-02,1.676112797297633517e+00,3.481282639281305102e-02,2.726652385708932744e-02,2.520022825211482020e-01,5.145989896974450725e-05,2.391823947530856073e-02,6.113201881343070104e-03
4.267200509009180104e-02,1.807354164921900930e+00,2.958442943142297263e-02,2.698004373821400945e-02,2.474444227728771484e-01,4.703163916191779376e-05,2.313077938144926515e-02,6.218292385851531545e-03
3.708544137964341764e-02,1.454628139080413218e+00,3.314225728935617926e-02,2.003769811873739801e-02,2.141555989691622253e-01,5.952634510120305205e-05,2.328073681486030402e-02,4.790315914146409462e-03
3.941370236537150573e-02,1.736496354816786880e+00,3.556175632413299814e-02,2.108630684294829361e-02,2.127675035126325997e-01,6.085187840976834868e-05,2.310561525926496662e-02,4.747560800325475658e-03
3.749177089267120844e-02,1.983866014894780871e+00,3.145593697327789956e-02,3.064605471169535786e-02,2.220810100668963449e-01,5.438599250585656218e-05,2.256953545862424096e-02,6.190531883541746695e-03
3.845248617206202535e-02,1.744116392773720214e+00,3.495946905391505294e-02,2.976054710880092491e-02,2.365511298802208118e-01,5.358474797486267784e-05,2.302742319219788086e-02,6.138726883200132552e-03
4.437810428070286528e-02,1.868865953463195728e+00,2.688525596741277862e-02,2.543253457590030284e-02,2.364951106182729967e-01,4.241346894868904622e-05,2.324313346697215454e-02,5.736181819751121069e-03
4.841759309996240129e-02,2.104385850155471527e+00,3.720345849638228425e-02,3.005116083056166496e-02,3.690628962267565871e-01,4.301298222427401641e-05,2.834584125125130805e-02,7.334688298939746019e-03
4.565334973107815220e-02,1.935398537996915191e+00,3.708134341189463917e-02,2.978203809707315186e-02,3.618472456608173293e-01,4.464018278171294176e-05,2.844344105576883386e-02,7.236129950733918674e-03
4.753501595981178551e-02,2.109951512529585127e+00,3.878874401078825224e-02,2.900327090939850902e-02,3.620122454586874317e-01,4.645668500599180016e-05,2.790337762217285841e-02,7.220837916189160911e-03
