# theta,p,s0,sInf,kappa,gamma,y0,yInf
7.893224996810875582e-02,2.750119308824695796e+00,3.301740143392790233e-02,1.833579832270782264e-02,2.759300917648706553e-01,5.333111050001356651e-05,2.456550784951622851e-02,3.690545767191839941e-03
7.127663471951389829e-02,1.781338132470650537e+00,2.437481364675791323e-02,1.879076162622725019e-02,2.093601306044605703e-01,4.845946658168466325e-05,2.103695437384762654e-02,3.926861997426586010e-03
6.829042215003508498e-02,2.584566325017912725e+00,3.053346368740462308e-02,2.416994462264148227e-02,3.134653286029523978e-01,5.340661798285615527e-05,2.516051949746968275e-02,5.712920899079145139e-03
6.713813746743045596e-02,2.227090533524919813e+00,3.104675655866056400e-02,2.177047387138028936e-02,2.695801288721083044e-01,5.989264258766405035e-05,2.527511400440086639e-02,3.764045128699564612e-03
6.440060716780973693e-02,2.318681329582470418e+00,3.127272426014201384e-02,2.250210242492730467e-02,2.701254928382861853e-01,5.977443421734648026e-05,2.494321100652001355e-02,3.802236561398923513e-03
7.511414367816736382e-02,2.180515388904376906e+00,2.963663650740063285e-02,2.190357414367910885e-02,2.758966182275767731e-01,6.027276855943416789e-05,2.483000285118127509e-02,3.747182269616937660e-03
7.286052000521815730e-02,2.560482408354097128e+00,2.861826359481000823e-02,2.334485706175037575e-02,2.688555994853553122e-01,6.350530247364152066e-05,2.510600031900791021e-02,3.775402161536263717e-03
9.124835930365593484e-02,2.656316571250280756e+00,2.952893977102246173e-02,1.728314654558934030e-02,2.515702133273269303e-01,6.646359452609770855e-05,2.319124147590884491e-02,3.738550262459297124e-03
7.616588416779952742e-02,2.504251345601170353e+00,2.803692119699734142e-02,2.501985726100513022e-02,2.722914401998219880e-01,6.115832567462001624e-05,2.477953449130592539e-02,3.809509940846629323e-03
6.317609559521158991e-02,2.226678405727307464e+00,2.679434290921079223e-02,2.154466580796209063e-02,1.977370098957829392e-01,5.573001953331306726e-05,2.135669783598399124e-02,3.036954360820458276e-03
7.221414698575316649e-02,2.186792835585090078e+00,2.598864427571858510e-02,2.102927522996703158e-02,2.518883419604758811e-01,5.130984758239237999e-05,2.329355255374859421e-02,4.116931959817891722e-03
8.018890335030240402e-02,2.181859651138143619e+00,3.004865537552172880e-02,2.236248327829050767e-02,3.635049910018215424e-01,5.897658472385706031e-05,2.830530077886793394e-02,5.771694471355358347e-03
8.092081898426946307e-02,2.459001505485763239e+00,3.031542782888604903e-02,2.117145634818091982e-02,2.722848148896328535e-01,7.161071246879221574e-05,2.525342549444652487e-02,2.959514616714964148e-03
7.333421060917087730e-02,2.048951461150584574e+00,3.827335157395016230e-02,1.656201015504086410e-02,3.313413832079019627e-01,5.908857473325439036e-05,2.584031493227904527e-02,5.856300903922980784e-03
6.216607162807671894e-02,3.093721588490466967e+00,2.926105550170808242e-02,2.324470467975682172e-02,1.909186209444814486e-01,6.407418549982318108e-05,2.056921641472609155e-02,4.021872186434194592e-03
8.553973004088551157e-02,2.525295926032927074e+00,2.911242460175430743e-02,1.892971930188751956e-02,2.589861402873590013e-01,7.030511704429963881e-05,2.507238956671745123e-02,2.980055612968813845e-03
7.238342815536510932e-02,2.705889930931411502e+00,3.036297905358730648e-02,2.712895987676035639e-02,2.816387187229035804e-01,6.306747407350668576e-05,2.581020424904894792e-02,3.790930753668630190e-03
7.117838472445803255e-02,2.797541358092001662e+00,3.082831593900989611e-02,2.503589683019458167e-02,2.614475919470715670e-01,6.749912649527211423e-05,2.425853708558809579e-02,3.680552423344255180e-03
6.871440118125622665e-02,2.599528752853874636e+00,3.085651011474620231e-02,2.547644698859436244e-02,2.610294610756653810e-01,6.713685145838654681e-05,2.449456457941924167e-02,3.641062439667559769e-03
6.746066751274286399e-02,2.980908661776795476e+00,3.098863452802699814e-02,2.630970074135132591e-02,2.590105965294334789e-01,6.618045014269642622e-05,2.470753519244403562e-02,3.657652334713536353e-03
6.125944282065148849e-02,2.953570253194814921e+00,3.178714929460788041e-02,2.417556237492532456e-02,2.409324619451828631e-01,6.452610218352279083e-05,2.325271053003595198e-02,4.105875457707558636e-03
7.218877936290749031e-02,2.079371684602067116e+00,2.391854796168687083e-02,2.341954637501664910e-02,1.925736505861475878e-01,6.347474279906780131e-05,2.029228585808348986e-02,3.986963349910709400e-03
8.664428513620464622e-02,2.435982875822632288e+00,2.382778476958481023e-02,2.161187730731228829e-02,1.954526800835027223e-01,6.637623225711520864e-05,2.137164728603412403e-02,2.561554182384271922e-03
