# theta,p,s0,sInf,kappa,gamma,y0,yInf
4.294820252621583956e-02,3.221960803026102660e+00,2.746266361562622535e-02,1.575994213980919101e-02,1.823875712783658842e-01,4.169871335371073674e-05,2.497834334062027858e-02,4.914617726711902057e-03
4.561660644796718123e-02,3.283903001201889271e+00,3.053948399117266399e-02,1.494307309306958445e-02,2.062236240682423227e-01,4.267252148352784915e-05,2.709358540844141253e-02,4.562550935281237292e-03
3.614544143994035535e-02,2.861888238973781196e+00,2.973907404710281893e-02,1.884096222323123834e-02,1.976522412260715011e-01,4.399269881448429441e-05,2.357308326096608023e-02,6.372508864090673832e-03
4.066698074262997675e-02,3.358734087975300042e+00,3.486369558908174182e-02,1.446863186184929422e-02,2.018914171052509365e-01,5.770684016126327289e-05,2.692470591027300991e-02,4.760294919444020903e-03
4.170511732054425075e-02,3.205574779333185464e+00,2.907231137068366084e-02,1.731956499126314705e-02,2.201152745378843478e-01,3.692767480675028736e-05,2.638124850588777562e-02,6.121365798834518639e-03
5.280006215000863229e-02,2.723159113840715850e+00,2.819706101112160607e-02,1.950621229389220071e-02,1.977341564963208398e-01,5.082207908759108590e-05,2.415412150461898264e-02,5.485166344650577695e-03
4.466668272360696523e-02,3.126069691574704823e+00,3.122890651558513087e-02,2.351189645932669214e-02,1.754905928423143857e-01,3.864835163916175153e-05,2.321344264610379279e-02,4.391817729832951135e-03
4.589641404816021536e-02,3.311930755896510981e+00,3.072187757717511486e-02,1.670668062752785760e-02,2.100748509363222216e-01,4.268330514588963322e-05,2.493464800344347837e-02,6.309622298617124057e-03
4.326275646734417668e-02,2.640535660807736829e+00,2.751850683546855358e-02,2.332548026963321072e-02,1.832305231455888805e-01,4.493252520613525829e-05,2.163474357901454606e-02,6.458665413838673118e-03
3.841750557648467707e-02,3.486020356311622770e+00,3.155526903204385752e-02,2.240985324483900712e-02,2.182172228077440268e-01,4.133652250090586914e-05,2.711994577636575240e-02,5.199992185831404587e-03
5.029382214038657928e-02,3.513167986658371156e+00,3.103454109193999610e-02,2.655612484637904017e-02,1.769122596830615679e-01,4.645819632102379045e-05,2.090602749034751670e-02,6.369170665232175288e-03
4.101506408711019097e-02,3.384638858987961019e+00,3.134862361606619713e-02,2.316672925618493833e-02,1.637597458239201109e-01,4.946893687548620879e-05,2.055751723421694530e-02,6.385948846687561874e-03
3.950372378943241281e-02,3.372497123718187328e+00,3.498268770885863688e-02,1.876624819626250551e-02,1.929841052997922635e-01,3.455309277352821857e-05,2.365772507644541001e-02,5.308323695135853601e-03
4.094590182303171899e-02,3.315312129100373539e+00,3.530514079775001063e-02,2.223309234233736970e-02,2.212045283135631035e-01,3.843136655175809500e-05,2.898895858026469957e-02,4.659287734996540864e-03
5.066146813233362439e-02,2.851662157995452418e+00,2.991865399727491187e-02,1.689866288094585625e-02,2.343597500842049264e-01,3.876953697735086409e-05,2.921131416930431574e-02,4.910744001185877658e-03
7.001666807326638320e-02,3.584424655662894921e+00,3.145695385283031609e-02,1.025542028815517800e-02,2.224896899013458496e-01,4.834264734123715901e-05,2.608135225112949776e-02,5.854388648538164444e-03
5.090473250775995329e-02,3.106771625830242023e+00,2.940790428808154680e-02,1.743843624594750355e-02,1.929226360431667842e-01,5.796278111075725716e-05,2.379984882456305864e-02,5.632166920269586312e-03
4.944136070528305088e-02,3.446447831929438266e+00,3.212926042569533291e-02,1.104877293331257490e-02,2.224895954556075639e-01,3.968067078945189722e-05,2.685661561221496310e-02,5.607184156321720625e-03
3.790732939855236128e-02,3.169700661913407380e+00,3.211233677802133313e-02,1.522542778910677443e-02,1.612305481264013074e-01,4.533132522730275426e-05,2.300476847218634047e-02,3.832753127067342266e-03
4.449128334125976303e-02,3.469710345451479050e+00,3.259873227660960160e-02,1.924899618669743614e-02,2.012771617027351023e-01,5.036695766829928816e-05,2.412490384260972467e-02,6.331474641940193840e-03
3.596102497585711155e-02,3.178926561981730181e+00,2.751610114202329010e-02,2.270390485879843559e-02,1.879175419831330962e-01,4.845785687654139518e-05,2.247021283035473618e-02,6.999910007383377576e-03
4.261507573957057371e-02,2.968663690360916263e+00,2.772173746089713273e-02,2.604589640195117961e-02,1.603814073011163299e-01,4.818945872420783878e-05,2.283302029963141938e-02,3.997305277113829755e-03
3.310155356036593999e-02,3.760968944837650874e+00,3.147321692417451300e-02,2.075379646121527227e-02,1.409339796876344642e-01,5.229858288645176516e-05,1.998891685886709790e-02,5.673867641343715955e-03
4.158764654820286399e-02,2.862186062656584706e+00,3.548749039362580904e-02,2.028338593008035401e-02,2.036195038519107714e-01,5.565058751916711002e-05,2.749959252618268402e-02,3.896822664317395671e-03
4.399012222611423800e-02,3.366015650184349450e+00,2.943623150153539328e-02,2.626114537565455570e-02,1.825111344155152804e-01,6.139443509608282184e-05,2.318816932250138477e-02,5.389105746112973425e-03
4.045224631548674510e-02,3.139740072086457889e+00,2.858419351574846209e-02,2.158468801961842612e-02,1.693952510735081129e-01,6.277774956151314445e-05,2.229904239786635253e-02,5.482969139382451625e-03
4.662285034901376968e-02,2.772727437343330159e+00,2.963957850283219231e-02,1.318350706875337161e-02,1.565688559415964465e-01,5.156538080388113626e-05,2.112891343358168708e-02,5.349704860208603398e-03
4.886672231666409211e-02,3.287666072222745317e+00,3.233244287622767665e-02,2.335216098509481503e-02,2.224987716806744176e-01,5.659796303660346629e-05,2.711364361440263965e-02,5.483249939773866301e-03
5.661807097158954444e-02,2.447941016013932547e+00,2.568560624115073451e-02,1.160268943483064134e-02,1.702681241885395935e-01,4.660309796876336522e-05,2.227583495146155668e-02,5.287256381363551576e-03
4.494086736767324147e-02,3.361100239172039927e+00,3.289168427064194378e-02,1.983529280707941461e-02,1.578155051792330676e-01,3.277079140523142780e-05,2.250263842736862502e-02,3.605643999871960791e-03
4.533952544910799937e-02,2.873689124746369838e+00,3.603049593132619244e-02,1.619005592101162988e-02,1.841885106790825677e-01,3.177982525369138072e-05,2.315949505089576893e-02,5.180482338694792840e-03
6.287062692350427195e-02,3.566555048672868544e+00,2.926810244585324045e-02,1.664468578316771752e-02,2.032244354303174572e-01,5.445421699455338605e-05,2.655895256781741834e-02,4.312728769069009913e-03
4.661269526698497145e-02,3.316576589291447608e+00,3.221399073457070772e-02,2.400113773163909184e-02,2.399207084494205944e-01,6.400756121983728470e-05,2.990253826266695003e-02,5.666363830583390909e-03
5.365869653561232411e-02,3.690702254994302489e+00,3.063903145556024291e-02,2.332316646455778048e-02,2.521630858474446790e-01,5.372680866110993755e-05,3.059826574590073650e-02,5.640659435371168061e-03
5.444756536371237604e-02,3.478165441972448590e+00,3.189864738604233918e-02,2.819522998538560171e-02,2.476325784105132266e-01,5.470601774105715278e-05,3.038318090967599347e-02,5.644681594068949766e-03
4.954403748372322724e-02,3.821551176785146442e+00,2.514791959942667271e-02,1.496857005065685246e-02,1.661347691299039919e-01,5.251018949794513746e-05,2.212875092353809234e-02,5.218210528065615576e-03
4.888818275532621355e-02,2.953713316571399794e+00,2.627080055814049950e-02,1.015767494832493095e-02,1.533085768665585491e-01,4.577622295241823606e-05,2.049062305039767856e-02,5.823874836256907189e-03
4.504136706898967391e-02,2.994904146171718740e+00,2.973094208440651282e-02,1.221849575365601716e-02,1.715565802708054199e-01,4.884751417925395844e-05,2.190031343428771801e-02,5.523040415953672441e-03
5.146682970466771173e-02,3.044658903334180433e+00,3.045537962424377590e-02,1.266685880239824813e-02,1.631759633298348888e-01,4.867880227268962405e-05,2.056733122017632281e-02,5.611155973848850134e-03
3.905667509890491107e-02,3.580443350966097338e+00,3.400851687221888991e-02,2.068359772167641109e-02,1.487161807695333016e-01,6.064044463626330972e-05,1.967845984052491587e-02,6.346040268844143836e-03
6.047561074181051488e-02,3.612360708270820009e+00,2.758600372319205615e-02,1.565388487855367411e-02,1.843737802690263716e-01,5.875101285841167608e-05,2.392691657288202947e-02,4.875141228914728689e-03
5.430151442416623897e-02,3.315537608938266878e+00,3.094741838598810690e-02,1.841836822628582782e-02,2.289139899047718252e-01,5.906397815246467229e-05,2.663596027120199855e-02,6.092156500583509153e-03
3.560786158999140055e-02,3.233572921456097315e+00,2.609847711161130887e-02,2.370608628788235805e-02,1.878300556808260302e-01,3.699918149208017670e-05,2.341080323975276364e-02,5.963436506994909507e-03
4.079544050324499654e-02,2.594258418913454989e+00,2.785340722215171733e-02,1.690148383042862357e-02,2.157283988852593537e-01,3.809463419192284529e-05,2.729875767074332882e-02,5.232197600637612626e-03
6.046195657367800513e-02,3.666644906277701566e+00,2.863037705836185901e-02,1.825311926318025357e-02,2.015541065033470136e-01,2.563957976758787400e-05,2.542098270927892548e-02,3.802288936239448837e-03
5.112486008286924039e-02,3.004471200304002387e+00,3.012678110040399246e-02,2.350868203737264961e-02,2.170561257568594804e-01,6.091987297667426313e-05,2.588536743231013848e-02,6.095103592263131052e-03
4.790556966070689399e-02,2.888046584739913936e+00,2.619404493006315809e-02,2.169101870863869921e-02,1.845009038250079725e-01,6.307485018486987864e-05,2.369343767409289730e-02,5.150611629963751555e-03
6.755389674141160095e-02,3.548471917985025481e+00,2.430153605483739362e-02,2.084019031205238889e-02,1.946683273217022225e-01,5.465495091120799284e-05,2.302485705285824483e-02,6.066877043267975174e-03
4.910425891228254597e-02,3.056680108943256258e+00,2.963608945677714823e-02,1.595022332620978436e-02,2.100906357682693071e-01,6.088287704422115399e-05,2.595227966744803605e-02,5.514692478572430674e-03
4.166645857851673102e-02,2.677596560087700972e+00,2.769485095535261648e-02,1.286091255488865104e-02,1.816090774136348562e-01,5.082951376837721775e-05,2.243724905483250598e-02,6.008860854157299994e-03
4.868781753620667757e-02,3.176119319803302421e+00,2.964796393046041645e-02,2.042262554023829488e-02,2.097270438781487500e-01,6.388334474823389173e-05,2.729824654145552101e-02,4.848559585854086279e-03
4.444956880541302280e-02,3.773222442186452863e+00,2.756988617775807393e-02,2.690706672597691779e-02,1.605264774241899339e-01,5.463173799639293191e-05,2.190402376372742321e-02,5.245773360624827325e-03
4.966439747513297365e-02,3.145993231004344803e+00,2.942420731999419517e-02,1.382822164429296091e-02,1.769472154772227246e-01,5.980866841430623168e-05,2.354569191554957766e-02,5.126029508449222657e-03
5.583461404166530084e-02,3.073956394269099501e+00,3.248033293758680051e-02,2.822696477167150123e-02,2.476997654479475286e-01,5.258901972310642931e-05,3.093668081836326370e-02,5.032487695605235289e-03
4.816144480188209315e-02,3.077605063654069717e+00,2.274559411174180423e-02,1.573385105265666731e-02,1.545570534577196953e-01,5.765946940412866297e-05,2.055998135101716473e-02,6.143451859558420394e-03
4.981136080323509546e-02,2.879615894713807744e+00,3.048717665211755565e-02,2.213236268476312732e-02,2.029991076767938829e-01,6.528464530779848286e-05,2.572450918149488466e-02,4.615424109527161561e-03
4.981939980772270155e-02,2.657124788159148654e+00,2.569298204710231820e-02,1.784363027424864731e-02,1.981511534471467606e-01,5.986043330858748982e-05,2.522209110438767068e-02,5.077924879964113881e-03
4.299649888308100520e-02,2.828493157729278007e+00,2.691529494024593946e-02,1.445106863793118451e-02,1.724658346226271011e-01,3.178547919860244471e-05,2.119509065524680450e-02,6.126658619122815619e-03
4.218744328730186094e-02,2.874816627167953609e+00,2.630597361756512390e-02,1.983578093821468727e-02,1.911066969691134765e-01,4.693010073996556342e-05,2.362064655108941230e-02,5.695094483035456623e-03
4.504047088908520041e-02,3.275712244588576905e+00,3.512126540645181538e-02,2.299599816503759830e-02,2.344433346240853144e-01,4.386955910902584453e-05,3.012198739415820198e-02,4.564351252113563011e-03
