# theta,p,s0,sInf,kappa,gamma,y0,yInf
1.708143124444389538e-01,3.109131526973372583e+00,2.476502093240113417e-02,2.050623503060463454e-02,1.410059496029643922e-01,6.500016618304142973e-05,2.325780340019185585e-02,4.404652957219559045e-03
1.810431620863145741e-01,3.101105339962780150e+00,2.241817725041496401e-02,2.208113247413966834e-02,1.045215037535407315e-01,7.379776291555862028e-05,1.960701672700190801e-02,4.865447031354284795e-03
1.747043668655256787e-01,2.974757043638930121e+00,2.313479742432493491e-02,2.065896509385310720e-02,1.009464295109749193e-01,7.244272555563154839e-05,1.920761912294011511e-02,4.945188459367940922e-03
1.758514650857553319e-01,3.481257358990642370e+00,2.387932693489978539e-02,2.117233665282807625e-02,8.581004186878296580e-02,7.134394213499298384e-05,1.822077267127883426e-02,5.243625268052693779e-03
1.830878355211562614e-01,3.011732754249309085e+00,2.283847957879106549e-02,2.238662665066907739e-02,1.225942661851548848e-01,4.918546561153558502e-05,2.149726973110450620e-02,5.331045807717747255e-03
1.844443487067008725e-01,3.150127350735429044e+00,2.262647619474319680e-02,2.042993751953257539e-02,1.202809910828495921e-01,4.560441371465318559e-05,2.124144957042821413e-02,5.567770191051620368e-03
1.604156436756833670e-01,3.582142882899173042e+00,2.421215515585845371e-02,2.081379631107434930e-02,1.211947732179145809e-01,4.979911159252906305e-05,2.239624878221460266e-02,3.551192613735394861e-03
1.716730202590192322e-01,2.486389695220654339e+00,2.379250935600070449e-02,1.733733408143333515e-02,8.650001770681657598e-02,6.072152298711269274e-05,1.817983625318094279e-02,4.183503950720273215e-03
1.671353633582381704e-01,3.481281830508160979e+00,2.433906263531752240e-02,2.288960426569894985e-02,1.086289344661396372e-01,5.706182325171155374e-05,2.092767298601341114e-02,3.418549822996338507e-03
1.962335876479997521e-01,3.875391653112935320e+00,2.914857052533779969e-02,1.828001831272291211e-02,1.860254341776495790e-01,5.057105313956522481e-05,2.825782438642622171e-02,4.765523446452607330e-03
1.789747815203145687e-01,3.150770051292835827e+00,2.367600567923525481e-02,1.954750792910905921e-02,1.149695336534422019e-01,6.014942003887711669e-05,2.136380940400572914e-02,3.835522008388176068e-03
1.718800701144911347e-01,3.548332935971463709e+00,2.571151676547959661e-02,1.909133791765308882e-02,1.211963757607636138e-01,5.804505579555706220e-05,2.206146488736599603e-02,3.492489066363980380e-03
1.783251895705884049e-01,3.063496111136200017e+00,2.361466746621700141e-02,2.253636353193941635e-02,1.375991420008121913e-01,4.451547815962773376e-05,2.081155607368934124e-02,5.570868931072818324e-03
1.716519712900240191e-01,3.419324075035842458e+00,2.449065308589772061e-02,1.956707796044556899e-02,1.243351903766860556e-01,4.344266719789880560e-05,2.268036467254388663e-02,3.507659036336491752e-03
1.746030235628514005e-01,3.607036837728228029e+00,2.508169533509877619e-02,2.134514880247048024e-02,1.260898814884483521e-01,4.276485198222505747e-05,2.243608812496544758e-02,3.594504077308929325e-03
1.544674865685398135e-01,2.922392897477507301e+00,2.583547607642882465e-02,1.739816205910391100e-02,1.079612992541961469e-01,6.015558227959337989e-05,1.928365527746412136e-02,5.141898877231673368e-03
1.742047669733097770e-01,3.296891266166026568e+00,2.375742141727670703e-02,1.821085561508664977e-02,1.048290870547178150e-01,5.729494151672188333e-05,2.040571183699493515e-02,3.909855775340578474e-03
1.689966281539088955e-01,3.353669019823796393e+00,2.506553200795687622e-02,2.041714713699771880e-02,1.123411785334836044e-01,5.742127105723439498e-05,2.058555194564939267e-02,3.914167873339723103e-03
1.876338808561996419e-01,3.304960999246292719e+00,2.373755206393270839e-02,1.970697429486088087e-02,1.110051870789406508e-01,4.470747484760826627e-05,1.972913542891146024e-02,4.923110807012008074e-03
1.805702147237907007e-01,2.484808664703069603e+00,2.229424036581331703e-02,2.023001069019244452e-02,1.122035355821838359e-01,6.582965136210149960e-05,2.078254811120578555e-02,4.123629949114970827e-03
1.772353611462092193e-01,3.137955286065436944e+00,2.363728655651905694e-02,1.937576143857652755e-02,1.309517704037500563e-01,5.355706833780899935e-05,2.298441628793482239e-02,4.202471689407265808e-03
1.631387454334622122e-01,2.786121989490224937e+00,2.455789389116708882e-02,1.995121401135444353e-02,1.376808964468044238e-01,6.273917693373161949e-05,2.410671774549480451e-02,3.500552539416289070e-03
1.698939515887699370e-01,3.237173876587250643e+00,2.706610611165592706e-02,2.115950221897177838e-02,1.556521972900469508e-01,6.763209396011874396e-05,2.455840559894985342e-02,3.741814561468567810e-03
1.662886652463683723e-01,3.169298113980837162e+00,2.529912094069418360e-02,2.027420374740404249e-02,1.281781901808974333e-01,5.717615283947399666e-05,2.369536792093190555e-02,2.865048500168896131e-03
1.818780338453288847e-01,3.603217264842953682e+00,2.482244637047448937e-02,2.176120858230484387e-02,1.419663230670666076e-01,5.550839789148139804e-05,2.239886120948134454e-02,4.689678332651380475e-03
1.576311534200382225e-01,3.351465637868766834e+00,2.775716635839639568e-02,1.974789528585815801e-02,1.363972139105958936e-01,4.878357429271587781e-05,2.289228938527186619e-02,3.416234129890488320e-03
1.729679139072279326e-01,2.702599797707882168e+00,2.333486538356398243e-02,2.122082987496853174e-02,1.376495808744012395e-01,5.500795546779113930e-05,2.250633660746214140e-02,4.412671553864691044e-03
1.710179293249234067e-01,2.313260173773389994e+00,2.274559707056876198e-02,2.013871704927606976e-02,1.316461434579318246e-01,5.952661086120934563e-05,2.170115787295274698e-02,4.496326508346664384e-03
1.876882914432593530e-01,3.133594431056662355e+00,2.330581831024772579e-02,2.099443902950512419e-02,1.309791722353109422e-01,3.761307932095372296e-05,2.033032671508689174e-02,5.974210451867554422e-03
1.626211875414886598e-01,2.994748774027306659e+00,2.408698816562290443e-02,2.325278042210601401e-02,1.302347448295285703e-01,6.939252901318844133e-05,2.161812784002424201e-02,4.635649217761841911e-03
1.858993047971474466e-01,3.674268276037277570e+00,2.418328520862568151e-02,2.209252536645402165e-02,1.612992100167204290e-01,4.018291563801660909e-05,2.411513144856097454e-02,5.286330159920923401e-03
1.663005179705410452e-01,3.004903925984629076e+00,2.365423942070294869e-02,2.200876863288913493e-02,1.206529028111673618e-01,7.083178704640421836e-05,2.089680952585344295e-02,4.903967899335527451e-03
1.669925718916896173e-01,2.628369544233799981e+00,2.370321747812069446e-02,1.893117633169441247e-02,1.075903657729479213e-01,6.648320847458856497e-05,1.885326801228837459e-02,5.480802076638943351e-03
1.823302355836064759e-01,3.213639915497178201e+00,2.376850128595662387e-02,2.258243391815684467e-02,1.541182165356836109e-01,4.860079979481577963e-05,2.326827037842412946e-02,5.227109994354427538e-03
1.785284576871809248e-01,3.647193848379357117e+00,2.471884194458924544e-02,2.328522658250641725e-02,1.521792588025449866e-01,5.608967357643547747e-05,2.467785571904619266e-02,4.977781726598593491e-03
1.844581280363534748e-01,3.649880692985680408e+00,2.418219531193037050e-02,2.055837633367363013e-02,1.084566648372826542e-01,4.474085276613695640e-05,2.049440096125033223e-02,2.909732587641317928e-03
1.799376513815200140e-01,3.082585452293406192e+00,2.405209484621023686e-02,2.025520240332362790e-02,1.067171064179963103e-01,6.382960887935629180e-05,1.982081902736526277e-02,4.210327024698055053e-03
1.621293588209327396e-01,3.417535571770432767e+00,2.659601998452684746e-02,2.029655301328536429e-02,1.266928945492432346e-01,4.280031623280232443e-05,2.123593706224023020e-02,3.237856554735636227e-03
1.852205411622932507e-01,3.577211109098493047e+00,2.372523246079873138e-02,1.977932885656028331e-02,1.134749868724074656e-01,5.081768242804598953e-05,2.048211287150665874e-02,4.383951748979461431e-03
1.825723709277072004e-01,3.443387926555560252e+00,2.465375513326485690e-02,2.345686829495775491e-02,1.443053750361165677e-01,4.987088662152295323e-05,2.232576988809240395e-02,5.334536072248759891e-03
1.860594994731451235e-01,3.651659722726163793e+00,2.456626515044438297e-02,2.121812644825207123e-02,1.481330408261110898e-01,4.858438094615277037e-05,2.292508940594199796e-02,5.360814036884178208e-03
1.801148956436091353e-01,3.075499821499587227e+00,2.785812244283401851e-02,1.889289515502256753e-02,1.440826180142049384e-01,6.085275840382391947e-05,2.346262300894267488e-02,2.945283860858132971e-03
1.846147961023672512e-01,3.697096152398635205e+00,2.649146205505241783e-02,2.026608902492815431e-02,1.704717981409751004e-01,3.932259821528554265e-05,2.556449266865064990e-02,4.983916529861632562e-03
1.750695293064709612e-01,3.479287710980487613e+00,2.332798413329689041e-02,2.149367647496532724e-02,1.133733255359965775e-01,6.130954548460317130e-05,2.157539876535875117e-02,4.409742901771569225e-03
1.830835643382837663e-01,3.716361910613092068e+00,2.667447256263247649e-02,2.122969626744732399e-02,1.732914053687829858e-01,4.539358810043485045e-05,2.597795692836704640e-02,4.760869531113749373e-03
1.819604031787423748e-01,3.429904071997910808e+00,2.326359803445905705e-02,2.288939180430673778e-02,1.388624388676328314e-01,5.336010818719228859e-05,2.313415807658887255e-02,4.384113553262591369e-03
1.817710547918537367e-01,3.470430858115137074e+00,2.378632365353994249e-02,2.378499405374778428e-02,1.228783027796796629e-01,5.832442121342906445e-05,2.222968864147269186e-02,4.129233284859075079e-03
1.917776724735681393e-01,3.551259675352019141e+00,2.520423173264942432e-02,2.048725497062461876e-02,1.415859866725620864e-01,3.419177026443623031e-05,2.061010556209990838e-02,5.128072626371983807e-03
1.776581362352552262e-01,2.908731290511948231e+00,2.660758280056100059e-02,1.687352185591671494e-02,1.546299725399199188e-01,4.243468179921279775e-05,2.507355065323393570e-02,3.942364791122822919e-03
1.599264495488906535e-01,3.360173890029327648e+00,2.652648288985097122e-02,2.009528798302842589e-02,1.584331500095128020e-01,5.828597485149685105e-05,2.574819755003768251e-02,4.456591767392075430e-03
1.905406667601862447e-01,3.707877117564184921e+00,2.564798507829153459e-02,2.189109377872744053e-02,1.596787285588186778e-01,4.509601481851544332e-05,2.397083503586907444e-02,4.526188135882159257e-03
1.877844649227255469e-01,3.184030802984835429e+00,2.657883356521600904e-02,1.852805949162095872e-02,1.482858113917605580e-01,6.030870751403712957e-05,2.268847639996747489e-02,5.044472482776243827e-03
