# theta,p,s0,sInf,kappa,gamma,y0,yInf
1.240886047167088502e-01,2.437475494831518930e+00,3.033682772887313916e-02,1.290521779981198755e-02,1.606501730151146667e-01,4.891388127519834901e-05,2.662206188860839762e-02,4.949648600950332100e-03
1.141816178192624487e-01,2.265724238095867094e+00,2.937746570190679848e-02,1.254185652813289038e-02,1.587201163551289484e-01,4.685985624090948694e-05,2.719350312869760547e-02,4.828638712412229583e-03
1.134422837455120736e-01,2.035659163117599757e+00,2.866789911906785296e-02,1.357365013838189235e-02,1.611915604843896233e-01,4.443772523543196556e-05,2.658019222226810918e-02,4.996514517030881293e-03
1.140079954988110905e-01,2.164087774320688329e+00,2.840666069519918666e-02,1.661379943432310033e-02,1.381527462351983537e-01,3.377928675870057578e-05,2.269509709409087833e-02,4.670013384844519735e-03
1.471039177636754014e-01,3.167629340716049846e+00,2.297595640964330763e-02,1.647485986075920492e-02,1.214746913598049732e-01,4.210667771675062496e-05,2.053124864844751291e-02,5.577285848645657622e-03
1.476282889220664751e-01,3.325948510214854270e+00,2.479896571605094344e-02,1.555094634343663802e-02,1.216944553808717161e-01,4.069939683682702124e-05,2.027864755103271285e-02,5.237539619948934459e-03
1.350097404149237235e-01,2.403899468544392182e+00,2.979214214222145399e-02,1.606174856366828288e-02,1.978465134307612894e-01,4.568996384062944262e-05,2.966100129368875668e-02,5.941996565986537755e-03
1.404715763959680508e-01,2.586222772764218636e+00,2.553665436106754283e-02,1.287442164574909530e-02,1.567112552815796145e-01,4.061086017783168567e-05,2.436212998243503583e-02,6.530964907480648132e-03
1.428246662576281578e-01,2.350298601582069935e+00,2.997598733658926248e-02,1.297014518312177705e-02,1.837412916645936589e-01,3.486108117085327297e-05,2.806049958195998284e-02,5.863490951355860258e-03
1.617201721541972892e-01,2.022589488980822026e+00,2.755443155301734795e-02,1.277144050090754830e-02,1.624901968319512058e-01,5.009222725509816337e-05,2.461230505143270630e-02,5.846996411626090989e-03
1.200755523379221923e-01,3.036016823737532455e+00,2.459370159886507118e-02,1.911124308994327850e-02,9.529963418630574279e-02,5.125919589327769196e-05,1.827156052072780035e-02,6.558369843268788656e-03
1.323378950778368313e-01,2.757550999670510539e+00,2.750033840634740281e-02,1.234703143576410325e-02,1.483115107867752080e-01,4.880847759988251184e-05,2.356793218935553449e-02,6.246775198607445144e-03
1.694975713342399548e-01,2.739659643122450916e+00,2.451298486117116371e-02,1.333480442219578052e-02,1.299853356085896028e-01,6.230257437657280755e-05,2.167132406206395689e-02,5.687277558984483831e-03
1.407044225224658995e-01,3.132023307446699878e+00,2.145378806473248814e-02,1.734209814451207962e-02,1.108505528801582568e-01,4.590497469393060089e-05,1.988818640778702504e-02,6.217562672569473467e-03
1.341048934313464891e-01,2.451851546071628363e+00,2.595509108741650764e-02,1.750878552804259122e-02,1.519779267994182392e-01,4.411420495826275535e-05,2.107759018127767364e-02,7.215527926501147729e-03
1.368222741328035952e-01,3.445096559453391549e+00,2.932705917601603415e-02,1.685171620955366184e-02,1.594049028037053117e-01,4.471999386425417022e-05,2.439643619873246849e-02,5.537886544647720698e-03
