# theta,p,s0,sInf,kappa,gamma,y0,yInf
9.169321060793962641e-02,1.750919361386173545e+00,3.019649753652228763e-02,2.064108036933776785e-02,3.871795402756322280e-01,5.361611915966556333e-05,2.425491040139477264e-02,6.855736727801704615e-03
1.048234620388365235e-01,2.302917764373024756e+00,3.279662148258687820e-02,1.678747403221158077e-02,3.983517008306134422e-01,5.365852506141891774e-05,2.444699561916998179e-02,6.913193409697040819e-03
1.003504142718327219e-01,1.985124771863792770e+00,2.990095140595152093e-02,2.096385703294188427e-02,3.714576666427132356e-01,3.560423862728991144e-05,2.518745440221070025e-02,5.027899238564748421e-03
8.578787321588809966e-02,2.445996173589671585e+00,3.606600727143611379e-02,1.664655097245867216e-02,3.768615175699179809e-01,5.961178463776922954e-05,2.384731905652440892e-02,7.101902169881540473e-03
1.028930121932235819e-01,2.693565247624368109e+00,3.127243310227832002e-02,1.789223198450255389e-02,3.784305045505584886e-01,4.100912014029638603e-05,2.637722838116178872e-02,4.853285009519896741e-03
9.198546711819742538e-02,1.895497555681134205e+00,3.386061913394840944e-02,1.876856075778025532e-02,3.852795192628328813e-01,6.503541593622487807e-05,2.699734555063820415e-02,5.792756395343471101e-03
9.991873674485778067e-02,2.037091889885927376e+00,3.094937520272079967e-02,1.811669942331788075e-02,3.930842994238469834e-01,5.698485147134259299e-05,2.411766184338116903e-02,7.280279196643624738e-03
9.107070355861167366e-02,2.013993273334190981e+00,3.144343620140181705e-02,2.075732738440314723e-02,3.681996039959028466e-01,4.125058943949755027e-05,2.773352391391678898e-02,3.810229656100801773e-03
9.688074199155058408e-02,1.972597977339392017e+00,3.806142049564174845e-02,1.653956546090720042e-02,3.908824077427682786e-01,5.857590688006207455e-05,2.612869511246742812e-02,5.613302709382214130e-03
9.878544576788719778e-02,2.482714000048130032e+00,3.528945330659036955e-02,1.941670387805758194e-02,4.010358402577215431e-01,5.996989316196576152e-05,2.637126756757837351e-02,6.223427614685411204e-03
