index,temp,edot,file,paper
0,573.0,800.0,Lee1998_Fig3-573K-800.Plast.csv,Lee1998
1,1373.0,2500.0,Lee1998_Fig3-1373K-2500.Plast.csv,Lee1998
2,973.0,2500.0,Lee1998_Fig3-973K-2500.Plast.csv,Lee1998
3,973.0,1700.0,Lee1998_Fig3-973K-1700.Plast.csv,Lee1998
4,973.0,2000.0,Lee1998_Fig3-973K-2000.Plast.csv,Lee1998
5,1373.0,2000.0,Lee1998_Fig3-1373K-2000.Plast.csv,Lee1998
6,298.0,1400.0,Lee1998_Fig3-298K-1400.Plast.csv,Lee1998
7,298.0,1700.0,Lee1998_Fig3-298K-1700.Plast.csv,Lee1998
8,1173.0,2500.0,Lee1998_Fig3-1173K-2500.Plast.csv,Lee1998
9,1173.0,1700.0,Lee1998_Fig3-1173K-1700.Plast.csv,Lee1998
10,1173.0,2000.0,Lee1998_Fig3-1173K-2000.Plast.csv,Lee1998
11,973.0,3300.0,Lee1998_Fig3-973K-3300.Plast.csv,Lee1998
12,298.0,2000.0,Lee1998_Fig3-298K-2000.Plast.csv,Lee1998
13,573.0,1400.0,Lee1998_Fig3-573K-1400.Plast.csv,Lee1998
14,773.0,2000.0,Lee1998_Fig3-773K-2000.Plast.csv,Lee1998
15,773.0,800.0,Lee1998_Fig3-773K-800.Plast.csv,Lee1998
16,773.0,2500.0,Lee1998_Fig3-773K-2500.Plast.csv,Lee1998
17,773.0,1700.0,Lee1998_Fig3-773K-1700.Plast.csv,Lee1998
18,573.0,2000.0,Lee1998_Fig3-573K-2000.Plast.csv,Lee1998
19,773.0,1400.0,Lee1998_Fig3-773K-1400.Plast.csv,Lee1998
20,298.0,800.0,Lee1998_Fig3-298K-800.Plast.csv,Lee1998
21,573.0,2500.0,Lee1998_Fig3-573K-2500.Plast.csv,Lee1998
22,973.0,800.0,Lee1998_Fig3-973K-800.Plast.csv,Lee1998
23,573.0,1700.0,Lee1998_Fig3-573K-1700.Plast.csv,Lee1998
24,1273.0,0.1,Babu2013_Fig5-1273K-1e-1.Plast.csv,Babu2013
25,1173.0,1.0,Babu2013_Fig4-1173K-1e0.Plast.csv,Babu2013
26,573.0,0.001,Babu2013_Fig3-573K-1e-3.Plast.csv,Babu2013
27,293.0,0.001,Babu2013_Fig3-293K-1e-3.Plast.csv,Babu2013
28,373.0,0.01,Babu2013_Fig3-373K-1e-2.Plast.csv,Babu2013
29,1373.0,0.1,Babu2013_Fig5-1373K-1e-1.Plast.csv,Babu2013
30,773.0,0.01,Babu2013_Fig4-773K-1e-2.Plast.csv,Babu2013
31,1223.0,1.0,Babu2013_Fig5-1223K-1e0.Plast.csv,Babu2013
32,673.0,1.0,Babu2013_Fig3-673K-1e0.Plast.csv,Babu2013
33,473.0,0.001,Babu2013_Fig3-473K-1e-3.Plast.csv,Babu2013
34,673.0,0.01,Babu2013_Fig3-673K-1e-2.Plast.csv,Babu2013
35,1073.0,1.0,Babu2013_Fig4-1073K-1e0.Plast.csv,Babu2013
36,1323.0,0.1,Babu2013_Fig5-1323K-1e-1.Plast.csv,Babu2013
37,573.0,0.01,Babu2013_Fig3-573K-1e-2.Plast.csv,Babu2013
38,373.0,1.0,Babu2013_Fig3-373K-1e0.Plast.csv,Babu2013
39,373.0,0.001,Babu2013_Fig3-373K-1e-3.Plast.csv,Babu2013
40,773.0,0.001,Babu2013_Fig4-773K-1e-3.Plast.csv,Babu2013
41,293.0,0.01,Babu2013_Fig3-293K-1e-2.Plast.csv,Babu2013
42,1323.0,1.0,Babu2013_Fig5-1323K-1e0.Plast.csv,Babu2013
43,293.0,1.0,Babu2013_Fig3-293K-1e0.Plast.csv,Babu2013
44,673.0,0.001,Babu2013_Fig3-673K-1e-3.Plast.csv,Babu2013
45,1223.0,0.1,Babu2013_Fig5-1223K-1e-1.Plast.csv,Babu2013
46,473.0,0.01,Babu2013_Fig3-473K-1e-2.Plast.csv,Babu2013
